ACTIVITY_DURATION,ASSIGNED_USER_TK,ACTIVITY_PARENT,ACTIVITY_PARENT_OPS,ACTIVITY_DATE_TK_RAND,RAND
45,13,6766,174,11,2
30,1,4142,168,351,2
30,14,5039,200,277,2
90,2,5855,187,86,2
15,2,5834,197,270,2
30,6,6858,175,65,2
60,16,2784,156,310,2
15,8,4604,104,232,2
75,15,3046,145,86,2
30,12,6784,169,328,2
30,2,4757,125,277,2
30,6,4620,150,282,2
15,8,6742,117,339,2
15,4,3774,191,144,2
30,15,3984,143,89,2
60,6,3313,189,33,2
30,11,6990,100,116,2
15,2,4767,163,286,2
15,3,2951,134,324,2
15,4,3271,165,96,2
15,13,4223,174,350,2
15,10,2471,123,223,2
15,4,6651,142,66,2
15,5,5413,167,226,2
45,6,4653,141,119,2
15,3,6265,188,338,2
45,12,2331,163,322,2
15,1,2860,187,89,2
60,16,5092,200,225,2
75,7,2350,172,242,2
15,10,4536,101,68,2
15,6,2771,189,106,2
75,2,2743,166,76,2
15,1,3841,147,303,2
30,13,6602,139,62,2
30,8,3419,130,125,2
15,8,2614,105,240,2
30,4,4085,162,55,2
15,16,5353,123,225,2
45,9,4085,120,336,2
15,15,5898,180,363,2
75,15,4413,152,80,2
30,11,6693,173,86,2
15,5,5102,141,349,2
30,15,5677,152,16,2
45,5,2163,144,154,2
15,13,4397,111,264,2
15,2,3705,113,1,2
15,14,4896,141,95,2
30,1,2160,173,150,2
15,3,6811,105,359,2
75,6,5962,115,43,2
15,7,6127,185,32,2
60,6,6127,129,289,2
15,10,6079,114,27,2
15,14,6091,169,141,2
30,15,6094,161,160,2
15,16,3920,118,360,2
15,11,3351,196,120,2
60,13,2748,199,25,2
75,10,4888,152,331,2
60,16,5277,108,293,2
60,14,4463,142,233,2
60,9,4077,132,291,2
15,7,6596,162,275,2
75,10,3406,128,333,2
15,2,6623,166,230,2
15,8,4443,106,109,2
75,2,5320,140,59,2
15,4,2842,166,354,2
120,3,5031,114,125,2
45,16,6783,148,262,2
30,6,2325,108,174,2
15,9,4340,161,180,2
15,9,5749,112,278,2
15,9,3888,168,181,2
15,12,4314,135,5,2
60,8,3268,149,261,2
15,7,3623,140,285,2
30,8,5801,194,85,2
15,1,5504,130,116,2
30,2,4379,198,146,2
60,2,4563,182,237,2
45,1,4743,171,318,2
15,13,5191,130,16,2
15,11,6074,138,7,2
15,4,2568,162,108,2
30,11,4652,153,137,2
90,4,2971,184,194,2
15,4,3993,112,22,2
30,10,3240,183,306,2
30,7,6966,188,141,2
45,12,2406,138,12,2
15,1,5665,196,118,2
15,2,4838,125,186,2
45,2,4458,165,315,2
15,16,4774,117,1,2
15,3,4180,109,28,2
15,8,5944,116,171,2
120,15,4513,174,98,2
15,2,5850,107,90,2
120,14,4205,102,313,2
15,13,6418,188,162,2
45,13,5493,151,346,2
15,13,3816,190,310,2
15,7,2451,108,115,2
45,8,5438,179,354,2
105,6,5146,109,182,2
15,1,2105,146,41,2
120,3,3220,196,226,2
15,4,6487,193,290,2
45,23,7183,273,607,2
15,9,9607,254,622,2
60,1,9373,247,408,2
30,12,7481,247,721,2
30,11,9188,232,518,2
120,22,8927,339,708,2
60,10,9789,203,534,2
60,15,7071,236,395,2
30,10,9066,210,601,2
15,5,8452,244,707,2
15,19,8193,342,416,2
15,4,7120,233,602,2
15,3,9366,254,502,2
15,12,8228,264,424,2
15,11,8466,260,720,2
30,1,8285,271,526,2
30,20,7975,266,516,2
15,15,7783,220,469,2
15,20,7521,223,568,2
45,20,8097,291,605,2
15,10,7593,204,535,2
105,19,8121,294,667,2
30,21,9456,244,441,2
15,21,9944,274,414,2
15,3,9529,219,387,2
15,15,8534,226,617,2
15,5,8790,284,499,2
15,21,7167,249,481,2
75,2,9198,216,556,2
15,5,8578,284,533,2
15,3,7731,307,389,2
60,10,8345,322,607,2
30,16,7059,319,451,2
30,20,7345,266,684,2
15,22,8786,227,476,2
45,13,9235,284,645,2
30,17,7249,305,413,2
15,17,7180,302,589,2
15,2,9861,220,598,2
45,9,8088,292,571,2
60,9,9879,318,727,2
30,20,7031,203,663,2
15,16,9146,306,373,2
30,7,9286,321,698,2
15,18,8463,209,520,2
15,10,9617,334,677,2
30,1,7730,210,647,2
15,22,7120,276,369,2
15,8,7665,316,643,2
120,8,7339,222,519,2
15,18,7170,313,715,2
90,18,10000,231,400,2
30,18,9898,300,648,2
15,18,9844,254,716,2
15,8,8950,338,620,2
75,18,9433,321,428,2
30,8,8417,350,475,2
75,22,7570,305,427,2
45,13,8465,325,539,2
15,19,9488,345,389,2
15,3,9646,286,678,2
60,17,9685,200,648,2
30,19,9219,232,610,2
15,10,9299,227,690,2
30,7,8225,336,594,2
15,1,7545,270,506,2
15,14,7565,260,528,2
15,2,9976,309,544,2
15,22,7668,320,655,2
15,19,8601,299,720,2
60,18,9570,246,514,2
30,8,7214,321,386,2
15,20,7995,214,673,2
30,19,8037,221,438,2
120,5,7246,283,510,2
15,1,9930,257,384,2
30,14,8922,331,693,2
30,10,9961,330,624,2
45,21,8143,218,486,2
15,4,9489,255,621,2
30,1,8298,232,408,2
15,13,8613,243,416,2
120,7,8517,293,630,2
30,13,7867,349,563,2
120,16,8058,344,443,2
60,4,8755,217,556,2
15,20,9902,306,612,2
15,16,8856,221,462,2
15,2,7557,273,721,2
45,16,7861,336,502,2
30,10,8148,308,614,2
15,15,8879,309,541,2
60,12,9701,318,397,2
15,19,7202,310,644,2
60,8,7839,246,517,2
15,15,7603,251,464,2
30,9,9375,319,553,2
15,16,7913,208,529,2
45,4,8543,335,607,2
45,17,8770,331,708,2
60,19,8912,226,636,2
15,19,8733,250,491,2
30,18,8540,306,634,2
30,13,9767,218,445,2
45,13,9410,333,682,2
30,14,7198,211,376,2
120,2,8071,224,451,2
15,7,9166,254,374,2
45,11,7795,208,697,2
90,3,7239,258,564,2
30,17,7879,335,588,2
45,20,7573,222,390,2
30,3,8216,333,652,2
15,21,9842,284,696,2
30,22,8877,216,456,2
60,6,7353,326,490,2
15,16,7787,286,725,2
15,5,9156,319,370,2
15,10,7844,311,574,2
30,10,8848,249,717,2
15,23,7568,338,505,2
45,4,9880,275,385,2
30,1,9405,238,593,2
15,9,9267,310,377,2
15,9,8861,273,490,2
45,16,8947,235,564,2
15,22,9752,290,532,2
15,7,7535,301,648,2
90,23,9437,268,420,2
60,12,8484,282,711,2
15,14,8410,207,478,2
45,3,9616,327,686,2
30,23,9916,326,417,2
45,3,7190,274,667,2
30,12,9283,256,534,2
60,21,7019,249,453,2
60,21,8636,267,629,2
60,10,7976,244,557,2
75,19,7414,262,416,2
30,23,7742,290,725,2
15,2,7601,274,642,2
15,11,9329,293,367,2
45,5,9176,285,405,2
30,12,8488,214,553,2
75,16,7551,321,703,2
15,9,8213,237,543,2
15,18,9232,269,658,2
120,18,7581,329,516,2
15,22,8010,328,703,2
30,12,9366,319,661,2
15,18,7345,204,666,2
45,11,8130,243,641,2
45,6,9643,312,560,2
15,7,7265,313,633,2
15,21,7250,338,507,2
15,18,8800,305,720,2
45,16,7634,270,484,2
15,6,8458,257,385,2
75,14,9615,280,683,2
15,6,8558,279,544,2
60,18,8129,333,686,2
15,17,7399,321,456,2
15,16,7381,278,534,2
105,4,9199,326,487,2
15,22,7932,337,709,2
15,5,9747,267,647,2
15,8,9541,279,474,2
15,17,7464,258,638,2
15,7,7172,326,493,2
30,18,7339,247,464,2
60,6,158,73,524,2
60,4,1127,4,456,2
15,8,512,76,437,2
60,4,249,32,291,2
15,7,1409,95,223,2
75,7,1357,100,502,2
30,8,1355,7,355,2
15,2,1967,16,160,2
15,6,837,84,535,2
45,2,173,33,306,2
15,6,1767,40,675,2
15,2,1539,39,252,2
30,3,19,82,175,2
15,7,614,90,581,2
30,1,1224,63,348,2
30,6,907,60,421,2
15,2,1429,47,31,2
75,6,1588,90,607,2
15,7,1223,29,692,2
60,4,1779,72,505,2
30,1,1070,29,599,2
60,3,1112,63,204,2
15,5,375,24,95,2
45,4,1325,94,356,2
15,3,301,58,464,2
15,2,1870,39,343,2
15,3,1494,95,467,2
15,4,1274,56,93,2
30,4,1621,33,94,2
45,7,1488,79,681,2
30,3,158,50,490,2
15,2,1326,83,700,2
15,5,1210,85,194,2
60,7,91,96,11,2
30,7,143,5,268,2
30,6,1630,33,118,2
45,2,282,35,500,2
60,6,186,70,288,2
60,3,286,81,569,2
45,5,1188,10,498,2
15,5,515,57,298,2
90,4,299,42,485,2
45,2,318,35,483,2
60,8,124,59,77,2
30,8,1868,93,573,2
15,7,768,24,389,2
15,8,1380,71,407,2
30,2,1954,8,323,2
45,5,101,95,124,2
15,2,1464,68,505,2
15,2,917,98,127,2
15,3,1516,67,595,2
15,8,1485,72,432,2
60,5,264,87,386,2
60,7,1780,23,303,2
15,6,147,29,695,2
45,4,1251,4,129,2
30,5,563,8,692,2
60,8,1513,90,148,2
45,5,1713,32,558,2
60,8,1977,84,303,2
120,8,350,80,295,2
15,5,1924,78,303,2
15,8,1888,51,138,2
15,6,60,95,651,2
15,8,1629,37,476,2
45,1,1630,53,546,2
15,2,1029,50,52,2
30,2,1713,21,372,2
30,5,789,99,548,2
90,4,50,8,429,2
15,7,864,7,643,2
15,1,42,61,593,2
75,4,873,50,366,2
15,3,1864,49,715,2
15,1,508,31,455,2
45,8,1665,56,347,2
15,5,258,63,695,2
15,5,884,64,270,2
15,4,1023,85,283,2
45,6,1783,11,181,2
30,4,31,2,398,2
15,8,229,81,242,2
60,4,584,31,375,2
120,1,1449,73,519,2
30,6,1048,30,638,2
30,5,770,40,405,2
15,6,175,96,376,2
15,1,1813,94,644,2
15,8,1056,43,601,2
15,7,1492,90,711,2
30,8,1681,100,632,2
15,4,1197,27,417,2
90,4,489,92,186,2
15,5,158,89,481,2
15,2,292,59,460,2
30,2,1733,92,667,2
60,2,41,52,180,2
15,6,770,61,236,2
30,1,1604,74,314,2
15,4,1051,52,356,2
105,8,1599,95,322,2
15,7,659,56,645,2
30,1,1824,44,285,2
15,1,1182,22,294,2
45,5,303,92,485,2
15,4,1800,58,721,2
15,7,307,61,386,2
30,2,1269,49,233,2
15,4,681,94,250,2
15,5,872,6,385,2
15,1,1932,50,133,2
60,6,1250,39,162,2
15,7,351,41,665,2
15,4,1675,16,186,2
15,3,1775,81,582,2
30,5,1020,45,689,2
15,1,1108,40,342,2
30,2,318,6,144,2
45,3,377,94,372,2
45,5,1434,73,426,2
30,4,406,15,527,2
45,8,1213,1,407,2
75,3,404,40,538,2
15,3,550,97,208,2
15,3,551,22,656,2
90,7,1164,73,518,2
15,8,1534,92,230,2
15,5,779,25,344,2
75,1,308,72,107,2
15,3,374,41,683,2
15,6,648,15,107,2
90,5,674,88,476,2
15,5,626,21,721,2
15,6,840,7,614,2
60,8,1786,58,428,2
45,3,1258,66,687,2
15,5,837,85,302,2
15,5,45,39,246,2
15,8,554,100,530,2
15,7,54,25,143,2
45,4,381,92,234,2
30,1,1749,38,79,2
15,7,831,31,403,2
30,6,711,9,213,2
15,8,1129,28,423,2
15,3,654,46,690,2
15,8,420,98,72,2
90,5,27,38,219,2
75,3,397,64,66,2
45,6,1160,14,258,2
60,4,1280,2,204,2
15,7,1956,22,375,2
30,5,3,23,474,2
15,7,507,74,238,2
15,6,1186,88,191,2
30,4,411,61,92,2
60,7,530,70,660,2
15,5,1786,73,214,2
15,5,224,70,163,2
60,1,649,27,280,2
60,5,212,48,67,2
15,14,5972,139,168,2
75,4,4206,106,353,2
30,16,4894,170,87,2
45,2,5262,176,6,2
15,7,5022,105,72,2
15,14,5323,195,3,2
15,5,5672,187,238,2
60,8,4989,187,163,2
75,13,6947,109,363,2
60,13,4894,166,364,2
15,3,5677,199,330,2
15,14,4505,118,102,2
45,13,2940,147,266,2
90,11,2188,154,318,2
15,14,3619,136,205,2
45,8,3031,126,11,2
30,12,3501,139,87,2
15,10,3112,118,36,2
60,16,3603,110,184,2
75,11,6702,135,122,2
45,4,2716,128,30,2
15,8,5419,144,196,2
15,12,6061,102,204,2
30,14,4221,132,241,2
15,11,6982,190,219,2
15,4,6377,153,115,2
60,14,2688,194,227,2
105,1,2400,102,305,2
15,9,6733,130,215,2
15,5,2711,153,131,2
15,7,4002,172,68,2
15,6,3773,141,5,2
30,2,5749,140,59,2
30,10,3496,103,50,2
15,9,5000,138,46,2
15,15,3382,129,108,2
120,16,3751,170,320,2
30,1,3334,133,212,2
45,15,6163,119,176,2
15,5,2322,121,216,2
15,2,4750,171,184,2
75,14,5738,153,145,2
30,13,6248,121,134,2
15,7,3461,121,94,2
45,14,6897,157,194,2
15,10,5301,106,17,2
15,4,4593,102,35,2
45,6,2617,160,155,2
30,7,4085,187,296,2
15,1,3836,174,284,2
15,14,6392,167,188,2
75,2,3191,165,178,2
15,13,2733,187,74,2
15,9,4262,138,152,2
15,6,6066,185,141,2
15,9,4211,149,111,2
30,4,4281,127,149,2
15,13,5761,199,254,2
30,7,5476,141,28,2
15,7,4693,169,30,2
60,2,2568,159,69,2
15,16,4376,142,201,2
15,14,3204,177,344,2
15,1,5830,153,251,2
30,13,6190,127,272,2
15,7,3675,181,298,2
15,9,2209,105,70,2
75,15,5755,125,362,2
30,15,6195,155,87,2
120,5,2611,169,160,2
30,6,4044,130,52,2
15,2,3404,151,102,2
75,12,6935,192,64,2
15,11,5066,190,255,2
15,15,5447,117,98,2
15,13,5440,187,219,2
30,2,6725,170,83,2
15,14,5619,149,319,2
15,8,5466,106,171,2
30,14,5589,138,224,2
60,8,2066,127,64,2
75,9,4333,177,208,2
30,16,6637,188,236,2
60,15,3401,153,270,2
15,14,3382,192,54,2
30,10,4644,109,97,2
105,5,2799,151,54,2
30,12,3632,168,317,2
15,13,2942,141,255,2
15,13,3649,164,140,2
30,9,5018,159,179,2
15,15,6692,113,43,2
15,8,6367,165,347,2
30,12,3073,196,360,2
15,5,5535,182,142,2
45,15,3647,125,284,2
30,5,5694,128,203,2
15,8,6895,172,60,2
60,9,3578,114,143,2
90,12,6548,200,296,2
15,10,5032,165,82,2
15,7,5023,119,94,2
30,16,6412,141,290,2
15,11,4138,180,184,2
15,4,3766,192,6,2
15,10,2520,197,247,2
75,5,5773,134,139,2
15,3,3915,155,245,2
15,6,6404,159,213,2
45,14,5837,129,34,2
15,7,2059,190,293,2
30,12,6581,191,70,2
60,6,5911,148,57,2
15,16,3009,196,222,2
30,12,6046,197,68,2
15,9,3254,182,328,2
90,2,3870,108,79,2
15,15,2908,110,28,2
15,11,4390,123,124,2
15,11,3823,194,117,2
15,8,6433,119,15,2
15,8,3055,173,232,2
75,16,5839,143,330,2
15,16,4943,192,46,2
15,4,4782,100,150,2
15,14,6436,147,149,2
15,9,6075,119,13,2
15,7,4939,130,354,2
15,16,6189,143,136,2
15,13,6476,179,202,2
15,6,6377,127,61,2
15,1,4971,146,50,2
15,9,6690,163,62,2
30,10,3788,144,43,2
15,9,4744,181,87,2
15,14,3697,183,274,2
15,1,5748,165,160,2
15,13,6852,135,359,2
15,15,6474,105,329,2
75,4,5744,186,11,2
90,7,5686,157,350,2
60,5,6941,197,25,2
15,9,3172,110,266,2
15,11,2747,117,363,2
15,8,6321,191,250,2
15,12,5103,132,126,2
90,12,2839,160,237,2
15,4,2381,108,78,2
15,4,4412,116,199,2
15,13,2024,172,360,2
15,8,5372,151,208,2
15,3,4225,139,342,2
15,7,6226,100,293,2
30,6,4342,125,341,2
15,1,5316,170,161,2
120,15,4373,154,321,2
60,3,3005,143,306,2
30,7,4370,157,106,2
15,1,3361,128,135,2
15,13,5924,166,170,2
120,1,6203,150,271,2
15,7,2921,156,327,2
15,13,6629,160,52,2
30,2,6882,183,355,2
15,6,5895,108,244,2
15,13,6883,127,30,2
15,9,2530,146,64,2
30,9,4131,194,134,2
15,3,3727,163,45,2
15,15,5165,200,298,2
15,10,8628,342,436,2
60,7,8492,246,667,2
15,10,8948,328,370,2
15,20,9651,235,613,2
15,9,8949,263,593,2
15,1,8818,266,414,2
30,9,9596,250,540,2
45,10,8666,300,507,2
30,11,7921,267,712,2
30,3,7552,200,649,2
90,17,9160,313,696,2
15,15,9880,288,724,2
15,13,9141,257,654,2
15,5,7186,337,664,2
15,4,7164,241,560,2
30,15,9922,308,619,2
15,23,7450,237,726,2
60,15,8752,335,693,2
30,22,9586,327,480,2
15,3,8614,291,529,2
30,22,7148,259,671,2
15,1,9660,221,576,2
45,5,9105,281,440,2
15,9,8828,257,511,2
60,8,7596,285,550,2
15,19,7098,243,678,2
105,8,7260,265,428,2
30,2,7121,319,525,2
15,12,9309,288,376,2
15,22,9780,269,507,2
45,21,7381,306,684,2
15,18,7284,329,449,2
15,17,9336,326,730,2
30,4,8952,268,453,2
15,23,8861,277,486,2
30,13,8542,259,440,2
30,12,8630,253,428,2
15,5,7081,349,429,2
15,8,9072,331,379,2
15,11,8078,314,477,2
30,15,7299,326,592,2
15,12,7505,324,472,2
45,13,9991,246,611,2
15,20,7605,318,661,2
45,20,7575,343,618,2
15,9,8591,207,430,2
15,2,8816,340,514,2
105,16,7420,200,600,2
75,10,7567,301,679,2
30,4,9002,291,386,2
45,3,8459,256,555,2
15,6,9690,299,652,2
75,15,7946,223,669,2
60,11,8695,349,541,2
15,7,7128,265,440,2
15,1,8736,306,723,2
30,8,9064,212,719,2
15,18,8440,311,508,2
15,18,9596,221,498,2
30,6,7054,248,411,2
15,22,8730,224,637,2
105,16,9225,269,593,2
45,12,7711,214,417,2
15,23,8710,232,563,2
15,10,7907,332,470,2
15,10,8388,275,448,2
60,5,8512,243,584,2
75,22,8649,226,654,2
15,23,8004,326,398,2
30,16,7581,265,582,2
75,11,9415,304,696,2
15,13,8425,340,404,2
45,18,9849,240,444,2
30,15,9715,333,640,2
75,23,8787,289,499,2
15,11,7590,297,538,2
45,6,9883,307,498,2
15,19,7433,311,375,2
30,18,9051,257,437,2
75,3,8818,344,711,2
15,20,8495,238,376,2
45,7,8463,281,414,2
15,20,7311,304,689,2
15,17,8115,338,381,2
60,11,7408,267,597,2
15,3,9860,216,600,2
15,14,8888,340,484,2
30,10,9777,301,652,2
15,2,8221,335,709,2
45,10,7306,207,400,2
75,9,8875,208,503,2
60,4,8651,341,718,2
15,17,7828,294,440,2
90,10,7349,293,644,2
30,19,8603,233,623,2
60,4,9024,244,703,2
45,15,7634,316,659,2
15,7,7753,344,660,2
15,9,7331,337,611,2
15,4,9930,272,661,2
15,18,9142,284,655,2
15,4,7649,300,565,2
60,3,8286,202,368,2
15,14,9286,213,491,2
30,20,9161,250,657,2
60,12,9090,328,406,2
15,13,9524,286,537,2
15,16,8435,267,558,2
45,9,8569,248,692,2
30,22,7669,208,410,2
30,12,7549,279,392,2
120,22,8254,335,485,2
30,2,9976,238,482,2
30,16,7587,326,510,2
30,14,8079,222,549,2
45,7,7635,252,547,2
30,6,8375,314,594,2
15,3,7433,315,404,2
90,13,9461,314,448,2
30,3,9448,243,630,2
45,20,7565,253,651,2
75,20,9520,306,667,2
15,16,8463,343,714,2
30,13,9850,275,562,2
60,21,7989,348,616,2
45,10,7111,270,515,2
15,5,9921,328,445,2
120,15,9544,234,710,2
15,17,8789,246,501,2
15,3,7671,334,725,2
15,2,9844,244,726,2
45,13,8507,246,427,2
15,18,7393,220,564,2
30,6,7401,231,720,2
45,10,8319,251,499,2
15,20,8222,235,523,2
30,18,7655,237,693,2
15,17,9565,241,724,2
30,13,9730,210,626,2
15,22,8705,289,536,2
15,22,9750,262,621,2
90,16,9498,269,409,2
30,17,9054,309,563,2
60,1,8479,350,371,2
15,21,8860,322,727,2
30,18,8406,238,513,2
15,3,8249,280,719,2
105,9,8686,214,400,2
15,20,9539,321,455,2
60,13,9635,278,671,2
45,13,7644,255,395,2
30,6,1669,67,23,2
60,1,1455,72,96,2
30,7,449,52,484,2
30,5,1301,34,190,2
30,7,1505,16,550,2
15,2,66,27,416,2
15,2,1424,48,690,2
60,1,1106,19,106,2
15,1,110,16,438,2
15,5,1823,23,241,2
30,3,892,2,82,2
15,1,4,88,224,2
15,4,950,63,204,2
15,4,1149,71,618,2
120,2,1137,95,586,2
30,1,1450,85,44,2
15,5,961,76,243,2
30,5,170,37,393,2
120,4,708,2,278,2
30,8,1860,83,135,2
60,8,812,61,657,2
45,5,1257,21,425,2
15,1,476,82,348,2
15,6,1317,66,86,2
90,5,1761,25,564,2
45,8,602,74,190,2
60,2,550,79,721,2
15,4,1742,44,698,2
60,2,62,84,709,2
15,2,1583,15,174,2
90,4,932,2,279,2
15,5,646,41,609,2
45,1,275,65,481,2
30,5,515,27,522,2
15,1,1493,66,376,2
15,4,1507,74,676,2
75,6,1023,90,170,2
90,6,1982,56,652,2
90,1,1907,36,640,2
60,1,572,54,169,2
15,4,1455,83,306,2
15,7,810,39,349,2
15,7,172,96,4,2
15,4,1625,91,231,2
15,7,1322,60,111,2
15,5,262,70,55,2
15,4,514,13,295,2
75,4,381,34,64,2
15,4,1852,41,87,2
90,8,52,66,726,2
15,8,1219,35,343,2
30,6,162,63,144,2
15,4,1713,86,628,2
15,3,1670,12,105,2
60,3,717,75,547,2
15,5,683,76,351,2
60,1,215,27,56,2
15,5,112,58,327,2
60,8,1559,29,14,2
15,5,1246,64,537,2
15,5,1860,90,298,2
60,8,1249,77,41,2
15,7,1213,85,63,2
15,7,1400,38,322,2
15,3,1285,26,421,2
30,2,382,55,575,2
30,8,591,66,598,2
15,6,937,88,319,2
30,3,1137,60,218,2
75,4,303,59,11,2
15,1,49,57,663,2
15,5,60,3,14,2
15,7,660,60,616,2
15,7,1399,62,218,2
15,5,1966,26,300,2
15,4,666,74,622,2
45,3,1047,87,92,2
15,1,1791,34,313,2
30,3,1721,10,535,2
15,7,1198,42,362,2
15,2,121,58,505,2
75,8,1045,98,596,2
15,3,446,93,210,2
15,1,139,38,60,2
15,1,1761,99,647,2
15,1,361,75,77,2
30,3,777,72,387,2
15,1,1157,65,560,2
15,7,1164,5,266,2
45,7,52,100,273,2
15,4,1731,80,64,2
15,7,922,89,664,2
30,6,154,43,254,2
15,5,59,6,338,2
15,1,1388,10,695,2
45,5,838,3,165,2
15,8,144,83,701,2
45,8,791,35,22,2
15,4,394,53,277,2
60,7,874,90,342,2
30,4,596,33,289,2
15,2,1504,51,372,2
60,8,202,47,396,2
120,1,1492,18,324,2
15,3,1396,31,723,2
15,3,167,22,8,2
15,7,1926,29,428,2
90,1,517,50,154,2
15,3,1129,7,184,2
15,5,1550,17,373,2
45,4,1756,15,28,2
30,4,1826,43,583,2
15,6,896,8,273,2
90,6,9,73,23,2
15,5,1641,99,2,2
90,5,1139,65,705,2
15,8,432,89,362,2
30,7,60,16,714,2
15,4,35,44,647,2
120,6,1211,73,34,2
30,1,1577,86,714,2
15,6,337,87,697,2
90,7,878,63,499,2
30,3,850,13,548,2
15,8,1614,67,69,2
15,8,1536,53,418,2
15,2,1041,48,379,2
30,1,1498,4,483,2
60,1,1892,28,282,2
15,1,1228,31,270,2
30,3,376,67,433,2
30,2,1333,49,525,2
15,8,34,77,493,2
30,5,1589,21,386,2
60,4,236,18,63,2
15,2,1124,85,526,2
45,2,763,52,127,2
45,7,989,35,703,2
105,8,1568,90,533,2
60,5,517,18,321,2
15,3,1132,86,140,2
120,5,569,97,22,2
75,2,853,28,433,2
15,7,1132,90,340,2
30,4,87,65,66,2
45,4,273,52,518,2
15,3,1285,87,397,2
45,8,1382,91,488,2
45,3,162,94,431,2
30,7,1086,55,390,2
30,5,1967,80,230,2
15,4,520,70,35,2
60,8,1824,89,386,2
90,8,251,80,700,2
75,3,110,45,591,2
15,8,1611,18,619,2
60,7,953,22,328,2
45,1,1718,94,686,2
75,2,1486,32,511,2
15,2,427,3,469,2
30,8,298,93,386,2
15,7,1816,26,399,2
15,2,711,6,619,2
75,5,1737,4,167,2
45,7,437,32,714,2
30,6,1329,60,561,2
15,5,1010,45,698,2
30,1,1023,39,518,2
15,5,1604,9,271,2
15,1,1897,53,270,2
15,3,1787,48,592,2
15,1,775,14,517,2
15,4,350,76,377,2
45,8,3,47,412,2
15,7,1262,93,227,2
15,16,4815,189,18,2
15,11,2836,104,267,2
15,4,2748,115,121,2
15,4,3535,191,327,2
30,13,4655,123,261,2
120,1,6374,164,117,2
15,9,2606,180,361,2
15,10,6945,197,243,2
15,2,5053,110,237,2
30,16,3816,191,256,2
60,16,4924,186,260,2
15,6,5115,148,27,2
30,5,4742,177,361,2
15,14,2103,180,7,2
15,4,4409,196,350,2
15,15,2896,124,14,2
30,11,2786,177,304,2
75,14,4557,166,106,2
30,2,4445,153,321,2
15,15,4005,190,55,2
15,10,4759,181,165,2
15,1,3611,186,233,2
15,8,4765,102,318,2
60,16,5214,142,128,2
15,1,4004,183,285,2
15,11,5942,171,319,2
15,15,4587,191,285,2
60,3,6895,128,317,2
45,4,3502,132,140,2
60,4,2641,106,199,2
30,8,3927,102,62,2
15,14,3650,193,215,2
45,5,3208,196,343,2
15,16,2806,139,96,2
15,2,5867,113,85,2
30,12,4881,126,40,2
15,5,5670,131,340,2
15,15,3478,123,34,2
15,1,6608,144,280,2
45,13,4162,176,262,2
15,14,2456,131,51,2
15,14,3183,178,112,2
15,5,4191,192,90,2
15,9,2519,138,35,2
15,9,6812,158,162,2
15,2,2289,153,127,2
60,9,3186,166,149,2
15,6,4406,172,284,2
30,1,3672,137,33,2
15,5,5590,105,24,2
60,1,3438,141,236,2
15,16,6016,159,261,2
15,3,4884,117,202,2
15,4,6536,148,291,2
45,9,5188,181,235,2
15,3,6716,149,291,2
15,1,5705,112,305,2
30,10,6185,126,133,2
15,3,6544,138,50,2
15,6,3010,103,252,2
75,1,5560,138,191,2
120,12,5581,164,168,2
90,3,3575,161,24,2
120,15,3168,124,250,2
45,16,2451,127,113,2
45,9,3354,199,111,2
30,11,4117,158,258,2
15,7,3720,103,11,2
15,9,4630,158,273,2
15,2,4090,124,293,2
75,6,3310,175,166,2
60,1,2327,172,43,2
30,13,2928,172,189,2
15,16,5994,124,24,2
75,16,5321,181,151,2
45,16,4407,149,213,2
45,3,6913,121,224,2
30,7,4568,155,192,2
15,10,5057,164,352,2
15,13,4547,163,195,2
45,5,3057,135,188,2
60,14,3145,169,275,2
30,14,3100,126,290,2
60,10,2720,193,233,2
60,6,5637,108,8,2
30,7,5232,159,196,2
15,4,5957,178,286,2
45,5,4007,197,249,2
15,16,3018,142,309,2
15,15,4376,127,85,2
15,15,5280,153,26,2
15,13,4970,147,198,2
15,13,3875,198,306,2
30,12,3063,140,105,2
30,13,2218,124,353,2
45,6,4988,110,54,2
45,4,3939,135,354,2
45,5,4415,135,241,2
15,15,3016,159,78,2
30,15,5940,146,1,2
30,4,5559,119,311,2
15,14,2276,128,141,2
60,12,5158,192,230,2
15,14,2335,180,67,2
15,11,2111,146,180,2
15,12,2324,200,125,2
15,12,2267,143,359,2
45,8,2366,146,218,2
30,15,2153,109,334,2
15,2,6180,102,330,2
90,6,4339,140,152,2
75,3,5219,122,236,2
30,9,4807,147,90,2
30,1,3433,140,15,2
30,4,5640,114,280,2
15,12,5174,129,127,2
15,3,6940,196,322,2
90,7,4495,104,191,2
30,12,5296,166,120,2
45,7,6995,143,330,2
15,9,2237,136,16,2
120,13,4694,124,171,2
15,1,5831,133,88,2
15,6,6045,153,353,2
15,2,2998,108,183,2
15,14,4722,100,221,2
120,7,6333,113,23,2
90,3,2249,179,147,2
60,9,6136,117,110,2
45,2,4021,198,353,2
15,16,3607,127,318,2
30,10,2596,195,336,2
75,14,6045,117,328,2
15,11,4624,129,362,2
30,9,4866,185,343,2
15,14,6087,127,235,2
120,3,6458,134,51,2
15,9,2918,110,163,2
15,5,5159,151,327,2
15,4,2713,152,205,2
30,14,3202,109,285,2
15,2,3632,187,199,2
45,9,6099,156,123,2
15,4,6218,122,210,2
