SALE_ID,INVOICE_TK,PRODUCT_TK,BILLING_ACCOUNT_TK,ASSIGNED_USER_TK,SALE_QUANTITY,SALE_COST_PRICE_AMOUNT,SALE_LIST_PRICE_AMOUNT,SALE_DISCOUNT_AMOUNT,SALE_UNIT_PRICE_AMOUNT,SALE_VAT_VALUE,SALE_TOTAL_VAT_AMOUNT,SALE_TOTAL_DISCOUNT_AMOUNT,SALE_TOTAL_AMOUNT,SALE_DELETED,SALE_PAID_DATE_TK
7C64B76E-C4E2-B789-DA8B-FA94F75C3E81,75,356,91,4,32.0,2.28,4.56,0.32,4.24,0.0,0.0,10.21,135.71,0,-247
286AD107-D49D-CC8A-1CDA-C87456C0476B,209,581,58,12,70.0,1.51,3.02,0.45,2.57,0.2,35.94,31.71,179.69,0,-403
F6A68F35-237D-B445-0425-BFCA7F723883,156,837,68,6,37.0,1.03,2.06,0.41,1.65,0.05,3.05,15.24,60.98,0,-528
E024BD8B-B4D1-10C8-84BE-765E879271C5,22,1134,74,6,15.0,0.99,1.98,0.26,1.72,0.0,0.0,3.86,25.84,1,-548
6994DAFE-E287-2F18-CDB1-4A54B15413A5,88,1087,41,10,13.0,0.5,1.0,0.07,0.93,0.175,2.12,0.91,12.09,0,-595
736509D9-E856-7769-3CDE-05B315B16B6C,300,154,97,11,19.0,2.34,4.69,0.05,4.64,0.075,6.62,0.89,88.22,0,-668
FF03619A-6CF1-BA40-6F54-38116A272699,66,579,66,16,76.0,0.7,1.41,0.04,1.37,0.175,18.19,3.21,103.95,0,-340
592574D3-738A-CB28-8D4A-C5EDD01F12C3,105,633,9,9,3.0,1.2,2.39,0.22,2.17,0.05,0.33,0.65,6.52,0,-96
5438AD8B-F0C6-A1D5-A6FF-C83A517747DB,156,258,30,19,81.0,1.99,3.98,0.8,3.18,0.2,51.58,64.48,257.9,0,-528
382025DB-3EE3-2C7F-C736-651FD7C2D055,216,1196,85,19,92.0,1.95,3.9,0.62,3.28,0.175,52.74,57.41,301.39,0,-396
933AAD7A-CE1F-3A4D-65D7-AD51B908F9B0,159,1047,36,6,56.0,1.22,2.43,0.02,2.41,0.05,6.74,1.36,134.72,0,-619
5F19C9BC-C7F4-2DA5-F9A2-A4BD4940D84D,248,279,40,1,49.0,1.29,2.58,0.13,2.45,0.075,9.01,6.32,120.1,0,-174
032A014E-E048-AFA9-F096-45C77D085B5E,175,1528,70,5,12.0,0.82,1.65,0.21,1.44,0.075,1.29,2.57,17.23,0,-168
362EC7B1-7731-4681-0E73-6F144D948833,259,1411,71,6,44.0,1.2,2.39,0.19,2.2,0.2,19.35,8.41,96.75,0,-651
DEE4EB1E-7175-87B0-9454-F658F4EECBA9,188,375,46,19,76.0,2.36,4.73,0.09,4.64,0.05,17.61,7.19,352.29,0,-553
01969BFD-2141-E7E9-A936-F14EEFD8101A,30,1416,30,15,16.0,2.05,4.1,0.37,3.73,0.2,11.94,5.9,59.7,1,-63
9E242FBE-1E5E-1FA5-3792-232F8C1E2F11,228,9,35,5,85.0,2.2,4.41,0.66,3.75,0.05,15.93,56.23,318.62,0,-672
229F48A6-F150-A034-6186-658239AD0E8E,208,910,95,1,21.0,1.28,2.57,0.41,2.16,0.175,7.93,8.64,45.33,0,-497
A4502781-0A92-E5F1-A0CA-C874D0B8F648,191,525,73,1,31.0,0.84,1.68,0.07,1.61,0.175,8.75,2.08,50.0,0,-114
D7F4E3DE-1DD0-9940-820F-DACC2D0574C4,197,816,19,5,62.0,1.28,2.57,0.39,2.18,0.175,23.7,23.9,135.44,0,-409
C56CA0D6-ADF2-BEDF-93F7-57855EE8F81E,33,299,33,4,84.0,1.28,2.55,0.2,2.35,0.2,39.41,17.14,197.06,0,-28
3FD14848-5B3C-4C12-F9A0-D165976A30AA,264,1147,64,7,18.0,1.58,3.15,0.25,2.9,0.075,3.91,4.54,52.16,0,-188
2A3F2B89-6810-C08B-1DC9-EF3AAC29F438,127,214,82,19,14.0,1.02,2.04,0.08,1.96,0.075,2.06,1.14,27.42,0,-8
8691EC6E-9BEA-30A6-3AE7-37E378142747,121,565,4,15,47.0,0.8,1.59,0.03,1.56,0.075,5.49,1.49,73.24,0,-716
585FF537-8D89-39C2-6098-E01547556D70,44,506,96,10,18.0,1.82,3.65,0.11,3.54,0.0,0.0,1.97,63.73,0,-684
FD04474F-3A1E-E447-77F8-12B5581C2104,160,1165,36,11,23.0,0.74,1.49,0.13,1.36,0.075,2.34,3.08,31.19,0,-687
16CE8943-7C92-B9AA-ECA6-BC8B56D27ED2,64,549,10,17,74.0,1.16,2.32,0.21,2.11,0.075,11.72,15.45,156.23,0,-316
A4FA144A-D25B-382E-5E28-D488FDB2BDA8,156,1456,67,4,70.0,1.04,2.08,0.31,1.77,0.05,6.19,21.84,123.76,0,-528
AF9441DB-2146-2672-D609-174B8863781E,130,1334,41,1,58.0,0.9,1.79,0.04,1.75,0.075,7.63,2.08,101.74,0,-617
91959D24-23E2-C8AC-DFDD-D76E949BB162,210,1467,68,8,41.0,0.9,1.81,0.05,1.76,0.2,14.4,2.23,71.98,0,-607
C8D6CA2F-AEB0-E9B7-6A2B-9FFB0AC68EF8,280,1058,65,12,94.0,2.38,4.77,0.81,3.96,0.2,74.43,76.22,372.16,0,-209
A6060EBD-3565-B38B-07B2-8CEB578FAD1F,128,1515,45,5,38.0,1.37,2.74,0.03,2.71,0.075,7.73,1.04,103.08,0,-78
8665526E-4BBF-510A-4739-F7749DD55673,248,932,15,16,22.0,1.64,3.28,0.16,3.12,0.0,0.0,3.61,68.55,0,-174
4134CA06-A6A8-7FE3-C4E3-A9CB3AFA091E,15,339,60,5,68.0,2.21,4.42,0.44,3.98,0.2,54.1,30.06,270.5,0,-417
7CE2EAB1-C5FE-12FF-3BA3-C984DBA756D0,190,52,47,6,5.0,1.34,2.68,0.16,2.52,0.2,2.52,0.8,12.6,0,-441
9A01EE7F-89C1-8026-57EF-01722C29B69E,282,1398,10,7,56.0,2.06,4.11,0.37,3.74,0.175,36.65,20.71,209.45,0,-549
B32A9C77-47BB-05F0-5628-80E4C4838A88,128,1354,16,15,39.0,1.11,2.22,0.07,2.15,0.05,4.2,2.6,83.98,0,-78
76591A44-0065-DAAB-227A-1959CD210634,240,507,15,9,51.0,2.02,4.05,0.81,3.24,0.05,8.26,41.31,165.24,0,-386
E0D7CDDA-B968-5407-B905-296FA5CED0D7,85,81,45,17,75.0,1.0,1.99,0.26,1.73,0.075,9.74,19.4,129.85,1,-547
B809B3C2-3CBF-DAB9-4A55-775E79A5BBA3,217,427,99,5,55.0,2.2,4.41,0.13,4.28,0.175,41.17,7.28,235.27,0,-674
EC097B86-2574-5108-2808-51792548D766,265,679,30,9,27.0,1.36,2.72,0.33,2.39,0.05,3.23,8.81,64.63,0,-612
77D07B52-2653-8A85-7B94-E3DD66D2EBDD,92,5,18,1,11.0,0.67,1.34,0.15,1.19,0.2,2.62,1.62,13.12,0,7
F8E6E7AE-7C38-04BE-0F5D-329DBD9EEF88,160,943,97,18,51.0,1.78,3.55,0.64,2.91,0.2,29.69,32.59,148.46,0,-687
766317D4-5928-4A3C-C207-79C9057EF45C,285,1559,84,15,80.0,1.6,3.19,0.64,2.55,0.2,40.83,51.04,204.16,1,-89
8F52C64C-039D-6F28-1C8E-72C9E5D98357,94,181,18,4,83.0,0.61,1.22,0.16,1.06,0.05,4.4,13.16,88.1,0,-370
70AF136D-26F4-0113-009E-65CEB13F7087,164,1107,36,11,100.0,2.08,4.17,0.13,4.04,0.2,80.9,12.51,404.49,0,-701
C8F28518-4370-4558-FB8E-FD44FC63D2A8,27,352,34,19,21.0,1.61,3.22,0.29,2.93,0.2,12.31,6.09,61.53,0,-646
3F691EEE-E8F9-350E-BBC9-47D222BD1EAA,121,1055,26,7,9.0,1.31,2.62,0.45,2.17,0.05,0.98,4.01,19.57,0,-716
E231D8AA-B115-AC92-7B21-73A977111058,24,249,22,9,79.0,0.84,1.69,0.19,1.5,0.175,20.79,14.69,118.82,0,-88
227ED7C9-A50B-672D-C991-03850D077D92,217,1455,29,9,32.0,0.56,1.13,0.02,1.11,0.0,0.0,0.72,35.44,0,-674
98778847-64D2-554D-9F10-78A63CB95AA7,247,225,100,17,21.0,2.31,4.62,0.92,3.7,0.175,13.58,19.4,77.62,0,-344
DC012B44-54EB-A854-F148-C931AEE6E33A,111,656,25,16,95.0,1.13,2.26,0.11,2.15,0.0,0.0,10.74,203.96,0,-664
73ED7341-FC18-6540-6476-6C227D5A2815,53,556,53,9,7.0,0.93,1.86,0.17,1.69,0.175,2.07,1.17,11.85,0,-170
FA45EBC7-1DAE-3DA4-17E9-CFEDBB269869,206,510,76,15,46.0,0.75,1.5,0.1,1.4,0.075,4.81,4.83,64.17,0,-135
E0F52981-631A-6FFB-AAC0-BD16882FEB87,17,751,4,16,37.0,1.44,2.88,0.58,2.3,0.175,14.92,21.31,85.25,0,-555
ED29AA36-DC1F-03D2-F67A-B9A21566939C,101,988,86,9,98.0,0.88,1.75,0.14,1.61,0.05,7.89,13.72,157.78,0,-439
063293AE-4B18-6976-B84F-E55368E4CAD2,157,1103,40,7,36.0,1.38,2.75,0.36,2.39,0.05,4.31,12.87,86.13,0,-604
B3405A02-4F8C-4C0B-1DD5-E63BED7A8CCA,190,268,16,12,82.0,0.58,1.17,0.14,1.03,0.175,14.77,11.51,84.43,0,-441
4B9F3724-031D-B576-65C7-E0448ED62EF8,213,445,95,17,39.0,1.2,2.41,0.48,1.93,0.075,5.64,18.8,75.19,0,-463
84456977-AEA5-E3C1-EEB6-FF020B8949EA,203,851,79,15,72.0,0.85,1.7,0.0,1.7,0.2,24.48,0.0,122.4,0,-691
C59766F2-FB37-DDCE-2024-E01578980D52,111,912,26,4,100.0,1.87,3.74,0.0,3.74,0.075,28.05,0.0,374.0,0,-664
FF1D56A9-0580-5BAA-C7AA-0EB0BB6BBB1E,160,1548,68,15,90.0,1.82,3.64,0.0,3.64,0.175,57.33,0.0,327.6,0,-687
5079EA35-AC0C-C909-1372-5A4DA9E4B528,179,419,15,2,100.0,1.06,2.13,0.0,2.13,0.2,42.6,0.0,213.0,0,-698
1C7298AC-43D7-0BD3-4F06-22624E141E5B,33,1077,15,10,10.0,0.8,1.6,0.0,1.6,0.075,1.2,0.0,16.0,0,-28
98F9A2E3-1C71-998F-5233-9FDA8DC8CAE1,114,1503,29,2,99.0,1.06,2.13,0.0,2.13,0.05,10.54,0.0,210.87,0,-270
1F951260-1A0A-1597-2DA1-11759D4FCDD9,178,804,93,17,36.0,0.64,1.27,0.0,1.27,0.0,0.0,0.0,45.72,0,-620
B238560F-3DB7-A797-1A3F-7490AB619964,53,965,34,6,48.0,2.28,4.57,0.0,4.57,0.175,38.39,0.0,219.36,0,-170
6EE19CD0-E062-5966-B014-FC4EC38733FC,288,647,8,19,35.0,2.28,4.56,0.0,4.56,0.05,7.98,0.0,159.6,0,-64
B203BCBA-9179-0F75-A7C7-32D46CAF07C8,154,1320,73,8,16.0,1.66,3.32,0.0,3.32,0.175,9.3,0.0,53.12,0,-210
E685F850-2BE9-6FE5-7561-2A2E1A1EC2EB,240,648,94,8,1.0,2.0,4.01,0.0,4.01,0.2,0.8,0.0,4.01,0,-386
F1B24821-85A4-AAB3-FADE-E583D1C81166,137,95,10,19,13.0,1.67,3.34,0.0,3.34,0.0,0.0,0.0,43.42,0,-150
10F0EEBE-2359-6EDE-2017-E0950DD69195,261,618,11,14,88.0,1.84,3.68,0.0,3.68,0.2,64.77,0.0,323.84,0,-22
A98A073B-AD28-D082-5AA8-1F9352083BFD,30,59,61,18,42.0,1.6,3.19,0.0,3.19,0.175,23.45,0.0,133.98,1,-63
2AC40E54-8E0C-5C81-5D1E-86A1C33BEB73,87,1063,58,8,66.0,0.72,1.44,0.0,1.44,0.2,19.01,0.0,95.04,0,-154
5ABE048F-3F26-A1FE-A681-181523D1C339,182,358,15,5,2.0,0.86,1.71,0.0,1.71,0.075,0.26,0.0,3.42,0,-70
38C774A8-416B-F23F-A1B9-366B7A83DCFC,191,463,2,15,64.0,2.19,4.38,0.0,4.38,0.0,0.0,0.0,280.32,0,-114
947EC9B6-B763-4E9E-236C-23FB6E78263F,93,1269,33,10,34.0,0.75,1.5,0.0,1.5,0.05,2.55,0.0,51.0,0,-484
5E611AD1-FBD0-68C1-4304-5DFCE5BFE7E4,299,1545,56,1,1.0,0.86,1.73,0.0,1.73,0.05,0.09,0.0,1.73,0,-459
24B85DFD-2838-86EA-34A9-0719875FCB86,255,332,83,14,21.0,0.72,1.45,0.0,1.45,0.2,6.09,0.0,30.45,0,-231
98EB4AD1-72AB-767D-C267-9E2CEEE9A4B4,26,730,49,4,42.0,2.24,4.49,0.0,4.49,0.05,9.43,0.0,188.58,0,-580
5DFBDB38-EEFC-6645-6881-29CA31882643,108,1256,55,5,4.0,1.04,2.07,0.0,2.07,0.075,0.62,0.0,8.28,0,-646
B18660F4-E87D-7D64-DD9C-7A009C813490,223,18,16,7,55.0,0.74,1.48,0.0,1.48,0.05,4.07,0.0,81.4,1,-577
8A78BD9B-1CC3-4B98-EE98-80E40868E1F1,165,1089,64,15,46.0,0.66,1.32,0.0,1.32,0.05,3.04,0.0,60.72,0,-146
934F947D-681E-53D7-96E9-920EC42BE60F,290,1124,85,3,24.0,1.58,3.17,0.0,3.17,0.2,15.22,0.0,76.08,0,-541
1799CE09-14DF-4958-1F28-8A165D200225,32,268,28,20,10.0,1.58,3.16,0.0,3.16,0.175,5.53,0.0,31.6,0,-497
01E51AB9-2429-02BF-4329-41B032F3C4CC,160,971,86,19,58.0,0.99,1.98,0.0,1.98,0.05,5.74,0.0,114.84,0,-687
1BEF347E-534D-61A8-B836-FF8F30513299,196,1472,18,5,77.0,0.58,1.16,0.0,1.16,0.05,4.47,0.0,89.32,0,-535
D9A4E3E7-4041-F917-A92D-381B2BB0D925,285,1422,87,2,27.0,1.02,2.04,0.0,2.04,0.175,9.64,0.0,55.08,1,-89
64C8B334-FF3C-41D2-A339-950DE6919E2C,290,63,39,14,34.0,0.86,1.71,0.0,1.71,0.05,2.91,0.0,58.14,0,-541
7608623A-0434-06F2-1F32-3140051258FC,286,907,48,16,83.0,2.44,4.87,0.0,4.87,0.2,80.84,0.0,404.21,0,-49
AE78EDC2-5834-5968-F5BC-EA883419E0DD,275,830,23,17,17.0,2.18,4.37,0.0,4.37,0.2,14.86,0.0,74.29,0,-610
3C329D4C-E742-4E6D-7ABB-58B452983BF2,287,459,57,14,48.0,0.72,1.43,0.0,1.43,0.05,3.43,0.0,68.64,1,-705
293A0F69-872A-6E48-098C-5F451EA55DCB,265,610,79,8,97.0,1.08,2.15,0.0,2.15,0.05,10.43,0.0,208.55,0,-612
A7367E8F-32DD-69BF-7D0F-7A7A5317BD9E,37,34,46,15,1.0,0.79,1.58,0.0,1.58,0.2,0.32,0.0,1.58,1,-707
65A074AC-DEBC-C5C2-5973-B79C84F59BA7,107,1083,71,13,23.0,2.0,4.01,0.0,4.01,0.0,0.0,0.0,92.23,0,-421
AC5571BD-174C-4882-3E9C-317A1453E552,145,884,84,18,29.0,1.16,2.33,0.0,2.33,0.05,3.38,0.0,67.57,0,-377
054CF6E1-887A-B37F-8355-A0D3515EF52E,195,935,33,5,93.0,1.02,2.05,0.0,2.05,0.2,38.13,0.0,190.65,0,-390
895F5B3E-5DEE-3B7A-2EC6-EAE8579DDCFD,139,834,72,9,31.0,0.7,1.39,0.0,1.39,0.2,8.62,0.0,43.09,0,-140
E4AA5392-208C-A6BA-43D7-3CFC71A96C3C,46,1080,70,4,58.0,0.78,1.55,0.0,1.55,0.075,6.74,0.0,89.9,0,-156
78BEAFD3-CFAD-3E57-BE0E-0885DD20CC25,240,765,82,7,26.0,1.05,2.1,0.0,2.1,0.0,0.0,0.0,54.6,0,-386
A069099C-B387-375B-D99E-0740CEF279A0,74,175,81,15,27.0,1.72,3.45,0.0,3.45,0.075,6.99,0.0,93.15,0,-578
1E9FD056-0027-F1A9-8B9E-98E847DA6E96,253,939,31,18,40.0,1.13,2.26,0.0,2.26,0.075,6.78,0.0,90.4,0,-667
6C2AB76C-7450-91CD-CFA8-FF9F28A2A31B,185,931,11,4,12.0,0.88,1.77,0.0,1.77,0.175,3.72,0.0,21.24,1,-597
BB16846F-FB7E-43DA-BE78-9018BE0E6C4F,132,1490,9,11,75.0,1.89,3.78,0.0,3.78,0.0,0.0,0.0,283.5,0,-560
776E9A50-A995-5DAB-F616-6E55244B1B7A,84,92,14,11,16.0,1.63,3.26,0.0,3.26,0.05,2.61,0.0,52.16,0,-403
91AF8C73-53F1-655A-95EB-5E2DE0B6C627,7,1079,94,17,70.0,1.35,2.7,0.0,2.7,0.175,33.07,0.0,189.0,0,-138
FE842388-5CC3-C007-C940-771FB067E4E2,19,546,2,6,37.0,1.48,2.95,0.0,2.95,0.175,19.1,0.0,109.15,0,-442
1D79454F-ADB4-29CE-382C-BAB8B94192F1,206,952,94,3,83.0,1.94,3.87,0.0,3.87,0.075,24.09,0.0,321.21,0,-135
6136024B-9DAD-0AA5-22E1-6CC5DAB53328,73,1098,21,12,73.0,0.86,1.73,0.0,1.73,0.2,25.26,0.0,126.29,0,-465
57514B2F-1735-986F-8810-8F9E48A7C6AD,182,513,80,4,60.0,1.38,2.77,0.0,2.77,0.0,0.0,0.0,166.2,0,-70
95708E17-8129-DC9E-F285-7938C3859B0B,6,1229,51,17,53.0,1.62,3.25,0.0,3.25,0.05,8.61,0.0,172.25,0,-616
4FFE5A46-7C52-3A28-3231-C1648E945762,6,337,47,5,55.0,1.94,3.89,0.0,3.89,0.2,42.79,0.0,213.95,0,-616
17F63F5D-7ED6-DE37-8BB2-62FEC37BACDB,80,236,46,8,67.0,1.25,2.5,0.0,2.5,0.2,33.5,0.0,167.5,0,-150
BE837DE2-447C-5DF3-EEEC-833388C9F018,155,1549,13,6,71.0,0.76,1.51,0.0,1.51,0.175,18.76,0.0,107.21,0,-251
1428BDAF-A911-E854-87C9-C2E6BBD61DB2,174,1303,64,11,99.0,0.75,1.5,0.0,1.5,0.05,7.43,0.0,148.5,1,-144
468971F3-B0AF-956F-7590-DA87D2DBE37A,241,459,97,13,85.0,2.14,4.27,0.0,4.27,0.05,18.15,0.0,362.95,0,-174
89DFEFC4-7822-DC36-5366-A10FD15AFC2C,106,83,38,4,13.0,1.43,2.86,0.0,2.86,0.175,6.51,0.0,37.18,0,-248
78108477-B550-F3B1-25B5-CC70FCE02BEF,31,479,82,20,5.0,2.41,4.82,0.0,4.82,0.2,4.82,0.0,24.1,0,-545
096A0279-4D97-25BC-5905-5205BF39F346,153,702,53,15,2.0,1.56,3.13,0.0,3.13,0.175,1.1,0.0,6.26,0,-497
BE869A2E-25F6-DC51-1DB8-EC4024D69E67,217,4,51,12,10.0,2.49,4.98,0.0,4.98,0.075,3.74,0.0,49.8,0,-674
A5487071-43A2-79A5-BE97-3EFA1227DDEE,298,274,59,8,26.0,2.32,4.65,0.0,4.65,0.05,6.05,0.0,120.9,0,-222
CC9C1760-F413-524F-5D73-CD5E4B836CA2,183,979,12,3,12.0,2.12,4.25,0.0,4.25,0.2,10.2,0.0,51.0,0,-335
C859AFE1-04E9-D94B-20F9-470F0A4D530F,221,1526,92,12,11.0,1.35,2.7,0.0,2.7,0.0,0.0,0.0,29.7,1,-201
D8A5AB39-3240-9E3D-6BD6-AF26296A105C,279,34,12,16,80.0,2.32,4.63,0.0,4.63,0.175,64.82,0.0,370.4,0,-696
43F8FC21-789F-5806-14EE-49B7D32E8C9A,182,1353,82,2,60.0,2.12,4.25,0.0,4.25,0.075,19.12,0.0,255.0,0,-70
FCC7F950-DD2D-272C-6CFE-7CC0886E57B1,123,1255,60,10,74.0,1.62,3.23,0.0,3.23,0.175,41.83,0.0,239.02,0,-520
1710DE46-E24E-3205-DC0E-FC3EAC2F058A,178,662,64,2,56.0,1.52,3.05,0.0,3.05,0.0,0.0,0.0,170.8,0,-620
13717EDE-CB60-875F-09C0-101C483C113A,193,906,58,7,9.0,2.45,4.9,0.0,4.9,0.075,3.31,0.0,44.1,0,-581
75662305-59F3-5EC7-A51D-968121A93708,225,1014,54,2,88.0,1.5,3.01,0.0,3.01,0.175,46.35,0.0,264.88,0,-685
D6E6221E-919F-6666-0189-960B53D0E5DF,123,1317,67,8,64.0,1.76,3.52,0.16,3.36,0.05,10.75,10.24,215.04,0,-520
18B288B3-6661-2478-FC2E-5C02BA97460D,101,975,61,6,41.0,2.44,4.89,0.11,4.78,0.05,9.8,4.51,195.98,0,-439
377A8CC1-5A59-EA4B-6149-5E795082953A,229,395,83,4,77.0,1.81,3.62,0.14,3.48,0.075,20.1,10.78,267.96,0,-112
7CF6D97F-7B4F-5EC9-A1C0-FF9631472033,64,1230,36,18,85.0,2.42,4.84,0.07,4.77,0.2,81.09,5.95,405.45,0,-316
4E267D10-6ABA-B538-9E38-EAD3414B56CE,102,980,23,4,33.0,1.8,3.59,0.17,3.42,0.2,22.57,5.61,112.86,0,-279
E4BAAA67-651D-F75E-51EB-4B2C48488436,76,609,3,13,37.0,1.39,2.78,0.0,2.78,0.0,0.0,0.0,102.86,0,-172
0415F500-1C76-524E-4049-B7530706D234,218,1494,17,9,37.0,0.9,1.8,0.05,1.75,0.2,12.95,1.85,64.75,0,-273
2D02C336-4085-C595-60C9-0EFE5D3A28A4,277,1247,39,8,13.0,1.34,2.67,0.16,2.51,0.05,1.63,2.08,32.63,0,-583
78558904-D802-D4F6-7B70-FCFC2429230D,13,1223,55,16,22.0,1.48,2.97,0.1,2.87,0.075,4.74,2.2,63.14,0,-145
495DD81D-F26C-BCE3-8A97-FEBAC4B39E07,14,1521,5,13,3.0,0.68,1.36,0.15,1.21,0.0,0.0,0.45,3.63,0,-636
AC18BAE7-3E1A-91BF-8265-69FEA66D7A1E,105,1559,47,20,54.0,1.54,3.08,0.16,2.92,0.175,27.59,8.64,157.68,0,-96
9E158317-91E0-82F7-AA91-F0A3D8A21CC7,10,1445,36,9,19.0,2.04,4.09,0.14,3.95,0.0,0.0,2.66,75.05,0,-356
CD50565F-DCC2-FAB3-57D2-96C0BD377D63,70,772,20,14,12.0,1.73,3.46,0.18,3.28,0.175,6.89,2.16,39.36,0,-383
01C96B22-66F1-2DCB-54E2-C531F89BB3E2,17,996,6,4,23.0,1.92,3.83,0.18,3.65,0.2,16.79,4.14,83.95,0,-555
C3B66F65-03AA-D7F4-DD0C-2188E50F9570,152,1549,82,15,75.0,1.0,2.0,0.03,1.97,0.05,7.39,2.25,147.75,0,-28
1DE737C5-20F6-94B2-6B6F-E3C7628767B1,148,765,29,14,46.0,1.52,3.03,0.1,2.93,0.075,10.11,4.6,134.78,0,-596
CCC55A72-7733-E231-C812-B866B0D1B4DB,4,1145,67,14,73.0,1.64,3.28,0.11,3.17,0.05,11.57,8.03,231.41,0,-293
C4C1DA42-EA20-EC92-D25F-5A74B4CEBE47,75,821,8,2,47.0,2.36,4.71,0.2,4.51,0.0,0.0,9.4,211.97,0,-247
DA2AEC1C-2B84-F2F6-8BE5-10A24FBDEDA0,300,843,89,10,17.0,1.23,2.46,0.02,2.44,0.0,0.0,0.34,41.48,0,-668
200CBBF3-2602-A16D-76F7-87ABE7C6A0F8,95,1072,51,9,56.0,2.26,4.53,0.1,4.43,0.175,43.41,5.6,248.08,0,-640
A7248E19-99F7-201D-5390-0BC6AF37B6F7,265,13,87,11,41.0,1.9,3.81,0.15,3.66,0.05,7.5,6.15,150.06,0,-612
5F59D7F3-EF71-63FC-5D22-656D50C0BFC4,188,1141,77,11,24.0,1.52,3.04,0.11,2.93,0.2,14.06,2.64,70.32,0,-553
097E05B8-CC01-C4B9-DB6B-07EA6066DC69,223,301,66,16,24.0,1.96,3.91,0.16,3.75,0.175,15.75,3.84,90.0,1,-577
2AE16078-373A-11F0-B4C4-CD242F77EC92,260,604,7,9,54.0,0.54,1.08,0.12,0.96,0.175,9.07,6.48,51.84,0,-513
87FFE799-856B-2F19-99E8-6AD58878B127,189,666,36,18,48.0,0.66,1.32,0.16,1.16,0.0,0.0,7.68,55.68,0,-398
73E4C00D-5ABF-7367-BEF0-31EAAB27EA36,60,572,87,12,42.0,1.88,3.76,0.08,3.68,0.175,27.05,3.36,154.56,0,-366
6C33A0B2-00A3-2CFF-E2EE-B16ADF9C1370,69,1391,94,12,36.0,1.44,2.87,0.12,2.75,0.075,7.42,4.32,99.0,0,-387
C5DA5A3E-E043-440B-33BB-2B142125954C,280,850,53,15,30.0,1.42,2.83,0.2,2.63,0.0,0.0,6.0,78.9,0,-209
EF403876-E3E7-3D4D-0B01-20D504B08650,73,350,89,15,85.0,1.24,2.48,0.15,2.33,0.2,39.61,12.75,198.05,0,-465
FDAC3823-67BB-0558-9132-EF00BCCD9ED6,16,1543,94,17,5.0,2.08,4.17,0.16,4.01,0.05,1.0,0.8,20.05,0,-204
6FDF0A90-EB6C-A339-9BD3-C577867F9C7D,298,988,85,12,60.0,1.72,3.45,0.18,3.27,0.2,39.24,10.8,196.2,0,-222
37B2AB61-0642-B1F5-15AE-783E009DE0AF,193,1036,49,20,29.0,0.72,1.44,0.0,1.44,0.075,3.13,0.0,41.76,0,-581
58AC3C4F-4540-9F60-AD0D-1BC9762374C4,85,1030,11,12,68.0,0.59,1.18,0.03,1.15,0.0,0.0,2.04,78.2,1,-547
3FF6209A-DAC6-4E31-211B-F5B26BD7439C,231,204,10,14,61.0,0.54,1.08,0.14,0.94,0.05,2.87,8.54,57.34,0,-550
5FC9103D-2314-58C0-2E29-E1D4FB55D407,209,1191,63,13,97.0,2.14,4.27,0.1,4.17,0.05,20.22,9.7,404.49,0,-403
8DDD7B9D-A454-359B-6AA4-3BB02568BE3B,78,368,46,15,24.0,1.29,2.58,0.13,2.45,0.2,11.76,3.12,58.8,0,-29
3B5DA75F-399E-50F7-121F-8883087ECFAB,300,804,88,6,79.0,2.4,4.81,0.15,4.66,0.05,18.41,11.85,368.14,0,-668
6B7DA513-34DD-8F9B-10E6-6BAEABD257C8,200,92,39,15,98.0,1.41,2.82,0.04,2.78,0.2,54.49,3.92,272.44,0,-146
865B9920-6A2B-E9E4-DA81-D928D8D0C35D,1,1275,61,9,69.0,2.14,4.27,0.1,4.17,0.2,57.55,6.9,287.73,0,-696
43D50DD0-2DDF-DB12-F205-7B7922FA7F0D,282,1130,73,16,92.0,1.73,3.46,0.07,3.39,0.2,62.38,6.44,311.88,0,-549
C15FC4C8-7AAA-A0A7-5FAF-6722D9422B21,197,1246,54,11,75.0,1.08,2.16,0.04,2.12,0.175,27.82,3.0,159.0,0,-409
4D503844-30EF-5752-C40E-D72FA020A2F9,26,1157,89,13,23.0,1.84,3.67,0.18,3.49,0.0,0.0,4.14,80.27,0,-580
4D2B9A5F-A561-34AA-DDFE-E9BFEF367865,101,430,23,16,24.0,1.08,2.17,0.08,2.09,0.075,3.76,1.92,50.16,0,-439
CCD6EA55-44E2-31F7-F469-5B344DA7F5AE,186,54,22,18,76.0,1.6,3.19,0.15,3.04,0.2,46.21,11.4,231.04,1,-265
66128518-897F-717B-DB0E-1193C8C36B1C,232,895,58,9,43.0,1.3,2.59,0.06,2.53,0.0,0.0,2.58,108.79,0,-555
A9748D65-EB4E-0FD4-8DAD-56036AE77D95,165,870,19,3,82.0,2.26,4.53,0.06,4.47,0.175,64.14,4.92,366.54,0,-146
ABB97C43-C230-5F3B-7443-46A282277E0B,17,1030,14,4,17.0,2.46,4.93,0.09,4.84,0.075,6.17,1.53,82.28,0,-555
22D51ACD-C3BB-9E31-3BC2-2DCFA093C262,291,823,50,16,1.0,1.7,3.41,0.15,3.26,0.2,0.65,0.15,3.26,0,-467
F67778D2-9655-D26E-DC35-B01F540112A3,170,737,28,8,52.0,1.54,3.09,0.07,3.02,0.0,0.0,3.64,157.04,0,-28
