SALE_ID,INVOICE_TK,PRODUCT_TK,BILLING_ACCOUNT_TK,ASSIGNED_USER_TK,SALE_QUANTITY,SALE_LIST_PRICE_AMOUNT,SALE_DISCOUNT_TYPE,SALE_DISCOUNT_VALUE,SALE_VAT_VALUE
77FD8E94-18A8-4E6D-9A86-9D0ADE7C1CB0,24,1213,25,18,18,4.5,Pct,5,0.2
4525F408-06BB-21ED-5A35-65FB9D2A4B6C,28,870,95,16,52,4.55,Pct,8,0.05
CEFE009B-5554-51E3-2CEB-0D621778782D,122,584,40,2,100,4.81,Amt,11,0.2
73DE2BAC-3371-E2AF-E205-2AA6D462CBBA,172,1457,5,9,48,3.95,Pct,19,0.175
E0EC9970-4385-4A57-36D9-65EFB9ECF6C1,268,1242,35,2,73,1.63,Pct,18,0.05
D1AC7878-9935-B876-8585-C9CD660FAA52,107,637,83,9,23,3.5,Amt,8,0
4F0774C2-5E19-6FC7-A18C-0A17F2DA49F4,104,631,2,4,60,3.8,Pct,9,0
DEA18AA4-41CD-5465-82FD-AEC0BC60304E,251,263,23,1,97,1.49,Amt,12,0
2FC8F5B7-B567-B288-D09A-4DBABB240210,220,1383,56,3,26,2.8,Pct,15,0
4E55D2E0-5DEE-ADD4-EC0D-3F29C66E5E9D,37,1490,48,20,40,3.22,Amt,13,0.175
DE93E65A-E066-1317-9096-B50BF9196694,8,1223,74,5,98,1.61,Amt,15,0.175
6FFE9F83-6345-D7FF-3BE7-3B5502CA6C78,126,1015,52,7,57,3.53,Pct,18,0.2
F28A9AB7-A71A-51DB-D834-B203444A3BA6,30,1076,15,18,87,2.26,Amt,0,0.05
580C9921-4C70-F216-7EC7-2003FF51FA7F,28,1217,8,19,39,4.12,Pct,17,0.075
182D973C-E487-1BF0-3D6C-0558914D8612,259,870,2,19,37,4.38,Amt,11,0.175
C10C4939-CF22-A50A-CAEE-C666AA4DB9AC,96,1202,5,19,39,2.71,Pct,10,0
7A2451E6-70A2-677F-D0C9-9662D8387364,135,58,69,15,92,2.85,Pct,15,0
DD7F78FA-31BF-E6C8-BF99-CDB544D8E33F,28,932,100,16,83,3,Amt,6,0.05
7CBDF9B6-BB8A-D774-C3DA-7EF38CDB9B81,159,1091,83,5,57,3.63,Amt,10,0.175
24D8F127-0141-AF9D-A109-A73D0409E399,298,723,54,17,40,1.98,Pct,19,0.175
E569EBC9-4195-B61D-03F1-85C4788BD59F,159,691,32,19,69,4.15,Amt,7,0.075
83112ACD-3E48-B3FE-CA8C-087845C470BD,209,943,73,16,54,2.64,Pct,1,0.075
600851CA-D3D2-7DC9-5D42-294C88595B15,287,96,33,16,22,1.07,Amt,16,0.05
C20C04A0-D1D4-7648-F1B1-EE4391AB4122,99,515,13,17,41,3.05,Pct,8,0.2
C7A404DC-4B7F-5DA9-D244-12FB793DA3B1,168,373,100,18,38,4.47,Pct,16,0.075
23C78A48-2D12-6EB5-8CAA-80BF8C5B5A3B,253,1074,36,6,92,4.14,Pct,10,0
6A246100-0FCD-2A78-305E-C89B2315966E,135,754,21,10,42,4.88,Pct,6,0.2
41B96C6F-EBAE-780E-6DD2-5912076F9E50,245,679,43,12,22,4.66,Pct,1,0.075
EF87C326-928E-370B-0327-428048832EE7,272,1394,4,5,21,2.04,Amt,14,0.05
D3AF9668-2DBC-F9AF-D598-9281CA5ACBCF,36,930,97,3,16,3.63,Amt,7,0.2
4CBEADC7-825B-E655-0CA3-D8703DDC376B,32,892,39,15,6,4.4,Amt,18,0.05
7D655AE9-08CE-C50A-AF67-7FA4EC94AA7D,160,1523,71,6,60,1.01,Amt,14,0.2
AA9D4796-E75D-24AE-0E30-8B54F7E5A80E,86,556,67,13,65,3.06,Amt,13,0.05
92256984-913F-E56F-81CE-A162D8E9D9FC,72,927,56,5,68,1.3,Pct,10,0.075
752FFEA7-DC24-244C-82DC-5220774BB873,173,170,56,3,75,1.97,Pct,18,0
62F46BFD-FE7B-063B-7014-A35FC4AF0DB3,254,1110,8,9,18,4.24,Amt,10,0.175
FD149D0B-E843-D3C8-6B6F-69DACBB6CD37,199,428,8,2,84,1.43,Pct,4,0.175
6F290031-33FC-A18E-D3B2-473B96E3B55D,17,297,5,2,66,3.21,Pct,4,0.2
02649585-EA93-0739-3879-BDD916647A64,20,1387,60,2,87,2.92,Pct,6,0.175
CD54F571-E12B-DB06-5E5F-BD02C4C0B54C,215,1436,64,19,16,4.88,Pct,4,0.175
DC18A0EC-839E-3C00-0FC9-48A45E6038EE,52,1486,14,7,46,3.74,Amt,7,0
E4DB5BDF-C83E-80FE-378C-7EBAB008D945,139,468,92,12,4,2.83,Pct,6,0.05
1202B0D1-FCBD-A765-77DB-7BA15AB07BFF,112,999,88,11,46,2.02,Amt,19,0.2
17ED988B-9B94-DBAA-041C-D5D82AF8D5CF,99,862,22,7,50,4.53,Amt,13,0.175
A0BECCE9-23D5-043C-F0F4-C7A6F52A01BB,203,301,4,16,55,2.75,Pct,18,0.2
A4F9E536-E2B6-500E-541F-D34034877884,188,890,49,18,89,3.8,Pct,12,0.05
E463472A-E4B5-8595-84F4-E63A5954D2BC,149,1240,61,9,66,4.62,Pct,18,0.175
54599829-2764-A4CE-5C1B-D8697D989D52,255,1410,20,13,44,4.36,Amt,12,0
7318A4F6-3CF5-AF2D-5FEE-D89AAD04F4F9,269,137,31,3,26,3.82,Pct,10,0.075
910CC058-B09A-7C02-34B1-4A06080FE737,199,317,66,20,49,2.62,Pct,19,0.075
F1B24821-85A4-AAB3-FADE-E583D1C81166,137,95,10,19,13,3.34,Pct,0,0
BD609709-3267-90E5-615C-DD2E3AF325A0,199,454,32,10,27,1.8,Amt,6,0.05
D48FFDDF-DCEF-95F6-7C12-A224B55AD87E,29,1477,41,17,9,2.17,Pct,13,0
3AA3AC61-A8EE-27FC-1B10-A6C3CE446396,35,683,9,18,73,1.94,Amt,1,0.075
46753989-9FB9-FAA9-3335-C74BD82894E5,237,362,33,9,2,3.89,Amt,8,0.075
2FD9021A-ABA7-757A-69A6-704B6A22D771,65,1096,81,10,38,1.47,Pct,2,0.05
F9311724-BB1A-525B-9C9B-141EC523CFD1,35,729,96,19,13,3.81,Amt,7,0
F244AB08-B01B-C8A9-41A7-AF9F069872F7,266,1556,92,12,71,4.79,Amt,4,0.05
06CE62A6-2EFB-39F7-3F79-2F048541F9CD,298,1163,81,12,61,1.25,Amt,15,0.05
0055BDEE-6DD2-B5F9-A348-D1B590D5A650,50,1267,98,5,67,2.2,Pct,18,0.175
95A491D0-871B-8700-1A09-2F289E1E15F2,46,1029,60,17,39,2.51,Pct,15,0.075
0DE9991D-40B0-47DC-EC43-A227C50859C0,274,541,75,16,15,2.6,Amt,3,0.175
878B5D96-13D9-4B96-E5F5-3D6DE82CDE02,250,1126,17,7,7,4.41,Amt,19,0.175
73E6B2CB-3B02-7675-857D-CAC2C784E948,62,452,66,4,96,1.37,Amt,5,0.075
EA60D336-7888-AA02-7C70-40F5B4907ADB,246,1424,100,9,75,1.75,Pct,4,0.175
35329872-A782-85C4-F112-127250979F98,22,31,92,16,84,1.25,Pct,18,0.2
4228F6AD-80D9-9323-0901-001916CD5792,23,1003,24,16,48,1.27,Pct,19,0.175
84A23413-F3A8-0180-374C-BCC6A9865D21,34,1494,88,9,97,4.45,Amt,19,0
3C307E75-DAB2-5425-7505-7DFF2409CFF9,54,290,2,8,82,4.04,Pct,13,0.175
9B3D8AEB-C7D7-541E-04F9-67C46228C1FE,36,1158,34,10,75,2.93,Amt,3,0.075
463BAA32-7258-DF6A-E47C-38C7C658BAD8,8,1470,87,1,45,4.54,Pct,15,0.2
EB3C64B5-8008-90A3-A70B-A8FFD8B15A7F,218,996,98,6,95,1.72,Pct,14,0.175
EB2B3020-4C21-8709-949C-D1CC2B336EAE,51,89,100,10,62,3.54,Pct,14,0.075
E56ABD5F-BF65-615C-4227-DAC5A45F53BD,123,871,73,13,73,2.08,Pct,8,0.175
FE3D7446-429B-86E2-C3E2-0668BC35F8A9,8,1276,6,2,78,4.35,Amt,15,0.05
A8E1A483-9BC7-C789-9042-6369B4DABD0F,245,50,49,12,94,1.84,Pct,6,0.05
B79B2DC6-F04C-3409-989F-9137D49AD806,1,854,84,16,98,2.37,Amt,17,0.05
E7434959-5918-C01A-5C05-E5EE4681C099,126,1440,52,11,83,2.8,Amt,13,0.05
B1131083-1A0C-A96F-831F-88F0695165D5,49,226,44,5,39,4.96,Pct,6,0.05
A993C6B8-4688-C488-5CE7-A08797D7CA94,276,6,45,12,92,1.24,Amt,16,0
B9FCAC8C-AD78-C2B2-3FB2-691F0C05262C,233,873,17,12,77,3.95,Pct,17,0.05
5E6FD493-C4F3-7616-7EE4-3A12EFEC348C,157,327,29,16,68,3.61,Pct,9,0
A1AB5A8F-A76F-0777-5D53-395CBE9ECF80,27,1382,96,3,9,4.73,Pct,14,0.075
B934D265-6FDF-81FE-F565-F0E1695D832F,209,1141,87,19,21,4.56,Amt,8,0.175
59A24D07-E7F1-55C5-1705-CB7E701499AD,13,265,68,9,14,1.88,Amt,7,0.05
279AFC9F-FCC3-379A-E68E-0A7596AB5C8B,116,234,28,18,51,3.73,Pct,11,0.075
255AB7E3-B7D9-17DD-8B1E-6FAF42879655,263,1357,86,2,35,1.06,Pct,5,0
F01B4971-6193-BE5A-63CA-71048F988121,119,281,99,14,6,3.59,Pct,6,0.075
252E6A91-6AF0-93BB-AECC-668181B7DAC9,110,1411,68,5,49,2.77,Pct,1,0.05
8B392A2F-0694-CE37-CDE7-80BBAEF6DD10,222,692,17,1,99,2.82,Amt,20,0.05
A385E05C-C03C-C348-C70F-83B220101418,212,90,39,18,48,3.08,Pct,2,0.2
AF3B3BA7-B87C-062A-DA9A-BF219219055F,42,728,81,10,25,4.4,Amt,17,0.2
556E7244-3EEB-0F28-4D4C-1228320CB602,131,1138,34,8,25,2.69,Pct,8,0.2
25A00F68-B586-8BEE-42AA-65FAAEC0ED06,20,676,52,16,49,4.88,Amt,18,0.175
119FECCC-2BF9-CED7-5EFF-113098362F4B,3,81,100,3,43,4.89,Pct,14,0.175
0E514BCE-AD62-B424-9E38-494C9580DB4D,199,380,46,12,50,2.59,Pct,9,0.175
4D7B7C67-F6F0-F119-9F4F-6322E44F7C6B,19,900,11,13,46,3.16,Amt,5,0.2
CFD73F45-49D8-DA45-5F26-C4CD647B31AF,146,455,26,11,57,2.4,Pct,2,0
7801D779-7094-AD74-2894-9B3FB34C4902,19,1358,97,16,1,4.38,Amt,11,0.175
F962A57D-3105-94AA-C3A2-91C088C876BE,68,102,22,17,3,2.31,Pct,5,0
28EBF5FB-8799-D9C2-F5CD-C95DF13166D4,247,4,73,11,92,3.73,Amt,20,0.175
90DBDC56-BD6E-9AF2-5FBB-CE32ABF45756,87,89,33,2,19,1.48,Amt,2,0.075
DBBE8012-B163-FE9C-B16E-7AF9AE493B31,66,1118,37,3,26,3.59,Pct,5,0.05
8B7E691C-9EF9-29B5-C621-A0697B1EB258,202,927,19,8,73,2.28,Pct,19,0.05
8E8DB623-4BF9-BA1C-E11B-A3481BD368C2,109,439,28,20,92,1.8,Pct,8,0
D30B93DC-7963-61D6-AE6E-C153B5093D15,286,310,36,17,69,1.35,Amt,16,0
2662E976-11A4-45EE-A7FF-5DA4AD979C6E,210,852,87,16,15,1.86,Amt,2,0.075
07CE9862-8F63-7DD1-6E8C-6B5F532208D3,183,440,31,6,63,1.47,Pct,14,0
06FC2757-A390-BE88-03AD-3322C8F8FB37,142,348,94,1,55,4.34,Pct,20,0.2
8EE4F68F-83B1-060B-10E5-A8117AF33F25,147,962,21,3,77,3.32,Pct,1,0.075
0F63FDDD-7D05-951F-0A23-36EEAA849DD2,217,370,86,3,100,4.86,Amt,1,0.175
FDBCC308-3BBC-7974-AF02-23C3C06F0F17,171,941,74,14,47,4.16,Amt,0,0.075
09951410-D2DF-6209-D79D-FA03197B45A2,37,1202,11,12,19,1.82,Pct,20,0
2E987C74-CBE9-C043-C1AB-6614E5608DDB,75,402,16,6,59,3.25,Amt,4,0
F0EB935F-AD8A-BABD-4085-D5B14CC20FE2,130,151,39,12,83,4.3,Pct,14,0
C91FC46E-92BB-4822-ECD5-CCA6BF9B3D4D,37,1043,15,13,14,3.11,Pct,20,0.2
9DEF7CF8-A3AE-FEF6-8D8F-12FD2B4FD287,140,888,35,6,6,2.13,Amt,12,0.175
03375F1A-679D-A0ED-5FFF-EF96F7941C61,222,1077,57,5,19,3.41,Pct,3,0.075
48F0CF78-5F28-C05A-54F4-8DE877BF79E0,218,534,34,11,45,2.22,Pct,19,0.075
F33E596B-E222-3B22-2426-7C43A7956F7E,242,469,72,17,70,3.96,Pct,20,0.2
4728CC08-09AA-B216-D1C3-000E7645CC7A,250,1435,93,14,38,1.82,Pct,2,0.175
243F59B5-B5D1-F297-12FE-0F4A6E404BDE,264,1511,19,5,11,3.22,Amt,14,0.075
4BE583E4-B4EC-24F5-A3A6-D69FF8137220,245,1092,21,20,91,2.33,Pct,14,0
8D54D6F7-4A0A-0E64-5F8C-B1D4AAE540E1,285,1128,26,20,41,3.32,Pct,12,0.2
D779588D-F8E9-BEEA-7F3F-622234E5C9A5,269,1029,100,1,75,2.8,Pct,9,0.05
4A057842-463C-2018-8EFD-951CDAC08172,122,1400,6,12,80,2.63,Pct,3,0.2
3AB21A9C-0143-B1BC-AD3F-B674704934B6,96,666,15,7,94,4.06,Amt,3,0.075
0C139E32-5A80-D6B1-185D-1CEC01CF5AC4,233,691,35,8,90,2.72,Pct,2,0
13CAF6E3-EE02-BD6B-B155-2B94EABA4D99,40,137,44,10,37,2.49,Amt,5,0.05
EE5C6C64-1B8A-754F-E267-363AD382463C,4,358,52,13,88,1.46,Pct,7,0.05
5F84E859-76A9-7F80-7881-83D2302893D5,18,1465,78,18,28,4.38,Pct,8,0.2
10F0EEBE-2359-6EDE-2017-E0950DD69195,261,618,11,14,88,3.68,Pct,0,0.2
DA9DBFF0-93D2-7409-DB74-04CACDEF9B3A,177,250,89,1,37,3,Amt,2,0.05
FA9DE8F8-0206-C4C0-2907-6BE106A8ADAA,17,1535,51,1,58,1.73,Amt,2,0.2
78A8CD15-75CF-7CE8-A8F2-1A3F9AAAE0E2,9,311,25,7,7,4.36,Pct,10,0.175
9CF3B97D-12E6-F172-456C-6596E0F55037,185,263,27,10,100,2.42,Pct,3,0
24D384FE-DA4D-7D13-DBD2-5BBFBE69295B,89,655,48,20,63,1.86,Amt,14,0.175
8483256D-87A6-4F8B-CB1C-B386830D136A,300,410,99,10,27,2.52,Amt,8,0.175
30EBFECC-A153-147C-FE05-6143870F8B8C,171,332,14,5,83,4.94,Pct,4,0
ADDC59BB-25DB-3155-6DD3-B9419BDC3F92,237,881,98,19,5,1.56,Amt,6,0.175
8FB79E99-B54B-1289-9BA7-9BA2F805B444,116,369,26,10,69,1.36,Pct,8,0.2
EE20DCC0-7B70-77E4-B155-1A71F2A8A3E0,105,1210,92,14,37,4.98,Pct,19,0
3818D48B-01AE-F315-1F50-322A7B78AB1A,78,1151,9,2,89,2.92,Amt,1,0.05
9001722F-A7A4-3D1A-6F9E-94F7A993CF35,94,452,57,10,100,1,Amt,8,0.05
F85AC531-495F-0882-9569-90A804DBC789,38,1107,66,1,96,3.11,Amt,0,0.175
0A404526-034E-6CE9-657D-F1B46E04B192,36,971,23,9,45,3.21,Pct,10,0.2
AD4A7056-2F46-1FAC-4A14-95F0919FEDC4,126,147,82,4,14,4.51,Amt,18,0.05
6D27BE98-CC0D-B29D-D133-5C5B5637E7E9,15,926,32,6,1,3.47,Pct,8,0.05
F8DA20D0-5A2D-AC84-CF88-886193C0DEBA,125,586,64,2,98,3.12,Pct,2,0.05
6E0E32CB-C949-D0D6-FB8B-C9089A4306A9,86,509,57,16,86,1.78,Amt,8,0.05
7204C4E5-1B40-8776-A86C-552A40305729,182,473,100,16,57,4.58,Pct,14,0.175
6982BD69-7808-A3A1-1EA1-DE17EFB9BEB1,290,615,18,17,96,2.2,Pct,3,0.175
9AEA8A2B-856C-4039-BBD1-3457DCC934BB,109,975,28,17,71,1.42,Pct,4,0
A98A073B-AD28-D082-5AA8-1F9352083BFD,30,59,61,18,42,3.19,Pct,0,0.175
2AC40E54-8E0C-5C81-5D1E-86A1C33BEB73,87,1063,58,8,66,1.44,Pct,0,0.2
C0AEDDE4-B473-A2FF-02E7-D4B7A3317A29,27,17,48,19,66,2.74,Amt,15,0
F9EEDABA-1DA9-7692-CFB1-9C4F39171F11,281,1060,90,18,63,2.85,Pct,18,0.2
1AF77CFE-2A66-FF1A-A8A7-3F559B066D8B,118,1021,36,18,64,3,Amt,16,0.2
17C15804-7EA2-75F0-34F8-4802C83B984B,102,890,51,11,59,4.76,Amt,8,0.175
5ABE048F-3F26-A1FE-A681-181523D1C339,182,358,15,5,2,1.71,Pct,0,0.075
7F35B7B0-C4AC-DD90-A6BC-DAEA4F49C2EE,253,1253,38,12,46,3.12,Amt,8,0.075
AFFDCDCB-3765-7EBC-537A-2E182392D813,190,1050,53,3,76,4.07,Pct,11,0
6FA7B813-160F-F72B-C615-0E780C9094EE,243,761,58,17,78,3.67,Amt,1,0.075
9498DF9E-4EF1-CB85-F4F1-6C93FAB3D98C,207,862,77,2,77,3.82,Pct,9,0.175
669B517B-3638-F4DC-04AE-03D400121D1D,282,235,63,13,39,1.1,Pct,19,0.175
B756CFD7-3AED-644F-9EA8-94F1A303D0B9,7,1089,1,10,1,4.7,Amt,6,0.175
33BAB9EC-1F5A-8F12-C7B1-F668DEDFF11F,242,1356,86,6,4,3.66,Amt,20,0.175
E33F7309-B265-4907-8E36-D0279275ACA3,300,1508,63,3,45,1.62,Amt,3,0.05
1BFE3B30-DF3B-8CEA-81FC-16F2E77D63FF,30,1091,17,11,28,1.68,Amt,20,0.075
B3977DD5-B795-6232-1E59-C0F5CC872120,53,356,86,12,8,2.91,Amt,5,0.05
65A82C21-36E0-64B2-B906-134F08B2B04B,250,1103,94,12,30,3.05,Amt,17,0
3D449036-7985-1D5B-4D55-1C281D0CD04B,213,686,54,7,18,3.5,Pct,20,0.05
1113966B-F361-CCD2-A848-2E8BCCD231AC,251,937,43,8,92,4.43,Pct,5,0.175
E478B171-DBC5-D3DA-60A7-F228FC58E691,18,1277,14,8,44,2.9,Amt,6,0.175
54F898B4-49D8-F713-11C5-B91B3CAE7158,216,763,43,2,60,1.74,Pct,10,0.05
47E70596-2458-1550-D549-C059500095D0,124,1525,49,2,50,1.64,Amt,18,0.2
7E9E4D22-232D-9357-E67D-9F8EC64CE778,298,926,35,17,37,4.2,Pct,19,0.175
E80535E8-DA33-A687-D645-3BBBAA763470,101,208,7,2,71,3.84,Amt,6,0
EF8C44BF-4DF1-49C2-25C0-9CBAAE477E18,246,881,22,1,76,2.98,Amt,17,0.2
48C1D6F9-3B98-E325-A684-C2B5560B6F14,281,1518,38,13,76,1.27,Pct,20,0.05
E07F2324-85E3-0BCD-32DE-8CBEADC74CF3,236,988,33,19,13,3.67,Pct,9,0.075
21BC91EF-5403-840C-7533-8D41E8B9A427,260,527,4,6,73,2.57,Amt,6,0.175
F7D3A1EB-4370-B373-CC69-BE302821213A,65,1031,83,15,1,4.36,Amt,13,0
7C64B76E-C4E2-B789-DA8B-FA94F75C3E81,75,356,91,4,32,4.56,Pct,7,0
0AAC94E9-EF9C-A583-5946-D21BFCE2BDFE,2,1350,78,6,29,3.87,Amt,19,0
4F3B701D-BED0-FD24-B967-AB67B115DC73,167,1293,70,12,37,3.4,Amt,13,0
286AD107-D49D-CC8A-1CDA-C87456C0476B,209,581,58,12,70,3.02,Pct,15,0.2
F6A68F35-237D-B445-0425-BFCA7F723883,156,837,68,6,37,2.06,Pct,20,0.05
E024BD8B-B4D1-10C8-84BE-765E879271C5,22,1134,74,6,15,1.98,Pct,13,0
04B87E9F-41B1-A04D-0D92-8F32EB2BE0EC,67,340,52,15,76,4.83,Amt,9,0
6994DAFE-E287-2F18-CDB1-4A54B15413A5,88,1087,41,10,13,1,Pct,7,0.175
212AD915-6865-B069-2581-355C1C434FF0,1,594,84,5,65,2.06,Amt,12,0.2
199C18ED-EA31-25F4-7B05-77FA220F766D,271,57,45,20,25,2.15,Amt,11,0.175
04FFD0AC-EC87-DDE4-67EC-64DEF4730BEE,125,1353,92,11,92,1.08,Amt,19,0.175
736509D9-E856-7769-3CDE-05B315B16B6C,300,154,97,11,19,4.69,Pct,1,0.075
FF03619A-6CF1-BA40-6F54-38116A272699,66,579,66,16,76,1.41,Pct,3,0.175
592574D3-738A-CB28-8D4A-C5EDD01F12C3,105,633,9,9,3,2.39,Pct,9,0.05
8FEEDCC8-36FF-ED92-1A0C-26683F4DAB0D,119,616,24,19,69,2.63,Amt,20,0.2
BF0B5C03-D52E-4735-90AD-D9FCF991532A,236,1532,37,7,7,2.34,Amt,16,0
5438AD8B-F0C6-A1D5-A6FF-C83A517747DB,156,258,30,19,81,3.98,Pct,20,0.2
D6CAC30B-DECE-4F06-7337-0D88CC58567C,127,1347,64,17,53,4.78,Amt,14,0.075
382025DB-3EE3-2C7F-C736-651FD7C2D055,216,1196,85,19,92,3.9,Pct,16,0.175
CC8463B6-17D6-1E16-806E-74741917ADFD,245,198,55,15,10,4.55,Amt,17,0.2
933AAD7A-CE1F-3A4D-65D7-AD51B908F9B0,159,1047,36,6,56,2.43,Pct,1,0.05
5F19C9BC-C7F4-2DA5-F9A2-A4BD4940D84D,248,279,40,1,49,2.58,Pct,5,0.075
38C774A8-416B-F23F-A1B9-366B7A83DCFC,191,463,2,15,64,4.38,Pct,0,0
032A014E-E048-AFA9-F096-45C77D085B5E,175,1528,70,5,12,1.65,Pct,13,0.075
362EC7B1-7731-4681-0E73-6F144D948833,259,1411,71,6,44,2.39,Pct,8,0.2
81A8626F-4AE3-DFC5-F10C-106496DDC5E3,87,1260,66,19,87,4.45,Amt,20,0.05
947EC9B6-B763-4E9E-236C-23FB6E78263F,93,1269,33,10,34,1.5,Pct,0,0.05
DEE4EB1E-7175-87B0-9454-F658F4EECBA9,188,375,46,19,76,4.73,Pct,2,0.05
01969BFD-2141-E7E9-A936-F14EEFD8101A,30,1416,30,15,16,4.1,Pct,9,0.2
9E242FBE-1E5E-1FA5-3792-232F8C1E2F11,228,9,35,5,85,4.41,Pct,15,0.05
7C3C08AC-1657-0135-BFBA-565F48926DAD,173,500,94,3,69,3.53,Amt,20,0.2
0148C88A-548A-16EC-204E-7458898006A8,102,1120,85,12,9,4.18,Amt,12,0.2
229F48A6-F150-A034-6186-658239AD0E8E,208,910,95,1,21,2.57,Pct,16,0.175
B3A7C23C-0468-FC34-F07A-A2ED3C16FB56,128,68,3,1,55,1.16,Amt,15,0.075
822BA340-C922-AB8C-B506-B794E6D20F29,265,1387,93,18,73,3.36,Amt,7,0
A4502781-0A92-E5F1-A0CA-C874D0B8F648,191,525,73,1,31,1.68,Pct,4,0.175
FA565D65-7BEC-06A9-475F-D888DF59FF9F,8,643,91,15,96,2.23,Amt,20,0.2
D7F4E3DE-1DD0-9940-820F-DACC2D0574C4,197,816,19,5,62,2.57,Pct,15,0.175
07DD1B14-9427-92AD-9A87-33E36C09075B,81,207,4,17,17,1.28,Amt,5,0.075
C56CA0D6-ADF2-BEDF-93F7-57855EE8F81E,33,299,33,4,84,2.55,Pct,8,0.2
3FD14848-5B3C-4C12-F9A0-D165976A30AA,264,1147,64,7,18,3.15,Pct,8,0.075
2A3F2B89-6810-C08B-1DC9-EF3AAC29F438,127,214,82,19,14,2.04,Pct,4,0.075
8FB0BE40-B653-4D5C-222E-494C04E113BA,100,1274,3,15,22,4.33,Amt,20,0.175
8691EC6E-9BEA-30A6-3AE7-37E378142747,121,565,4,15,47,1.59,Pct,2,0.075
73041BDE-2160-161B-4AB7-B4DEB6E3C173,94,470,73,12,31,2.72,Amt,11,0.075
585FF537-8D89-39C2-6098-E01547556D70,44,506,96,10,18,3.65,Pct,3,0
2E697B83-D88B-93F7-18CF-EC178B9F6D93,82,1111,7,9,44,3.32,Amt,4,0.2
52F96418-9D2C-613F-081B-0EEADB5E2CEF,179,588,22,2,5,3.43,Amt,17,0.2
FD04474F-3A1E-E447-77F8-12B5581C2104,160,1165,36,11,23,1.49,Pct,9,0.075
16CE8943-7C92-B9AA-ECA6-BC8B56D27ED2,64,549,10,17,74,2.32,Pct,9,0.075
A4FA144A-D25B-382E-5E28-D488FDB2BDA8,156,1456,67,4,70,2.08,Pct,15,0.05
C3334DC3-D1F7-3943-C16F-3074285432C5,33,1469,58,17,46,1.28,Amt,18,0.2
AF9441DB-2146-2672-D609-174B8863781E,130,1334,41,1,58,1.79,Pct,2,0.075
91959D24-23E2-C8AC-DFDD-D76E949BB162,210,1467,68,8,41,1.81,Pct,3,0.2
C8D6CA2F-AEB0-E9B7-6A2B-9FFB0AC68EF8,280,1058,65,12,94,4.77,Pct,17,0.2
A6060EBD-3565-B38B-07B2-8CEB578FAD1F,128,1515,45,5,38,2.74,Pct,1,0.075
1111F849-CAD0-4CD0-A7CE-E58442C5B1B2,156,53,82,17,10,2.02,Amt,14,0
5E611AD1-FBD0-68C1-4304-5DFCE5BFE7E4,299,1545,56,1,1,1.73,Pct,0,0.05
0A9184D0-D5A5-9966-EBEB-0FE3822B831A,82,1137,36,9,55,4.21,Amt,9,0.2
C4E4B04D-0F76-DA69-5EBD-C954D7D3F230,73,1404,84,12,9,3.63,Amt,6,0.05
8665526E-4BBF-510A-4739-F7749DD55673,248,932,15,16,22,3.28,Pct,5,0
73209D71-D2EB-9D76-EE54-5A1750C1E4F4,128,542,53,1,76,2.08,Amt,1,0.2
4134CA06-A6A8-7FE3-C4E3-A9CB3AFA091E,15,339,60,5,68,4.42,Pct,10,0.2
D68D1892-D1F6-6DE7-7C5B-C29790E80FBA,46,791,30,4,45,1.57,Amt,0,0.2
072CBFA8-FDCF-C25B-BC74-D54B04C1758B,110,967,36,12,30,1.32,Amt,17,0.175
1092AF96-55D4-34A7-D812-69D1D3ED2449,15,1125,51,1,12,2.86,Amt,18,0.05
0F18025B-52C4-73E8-EEC6-A010B0BC49B2,224,16,50,8,53,3.4,Amt,6,0
F010129C-9844-5CAD-2672-4F943AA4B2C0,86,709,11,7,57,1.33,Amt,12,0.175
7CE5A144-8FCD-13FB-70B5-4C698655CE84,145,1311,48,5,43,4.2,Amt,15,0.05
7CE2EAB1-C5FE-12FF-3BA3-C984DBA756D0,190,52,47,6,5,2.68,Pct,6,0.2
B56A331D-53CD-1E48-0DE5-D99D139DFECC,268,299,75,2,82,4.47,Amt,2,0
9A01EE7F-89C1-8026-57EF-01722C29B69E,282,1398,10,7,56,4.11,Pct,9,0.175
B32A9C77-47BB-05F0-5628-80E4C4838A88,128,1354,16,15,39,2.22,Pct,3,0.05
18D056EE-1491-6918-D941-83400BD9274C,97,399,85,10,14,2.33,Amt,1,0.175
7E4D2B8F-6BC3-1503-9F7B-7708BC82FBEC,252,46,17,16,49,1.01,Amt,19,0.2
76591A44-0065-DAAB-227A-1959CD210634,240,507,15,9,51,4.05,Pct,20,0.05
FCE67526-C1E6-DC2E-C0D3-BDD9F2B52329,42,1239,11,9,55,2.58,Amt,5,0.2
E0D7CDDA-B968-5407-B905-296FA5CED0D7,85,81,45,17,75,1.99,Pct,13,0.075
B809B3C2-3CBF-DAB9-4A55-775E79A5BBA3,217,427,99,5,55,4.41,Pct,3,0.175
EC097B86-2574-5108-2808-51792548D766,265,679,30,9,27,2.72,Pct,12,0.05
77D07B52-2653-8A85-7B94-E3DD66D2EBDD,92,5,18,1,11,1.34,Pct,11,0.2
4B4458D5-4831-28A1-1B05-B3D0042E3552,268,539,76,12,40,3.47,Amt,18,0.175
F8E6E7AE-7C38-04BE-0F5D-329DBD9EEF88,160,943,97,18,51,3.55,Pct,18,0.2
