INVOICE_LINE_ID,INVOICE_LINE_QUANTITY,ASSIGNED_USER_TK,BILLING_ACCOUNT_TK,INVOICE_LINE_DISCOUNT_VALUE,INVOICE_LINE_DISCOUNT_TYPE,PRODUCT_TK,INVOICE_LINE_LIST_PRICE_AMOUNT,INVOICE_TK
FD5133DD-8D26-6E96-D278-037D539586F1,62,8,52,2,Pct,59,1.45,18
40980A9E-424C-3BCF-0310-312C860DD0F2,54,11,36,6,Amt,674,2.97,69
D2DFB60C-BC1D-AA70-8AD6-FC669EFE3470,92,11,17,12,Pct,1459,1.81,209
1D91292F-A1B4-B0F3-FD33-EE43A49F248F,9,17,62,5,Amt,873,1.76,47
B3C0E02C-BBDE-2D7B-3F46-2AC937686E82,47,2,60,15,Pct,560,1.53,199
81BAE34F-C7ED-DA7C-8344-B59EA2322FDD,9,5,26,18,Pct,19,3.37,221
BE0C49DE-1A46-78AF-5DF8-4385D1E8B090,71,6,50,3,Amt,426,2.46,293
B6620434-4552-FBCF-D490-198D4A1310D7,12,7,49,0,Pct,435,1.93,207
3A2D9CDF-53D1-D32D-5187-86CAFE3309D4,64,18,56,4,Pct,21,2.96,26
CD662E85-7373-9A34-4DA1-A97AF9016941,70,13,77,15,Amt,607,4.21,150
1C33ED17-F0DA-742B-BD1F-FA84728B3687,84,4,34,15,Pct,1211,4.17,214
0AD35E1D-AEB3-C05A-C918-5F1548CDAC76,44,16,73,2,Pct,1138,4.18,118
338D9091-870D-EE90-082D-963BE0400C45,1,7,88,16,Amt,731,1.43,173
096DE136-FF18-384B-616A-208518DCF707,70,16,9,0,Amt,191,2.17,87
A8395EF8-CC1A-282D-3A61-24B4E622D23A,55,16,1,1,Pct,794,4.60,279
51A5B793-BBF5-2B27-3B41-7FB9A25CAAAB,53,17,31,2,Pct,957,2.77,122
5BA81FBE-9270-354E-0FD6-E07F77F50AE1,38,13,21,8,Pct,1026,4.45,3
9EC510F7-2CBF-636B-5DC0-4031FEECAE39,94,8,76,2,Pct,828,1.92,121
391BD9B6-3B9C-2BEB-831F-19380BE8C5D0,73,8,76,17,Amt,898,4.62,202
31758985-AC25-941B-70CA-D7203961CD3E,98,2,35,17,Amt,566,3.52,21
4F39D3B3-460E-175E-1089-67CB8E8AA384,81,7,50,1,Amt,139,1.70,259
E96F7A59-C8FA-5C34-C74A-F82579701C4F,25,11,67,14,Pct,1498,1.80,258
A5AE3104-F913-86EA-8C69-43AA8120DF6B,2,12,78,19,Pct,455,4.42,286
F0BDD7C2-1563-3893-FC83-671789D8242C,93,6,38,6,Amt,248,2.55,229
2B67D1B3-7137-ADAF-C107-0FD37EA09937,65,8,41,19,Pct,885,2.25,206
2CDD714B-1260-877A-71C6-7F61A92EF44A,46,7,54,0,Amt,1044,2.45,18
E16A0FA1-A0B4-B234-4E4C-27EC160BB583,64,8,98,6,Amt,1445,3.40,122
EF7A448E-4D6B-D8D1-EC65-114FF31391BA,98,9,19,15,Amt,47,2.67,145
D7CC83F1-5C82-BEFD-30F5-87DE169FF701,88,6,41,13,Amt,952,0.99,183
D49A4F58-6008-58DA-BA8E-3D2D94B4649A,51,8,70,14,Amt,1233,4.49,107
AE618A56-E896-9C38-3983-66D5C48B323D,35,15,86,17,Pct,1019,3.04,186
C5B23FFF-8761-32D7-54A0-30F009642B74,68,17,39,16,Pct,400,1.45,124
AD5AF4B2-D23B-E11F-10DE-2EEAF5D8F079,36,16,17,19,Amt,1038,2.42,228
8214652C-A80E-EA65-8D07-8CB9ABB24690,36,13,22,9,Pct,667,4.78,185
5546B205-D7E1-EFA1-913D-4B12561C4A13,22,11,93,6,Amt,1444,4.94,193
37641278-F2AD-3855-45AF-52713721DF45,86,2,92,12,Pct,469,1.33,202
98FECB79-392F-507D-9761-F308A91AD107,64,9,51,14,Pct,721,2.04,235
13618A92-20F2-6E31-20FD-FCB9B34206FD,89,18,3,0,Amt,237,3.39,129
EF8B47B6-62D4-6469-4561-F43997408617,82,10,22,7,Pct,783,1.16,104
2CCA563A-D393-9BCC-AFAC-A0625EF83A69,21,8,38,5,Pct,1032,3.16,59
63BD29C3-3C52-9D2C-265B-CB6906793EB8,87,5,44,11,Pct,1432,1.50,42
51B6773C-B95D-6E6E-C366-FA33292E3F6B,75,18,47,5,Amt,375,4.56,223
8DD7D6B9-F9A0-6BDF-4FF6-21FE8598D5AC,95,18,99,14,Amt,230,4.62,133
0BBA22AB-1AF8-C4EF-1544-1CB110716081,80,8,84,2,Pct,360,3.70,85
0D472184-9DEC-69BA-BD92-5790298D5AE3,19,17,20,18,Pct,1084,2.16,93
684B5BAE-42D6-1CF7-F1E0-5F055144F390,97,14,50,1,Amt,1407,3.80,95
C72AF52B-B801-6624-6E79-709A7847028C,62,6,38,17,Amt,505,1.25,96
252298FD-2A4C-AE1B-9CAD-0D5BE83F13C0,85,9,60,4,Amt,795,3.87,251
3F9875D3-AAD4-52C0-B15D-ABA741411CBB,93,18,89,18,Amt,135,1.48,20
44AA6C4B-9670-FC70-06BC-663830621196,28,19,24,7,Amt,989,3.36,297
EF68407E-17D5-4FDE-96C2-44F97B104CCA,83,11,43,0,Pct,843,3.48,253
E9A5511E-FFAF-2CED-1787-50ADD425DE45,17,2,6,8,Amt,562,2.68,196
7C732E3B-D054-71AB-A076-D0ACA5DD84F6,9,17,79,0,Amt,258,2.09,142
9C7D2BD8-1D0B-3C65-BD50-6D8A150A7D57,5,12,87,5,Amt,867,2.40,181
59FCCBD2-9048-DB0D-31DE-E1E57D135A52,39,8,40,5,Pct,1403,2.00,51
32569550-5785-9CC0-6B62-D3E5149DFA45,77,6,33,2,Pct,852,3.58,63
56DDEFFE-02F4-0D7D-693B-A0C85D77BB45,90,10,54,12,Pct,465,2.96,213
DA3EBDA6-5B6E-1AD9-C92F-310101F239ED,54,1,65,5,Pct,657,3.36,94
D815880C-636C-4A73-199E-CCB2C9D73D97,70,18,31,8,Amt,550,1.28,68
F7516B0F-71BE-D261-4213-18A7853B11E7,33,17,88,14,Pct,31,1.65,219
5D12A51C-11F3-86B6-52B9-66FF149BD3C7,6,18,23,13,Amt,297,4.06,81
6B407AA5-11CB-AF9F-577A-72A5E4CBED64,85,4,64,3,Amt,436,2.29,160
42E0B6E3-2E1D-BC34-C973-68259AF351B0,55,20,50,5,Pct,1350,4.28,8
38927E6A-E02F-01E1-287F-3340EE4D5489,2,8,97,15,Pct,638,2.58,92
D804BB24-2E94-CA52-3324-C50B019C62B9,15,17,22,2,Pct,325,2.86,170
BD8735E9-0CDE-C52A-5951-DB2D08A3B49A,88,2,51,13,Pct,908,1.90,128
C226E7A4-B584-22E9-9227-B52ADC1BC9D8,61,1,25,16,Amt,1277,2.86,96
532C61E2-C122-6E22-7636-458D75733B99,77,9,79,13,Pct,728,2.97,46
D63C73CF-4DE8-FF6E-F8A2-F37B521270A9,92,12,19,3,Amt,1056,3.49,271
80B43CE9-26EB-D21A-B67F-6815385AC56C,60,14,28,12,Amt,2,1.73,76
40BE6ADF-7CEE-3DDC-1C03-B970A988339C,52,19,30,0,Amt,1335,4.83,29
FB8EAF80-EC43-0650-D4CD-2151C490AB14,29,17,68,9,Pct,1023,2.78,252
CC3ED0CA-63FB-0287-6074-F5927700335B,34,20,96,0,Amt,829,3.80,200
FE69F8D5-20F3-CBD0-A616-43D4CBC980C8,16,16,70,15,Amt,1232,4.84,126
0377B59F-E056-F842-45CB-4D9CE2ECC059,68,9,63,11,Amt,1256,2.71,263
7762D077-7686-CF6B-F40E-54BEDE9431A2,86,14,5,5,Amt,681,2.62,269
46A269E0-D049-21D6-817C-5DEC4954E246,67,3,38,1,Pct,94,2.97,87
C2280BDA-1643-023A-392E-CCCB8372899F,25,1,20,5,Pct,871,3.21,238
7CF7C80F-F021-BDCC-A5EB-6CF76CF01A4F,72,20,81,16,Pct,1039,4.83,43
01339DF8-2206-ABD3-8011-B7B48CB6C5EE,16,10,24,11,Pct,1364,4.97,272
878B5D17-0E3F-7D53-791E-FBEBA0ECE4B1,79,2,39,15,Amt,1175,1.57,283
36B06C97-2C3D-9D0D-A1CE-98656431F979,56,19,32,18,Amt,1098,4.31,147
7821A886-5807-CC86-0A2A-EA4E0179DA47,47,10,23,8,Amt,1165,4.83,170
05965E5A-FAA7-0B99-5CE2-49E071708952,86,10,67,9,Amt,1241,1.38,45
6692B030-BE5E-5840-80DA-758726C1CC05,70,1,93,3,Pct,1461,1.66,262
AF9DC080-5968-BBE5-942C-C89B345E365C,68,13,72,4,Pct,1235,4.31,120
35B5EB8E-A208-9406-9D7E-7317E8E01BE1,54,1,80,11,Amt,199,3.30,41
F79B63B4-6F3F-D4F8-085B-EF59C419EB97,57,1,56,0,Amt,253,1.22,138
8497D7EA-BD99-D8C3-48D3-F70DD6508AD1,63,6,98,12,Pct,1014,4.88,195
CA946338-6215-63FC-D9FB-933A1A6A890C,91,4,38,4,Amt,827,1.24,81
930EF15E-1587-1EB7-85E4-4F7458EDE62E,65,9,8,20,Amt,1070,3.87,77
684710B9-C85E-4AB0-F118-29623456E0FC,85,10,43,9,Amt,373,3.11,44
9A16E189-BEEA-3066-0CCD-B8C09319B20D,93,3,34,15,Pct,65,2.16,257
6828F32A-84B7-4B7E-77C5-1BAAED13C0DB,63,12,34,5,Pct,753,1.33,244
B9FB2A6E-934D-5090-EA54-E06A2FC6277D,13,4,51,0,Pct,1293,2.11,146
2EEB05AA-1639-4663-7863-E6FD322FF975,83,18,42,4,Amt,1083,1.00,221
F585C938-D497-1C4D-630E-A56692290A59,6,7,12,4,Pct,577,1.17,17
BE6B0C89-0CF3-4A59-A2CC-D20397ED4389,79,18,21,6,Amt,1213,2.42,65
A0CBA67D-D983-E532-EBEA-735D372B1AB5,16,2,96,0,Amt,273,3.47,229
FDC5B254-FA53-CD6D-BFE8-72C8CB81687C,47,7,92,14,Amt,193,4.03,284
35A51726-CF4C-5C03-440F-4E75AAD3CC4E,1,12,82,5,Amt,977,4.95,223
7B683018-C8FA-50DE-8474-0E971131394A,40,7,46,8,Amt,1504,3.03,153
0970DB5D-EBCB-FB7C-C634-E2980ACD7BC1,95,1,24,4,Amt,1214,2.01,261
510485FD-838B-3B13-396A-B1D9A4779C6C,19,7,72,16,Pct,497,1.48,38
CBCD5610-9DF8-E64F-E32E-74B6AE740AA5,94,3,6,5,Pct,351,1.87,34
6F641150-A3FA-0C82-31FD-BE38AAC2495E,78,19,10,9,Amt,1546,3.23,6
00783E7E-7E42-C648-C23E-18F423BF00FD,74,8,95,19,Pct,476,4.36,254
4CE1547B-6FED-0DB3-62E0-E9695E91F05E,83,18,86,3,Amt,658,3.02,53
88F96752-1463-F273-311C-3AF90F876A29,90,4,9,5,Amt,1338,1.08,137
A6031D84-3CA5-BFCF-25AF-F0F37E2E68B0,13,15,73,19,Amt,373,4.15,239
FA461B71-9D44-D9AC-AC77-26F408250BC5,58,5,9,17,Amt,1179,1.28,225
4F050D1F-12E1-21D5-2D61-005590BDF73A,6,18,85,14,Amt,118,3.30,20
5B42F11F-0421-7350-FA65-125F9264A8F5,42,10,98,2,Amt,1449,2.41,91
7AF92828-EB8C-8714-88A3-C6208B7CAFA9,82,10,89,15,Pct,1095,1.68,198
31DB867C-F0E5-D7CD-2ACE-0CD651BCC043,41,11,40,18,Pct,17,2.61,42
F45E6F03-CA9B-AA90-7F0F-7DEB284882E8,31,7,53,10,Pct,855,4.24,275
1A564076-1CF7-9456-ACF5-7C8D3A3993E6,76,3,61,0,Pct,653,2.82,53
DCDC319E-3EEC-81D9-BB13-D4A7E50C9F52,3,9,21,1,Amt,859,2.52,63
7EC7FF53-DA78-C0D8-75E1-116B70C6B974,49,20,76,13,Amt,661,2.42,141
460405D3-044A-3602-6783-34DE3516FD4F,79,6,94,16,Amt,934,3.36,5
BC7E27CC-3041-C4C7-FB30-8DEEC5C254D1,66,18,89,20,Amt,873,2.62,275
AA416D13-C2C8-6FCD-E31E-8D8280F828C3,36,1,53,2,Amt,620,1.77,230
4CFC89E1-C51C-897B-CCE0-2CBD558C7459,55,10,97,20,Amt,939,3.43,188
7366D276-EDDF-4E4B-08D1-71E8521B313F,14,17,13,4,Pct,344,1.02,26
DE1590FF-F421-C88B-C1B5-314AEDC55003,68,5,36,11,Amt,1223,2.37,119
4F589302-0EDE-DC8E-2BC3-60684DCA2955,11,6,59,5,Amt,1360,4.66,94
29CC0555-B98D-2637-E885-A08AB03A6696,13,15,1,1,Amt,268,3.44,151
5AA05287-6E1B-E5AE-7938-47CA3B791531,72,5,76,3,Amt,718,3.02,43
21B1A536-89BA-902F-379D-8938F5935851,42,3,70,18,Amt,597,2.50,77
765B8D7A-CBD2-D8D0-5901-BB662064B07F,5,6,9,13,Amt,684,2.07,55
DBD852F3-D903-E814-B51B-F0471121A209,75,19,44,7,Amt,353,2.06,170
3B689743-FC6B-46AC-557A-8EBC272B8582,47,5,72,18,Amt,385,4.82,287
2FC1E542-8AC7-3001-751F-FFA581CCD9AE,10,12,30,14,Pct,734,1.29,12
210B1EEC-58E8-9339-9EBF-825698E278C2,59,4,65,17,Amt,1529,1.14,294
F535EA6D-329C-7FAD-82E6-4E88B2D0FC99,19,6,40,8,Pct,146,2.59,7
C8EC67C5-D933-61D3-F179-02C48EC1DE1F,44,2,94,20,Amt,49,4.69,192
3138D071-E634-3A03-5827-23D386C302D2,91,16,52,19,Pct,961,4.35,17
9D2810FE-2CED-D511-9A46-3640F5517EEB,88,17,13,18,Pct,1352,4.67,106
FECD3883-3A34-848A-59C8-FBE3E8E4BC62,36,4,47,7,Pct,599,1.06,117
59B3B3BA-90B3-5DED-D7B5-574310313BFC,38,13,88,14,Pct,6,4.38,73
A4E2A357-635C-D04B-A8D4-60A44F628ED5,99,6,50,14,Pct,858,3.98,156
6CA3F2BE-D9BC-197C-FF00-C23D9B438AFF,9,13,76,13,Amt,1067,1.60,238
A6714379-A61D-9EF5-976E-A7585C4FEE1C,96,16,39,7,Amt,1315,1.79,276
7262B03F-37D4-545B-1594-8D0345AC8091,91,20,26,2,Amt,912,1.36,274
FFACBB3E-CEA6-C763-F161-5FC5A6E52346,88,20,98,11,Pct,344,4.80,98
F9ACFB31-4242-9F42-036E-F972023FD916,10,8,19,1,Amt,999,4.08,41
71B0FFF1-87BF-AF24-81EC-DE6AA769A7E7,13,18,62,10,Amt,153,3.47,232
398DCE45-BDBA-7652-0120-4DB983C83503,77,3,67,19,Amt,1533,4.98,10
A882C205-E7DA-B4AA-6171-10AAA15E0E28,82,13,33,3,Amt,1256,4.40,7
1CCB5C57-089D-6EC4-9AB5-98E47155D97D,92,13,77,10,Amt,518,1.66,22
D981D1E0-B1A0-04B3-3EBB-C6E5CC16022D,72,17,42,11,Pct,1109,2.25,238
F75869FF-29AB-22CD-B717-78AC697567D1,13,12,78,13,Pct,49,3.14,247
FF98076E-AC00-1415-EBA8-AFE7DD9AC2C1,59,9,58,17,Pct,1316,3.87,103
D7DA5383-33A3-DFE6-A464-C2B68E1D36BD,14,6,15,15,Amt,767,1.60,212
6DE3CC35-E8D7-2AF0-D5B5-869FB1A1B3A4,20,12,96,14,Pct,1505,4.38,63
711B52D3-6124-AA72-1EB3-51A15650DA61,31,19,5,11,Pct,1001,3.23,104
86A46E7E-AFF5-4ADD-AD5F-990291829C33,41,6,93,1,Amt,937,1.25,22
0CC164F8-DEC0-C924-AC63-FA0B9F5C2F72,30,1,37,9,Pct,902,3.23,164
5FF9F7A9-11A9-68D0-2562-A4F408BED0A0,3,3,68,3,Pct,1281,1.53,203
808F2CA3-3E33-9CA1-8BFD-5E41422D0E75,77,19,38,8,Amt,665,1.37,150
E2B4EAEB-AE3C-8F23-BC06-7ECF8F4F19DE,49,4,87,8,Amt,900,3.12,37
1C41B7E7-639E-80AC-DFAF-72A1D68C75B1,38,16,95,7,Amt,782,4.07,222
869C6B4F-1492-2BE7-E534-0D06585C4712,9,13,10,17,Pct,790,4.14,275
5FE98BFC-61E8-DDE1-827B-DEDC6974CDCF,45,12,26,19,Pct,1386,4.72,208
A41A9288-C693-7C1E-15F9-BC7AED698211,67,2,31,11,Amt,591,1.12,45
D461C8CC-5164-D329-59DB-53B8B6C0379F,79,10,8,16,Amt,469,3.09,5
C3AD3D82-8BA7-D4E8-5B9D-C319C1490411,99,17,13,19,Amt,1029,2.98,196
510A532C-8B2E-924E-A0C1-4995EC39DDA3,23,1,33,2,Amt,1067,1.06,94
FD264E93-F731-73F5-4C04-A24F67D59A5D,65,17,1,9,Pct,174,4.89,20
CC5C7157-BC1D-C7E6-7C99-471541BCF176,32,12,33,14,Pct,983,4.88,146
DB77F4B2-4A09-2348-5844-3105F6EF470B,61,5,19,5,Amt,1510,1.97,297
B4AA4C16-9FE7-F389-7FCF-E82BDDFD60B8,29,2,62,20,Pct,821,1.95,272
C4B554FE-2DFC-580B-E75F-5E3817A9D9F8,84,15,13,9,Pct,1540,3.30,96
8C96350A-1DF2-593B-13B8-5755A5561531,50,16,95,12,Amt,598,2.09,194
25689A9D-FEEF-8032-5425-C1F768327C56,90,2,3,4,Pct,1288,2.17,88
752217DB-6971-5F24-F0DE-A8FA56FEF857,88,8,20,10,Pct,997,1.22,33
35AEF52E-2345-DCDE-4E69-2CEFC81A2D0C,39,12,63,20,Pct,17,1.19,65
578428D0-5BF3-B825-1C69-6089660C86FD,31,2,50,14,Pct,1539,2.04,262
9D216219-3F83-21DB-837B-7EA009928459,76,9,55,3,Pct,285,2.70,64
8B38BE76-7020-41E0-DF0C-AD872DF7BCCC,45,4,18,5,Pct,325,4.24,48
0C21DF91-715E-D79E-E497-BDE64CAD0CE1,72,2,14,4,Amt,334,2.14,288
81684EDD-5839-3D08-742E-9D1DA6C937DF,57,13,76,4,Amt,1398,1.59,7
AC90F42B-9BBB-0D7C-A308-45855E76B8A3,26,2,1,17,Amt,560,3.04,250
6927A83E-EC06-4CF6-BA37-C969E74B1F1B,60,3,75,14,Pct,736,2.58,22
036EB192-E8D6-46C9-961F-3A9E04774703,15,5,72,20,Amt,1222,3.29,2
10B07010-2F0D-97AD-5B6D-8943C9A59760,77,7,53,0,Amt,906,2.97,60
57816394-EBA2-9B9A-707E-BCE6F35D8A60,44,15,5,1,Pct,1398,1.03,255
F5734F61-2FEE-CFE2-E8F0-C5B50A67C347,80,7,60,3,Pct,384,1.26,267
8C154B41-B1FE-EA77-3060-6C44183F6277,29,6,16,20,Amt,1156,3.39,157
D11688EB-FF3E-4D5F-9A70-DFF5F59C14DF,83,17,31,9,Amt,783,3.25,299
12B7FF95-B8AC-3AD9-8A79-E1108FBDB33D,13,19,41,11,Pct,1128,1.93,164
C12B8EA8-4842-2E03-4D5B-6209A37E4CAD,85,6,39,13,Amt,1336,3.64,53
AE6798B0-FCAB-30E9-0899-11DDE5C82468,23,17,80,1,Pct,55,3.44,285
D4521CF2-1881-7B89-09C7-B269FA2A3C9C,68,16,37,1,Pct,856,1.03,20
7B066CD6-E69F-5E71-7A2D-9F40C5B085A8,32,5,41,2,Amt,802,3.37,75
E9F6271A-1F81-0073-7E8E-2CFB8E654170,51,13,43,6,Pct,811,4.65,140
81CEB286-6F07-776B-13CA-9CC79C5688FA,59,8,44,11,Pct,1075,4.74,175
80DDB5F3-AA35-3961-399F-D803D510C283,46,7,47,16,Pct,284,2.31,262
238FF4D9-BCF6-8044-7283-8EC53BB2294E,70,12,61,3,Amt,1120,1.95,167
CA1E5A51-7415-D02A-15D0-BFDBF26FB9C2,18,9,28,8,Pct,514,4.53,224
6CEADDC0-4D68-B094-877A-A072F13D7782,94,15,71,6,Pct,1332,2.80,248
F4863949-7353-0B7C-2557-B9E5A6259BD3,50,12,55,19,Amt,1013,3.52,51
DDF2DD62-5336-9E5D-D8BA-B794F82C1620,84,11,82,10,Pct,568,4.70,51
2A0B230F-AF36-DB19-F0B5-27A8EAA22DB7,18,6,96,17,Amt,157,1.28,161
A36812DC-9971-5311-3D34-60C8DB693B42,52,7,2,3,Pct,368,3.33,239
92644A79-2F1F-B9EE-91AA-1F05EC3C51A1,41,3,62,9,Pct,643,4.91,93
E96CC46C-A5F2-3CDA-02A5-0CBFED077ABA,35,15,21,14,Amt,1307,2.59,179
D6B2CA14-9984-54AA-3C18-970D69B2D215,5,9,41,12,Amt,365,3.14,256
63A0AA5F-4557-6815-2743-B2C1E8721B61,76,6,8,3,Pct,1310,1.81,116
4AF7C38C-D32C-CA8A-4176-2AF810764A23,49,8,98,0,Pct,825,2.62,111
DB3DA521-AFBC-057B-61BC-E29BC3C6C59B,37,10,32,18,Amt,633,3.83,53
098A0A3F-D2F6-6916-195D-A5E0C7EA763E,13,11,63,9,Pct,1365,3.77,168
6C04EA62-B796-01D6-152A-21D488DA9BCB,52,16,90,3,Amt,921,3.20,284
289469F9-47D2-5987-723B-8ADC81F25C75,56,8,75,6,Pct,841,2.84,152
7660D5A4-4DB9-C5F0-FA64-1A355727BC73,46,1,95,0,Pct,1209,2.74,247
EC3492B8-A2F6-FBA8-201D-0111537E22FF,98,18,74,13,Pct,120,2.12,198
F95602B9-7BAE-F061-1196-46F14519ADEF,77,18,30,17,Pct,17,2.72,18
823E1E1F-3B24-D618-4DCD-BBEB0309F679,3,2,83,6,Amt,1462,4.81,133
F592F3FF-1561-79C0-9935-71CCC54FCFC6,20,14,73,13,Amt,1358,3.32,250
B2FEAA17-7D09-8BDC-207D-CAA53548D477,39,15,7,12,Pct,109,1.52,193
92F8619A-9814-BFDE-DA63-960EA6BED484,89,11,24,17,Pct,123,4.06,14
F4486667-BB59-7BEE-C218-AA8C6CE744DE,11,2,37,2,Amt,886,4.22,252
F8C1F1E3-6AB7-8223-85A3-B336FE2C56BF,35,19,25,2,Amt,1358,3.12,71
84B9D9A6-4BA2-C10D-AB94-CA12139F28DA,85,10,55,0,Amt,673,1.62,232
140EE424-9B62-92EF-EAD2-8E20E4A0FFC6,88,8,51,18,Pct,893,3.08,175
6348BB72-927F-8434-395B-84E639C2C728,79,13,76,2,Pct,1446,4.91,11
E2C22B0B-7D24-60B6-99D4-9F791B2EBB20,74,9,80,20,Amt,1530,3.02,220
086DA004-5BC5-8FC8-012F-80022E70CF78,16,6,27,8,Pct,977,2.66,85
B87002E7-977A-7AE2-3AEF-816AD248475A,40,15,29,10,Amt,440,2.38,288
06F260D0-EE9F-DE39-2CFA-675C9BBDD36A,64,16,77,5,Amt,187,1.78,259
F2BEB2E4-6817-29AB-98DB-3E05013C9086,5,6,20,5,Pct,1005,4.35,30
E5165AFF-5DCD-B5B4-0D49-D91F3895A696,15,10,31,15,Pct,453,2.09,242
EB0CCF35-ACC1-5C18-CFFE-52C5249AB254,87,16,63,8,Amt,1194,4.94,189
0947EA06-373D-8B55-9730-E94FE181B527,43,6,28,10,Amt,417,3.56,206
9B64E8F7-F4FB-C17D-CCA0-6A385B51AFCE,10,4,31,2,Amt,671,1.54,135
2481F34F-C6D6-A573-0D49-51CABCE05A26,48,13,56,3,Amt,232,2.93,228
AFE827AE-7069-4F18-099A-4D2E1C32EDDE,84,3,14,19,Pct,94,1.29,117
61E4DA1D-9CBE-02ED-EFC4-6F5FE696CC77,65,6,4,5,Amt,828,3.19,103
2A30F374-BF9C-0601-33D1-00C37F36B775,27,3,40,4,Amt,1117,3.82,285
D6735974-8FBB-04AE-FA4D-D99A8BD71233,60,13,14,4,Pct,1547,1.12,114
94985F3C-874C-48C9-0167-B0332F23B15D,66,14,34,20,Amt,83,2.68,195
954B8C17-04E5-C68C-2B2D-B6FB2D8A433D,28,20,97,11,Amt,1355,4.46,90
898DAFE1-6602-0149-4522-4EB8C523DA4F,74,18,23,14,Amt,776,1.17,228
484ED0BB-A3FC-0EA8-BD97-67BE6B8B8415,6,1,50,13,Amt,826,3.67,85
1C35DA39-FF19-459A-1B75-6B3D83325526,78,2,26,1,Pct,1300,4.37,209
9333576A-0441-496A-B8EC-06EEEFB115EE,80,10,73,7,Amt,357,4.31,76
B4CC5F28-5C32-ECDA-ED1C-FDABD8D7BF2B,48,10,77,11,Pct,993,1.89,183
0BDCB07E-8B87-5475-EE40-0D72B1C9A3F6,51,4,45,7,Pct,185,4.39,7
13CB0F08-88FE-209F-38F8-47840E6A8311,21,1,62,16,Pct,1198,4.91,171
D9734497-CF6B-72CA-1EA3-7F0B74EF35EF,54,4,62,4,Pct,1209,3.56,60
C9D77348-056A-2AC6-9FF0-4FEF286F2A3F,4,2,48,6,Amt,1546,1.37,180
C43809BB-5F72-7ED0-BC12-1BDC210D271B,99,5,44,0,Pct,1210,1.28,267
DE8FED35-61E0-71B4-BA10-F8C2711F276A,65,14,44,17,Amt,1241,3.17,27
502FD1FB-024D-7A65-A390-F74A879E0097,63,11,56,10,Pct,276,3.65,84
304A7946-00D0-1A43-CECA-C7EA5DEF7D21,6,6,34,16,Amt,1185,3.08,88
51F59E3D-D0E6-A9F2-FA1F-E531F6815213,8,18,99,14,Pct,1174,4.60,8
7E6F0513-F7DF-CD3A-E6AB-83FDCA04CEAC,8,16,86,6,Amt,975,1.42,205
C8AFBE6D-B70E-87BC-07DA-897A5544DF77,47,14,4,1,Amt,572,3.65,92
D09926D1-962A-5EE4-4387-22EA6D2656BB,82,9,81,16,Amt,472,2.41,104
CB01559E-18B4-74B0-C4BD-E9084B85A118,82,16,27,2,Pct,70,4.09,217
FA3E7901-8928-5E40-926F-0F4E84370E3C,17,19,64,10,Pct,819,3.35,279
3505518C-3DF8-B0F2-A09E-634D7F750FB3,85,7,75,6,Pct,1066,1.15,267
A29197FF-941F-60C9-B54F-86D568F1A39D,11,5,49,4,Amt,106,4.18,292
18E81904-D84D-2A1B-A1ED-6AF43B9C0CE6,68,5,65,9,Amt,723,4.70,64
BF640764-8D40-7F52-CBC0-5160539F6036,23,16,95,17,Amt,107,1.17,41
8E006AC3-D297-AB5F-7D5C-0849E84C253E,3,10,25,12,Pct,897,2.66,258
BF4C0365-CF2D-EF7A-C23A-D8247907EAF3,20,7,49,5,Amt,807,4.67,77
F87F61D0-120A-9219-120A-FAF212C99CAD,60,12,13,3,Amt,1465,4.24,5
546DBB75-0368-E969-35A7-4CB0F950EAD1,56,1,89,18,Amt,90,1.36,81
A46A23FA-FB74-55F8-D2D2-45492AE12A2E,33,4,91,15,Pct,351,2.70,24
030EE0E6-5084-4C37-758E-BFB115F17AE2,35,20,1,8,Pct,170,1.82,281
47BCA7C6-5B0D-9053-C212-BE5D631D9AFA,19,5,63,9,Amt,1503,3.75,132
6AA965B4-C854-AD66-556A-56A79AFB95B6,41,7,15,7,Pct,1320,4.58,266
C4ED3ADB-7111-A7EE-7661-6C47A0B062A6,95,18,52,1,Amt,1039,4.19,234
8C13726A-8C7C-7870-0B9A-7EE2F23A1AFD,54,8,28,2,Pct,32,2.59,59
A4BCD86D-23FE-E734-CA04-E7F43D4726E3,8,6,7,12,Pct,1399,1.95,123
3E3CA128-A0E8-B573-53B4-E8E9DF9D82C5,74,18,66,15,Amt,586,1.22,2
4892D5C1-C263-93A2-66D5-CABA71360003,76,2,69,18,Pct,1339,1.88,128
115DB9B6-2207-5531-A28E-A41A2CA1DAFC,87,7,89,18,Pct,55,2.77,225
8142E277-F950-9144-F613-F75929A9BDCC,29,10,37,13,Pct,823,1.30,54
DF5A4029-F185-256B-664F-5149E1A6BD20,49,4,13,9,Pct,1490,2.55,207
F7322E36-A3CB-F4D1-ADBF-497B80F0CC14,19,9,32,8,Pct,504,3.18,56
7A597D9E-2394-121A-0716-231B9BA41F8B,93,7,34,9,Pct,1361,1.15,46
EC5E673C-7996-4F7D-94C6-7A5252EA9FD0,65,1,69,1,Pct,284,4.03,82
66365528-C318-7D4C-BFD2-05EF7588BE2C,17,15,17,16,Amt,1344,2.63,85
AD998FE2-3396-3CBF-93D3-9855ED5EF022,22,2,19,6,Pct,726,3.23,92
