INVOICE_LINE_ID,INVOICE_LINE_QUANTITY,ASSIGNED_USER_TK,BILLING_ACCOUNT_TK,INVOICE_LINE_DISCOUNT_VALUE,INVOICE_LINE_DISCOUNT_AMOUNT,INVOICE_LINE_DISCOUNT_TYPE,INVOICE_LINE_VAT_VALUE,PRODUCT_TK,INVOICE_LINE_COST_PRICE_AMOUNT,INVOICE_LINE_LIST_PRICE_AMOUNT,INVOICE_LINE_UNIT_PRICE_AMOUNT,INVOICE_LINE_TOTAL_VAT_AMOUNT,INVOICE_LINE_TOTAL_AMOUNT,INVOICE_LINE_TOTAL_DISCOUNT_AMOUNT,INVOICE_TK,INVOICE_DELETED,INVOICE_DATE_TK,INVOICE_DUE_DATE_TK
887755EA-65BF-F643-23FB-4FDB293BBE25,90.0,18,14,18.0,-0.4,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,135,1.12,2.25,1.84,8.3,166.05,36.45,257,0,-652,-622
01617873-9205-5F2A-3558-C6728F0A9220,91.0,14,86,10.0,-0.39,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,6,1.94,3.87,3.48,0.0,316.95,35.22,143,0,-511,-481
5626FA5A-C13B-24DC-3561-7DA95163DDE9,11.0,16,17,13.0,-0.35,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,260,1.36,2.73,2.38,0.0,26.13,3.9,276,0,-609,-579
8EFB482D-8E6A-3557-1E17-33DD75DF86B0,86.0,13,64,8.0,-0.1,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,100,0.63,1.26,1.16,7.48,99.69,8.67,283,0,-109,-79
06D01340-AB2C-2E0B-0EFF-6F782CD66649,14.0,12,13,4.0,-0.15,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1049,1.86,3.73,3.58,10.03,50.13,2.09,191,0,-144,-114
A450EC68-0EE7-8F83-DF0A-B0FBB080AD58,49.0,20,85,4.0,-0.09,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,506,1.18,2.35,2.26,0.0,110.54,4.61,179,0,-728,-698
695008D2-939F-9527-97D0-88FDB13AFAC1,30.0,6,95,4.0,-0.2,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,1501,2.46,4.91,4.71,24.75,141.41,5.89,15,0,-447,-417
5B50B810-2B80-4449-263C-1E8F08BE66E5,61.0,4,98,18.0,-0.74,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,207,2.06,4.12,3.38,41.22,206.08,45.24,187,0,-490,-460
9D6DFCAD-4C3D-409C-F329-5E2A38983F26,21.0,8,68,13.0,-0.53,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1106,2.04,4.09,3.56,0.0,74.72,11.17,168,0,-245,-215
50886F45-B6B7-8C43-F911-65FACFDE4D1F,21.0,8,34,15.0,-0.61,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,636,2.03,4.06,3.45,12.68,72.47,12.79,129,0,-620,-590
AC3C6A34-C1F4-B790-6E37-D14EFB94D06B,57.0,14,61,12.0,-0.42,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,904,1.77,3.54,3.12,0.0,177.57,24.21,145,0,-407,-377
CFB9A147-4861-9F26-B1F4-E34F4B1947A0,37.0,10,37,5.0,-0.14,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,1251,1.41,2.82,2.68,4.96,99.12,5.22,174,1,-174,-144
FDE1C06A-37DC-FB52-514F-F577887AB689,24.0,6,76,15.0,-0.64,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,1352,2.13,4.26,3.62,4.35,86.9,15.34,78,0,-59,-29
566BADD4-65F3-1488-326A-8645CF39FB0D,34.0,13,69,2.0,-0.08,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,1261,1.98,3.97,3.89,6.61,132.28,2.7,98,0,-329,-299
6F1F8FF3-B5AB-DD10-6525-E5365F745FC5,19.0,8,54,9.0,-0.41,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,573,2.3,4.59,4.18,0.0,79.36,7.85,291,0,-497,-467
93374090-C2C6-A4C3-030C-E3D1045288E9,60.0,20,7,6.0,-0.23,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,1328,1.88,3.77,3.54,15.95,212.63,13.57,186,1,-295,-265
F575325F-76A4-C4BE-0853-AA9C6EB48B08,94.0,15,95,11.0,-0.48,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1504,2.18,4.37,3.89,0.0,365.59,45.19,165,0,-176,-146
753DCBB8-7EB0-46E1-EC9C-C19A37BEC950,13.0,19,80,10.0,-0.3,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,1394,1.51,3.02,2.72,1.77,35.33,3.93,179,0,-728,-698
B5D134B2-E7ED-84DD-41C5-EC4C65283EF9,57.0,4,68,3.0,-0.04,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,81,0.59,1.18,1.14,0.0,65.24,2.02,252,0,-242,-212
223FCC08-65DC-40F2-4552-B4096BD92327,4.0,12,2,16.0,-0.39,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,219,1.22,2.43,2.04,0.61,8.16,1.56,118,0,-305,-275
140B9DF6-A7D6-847B-2F5B-4FB2EF775E0A,41.0,20,25,19.0,-0.62,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,624,1.62,3.24,2.62,5.38,107.6,25.24,138,0,-312,-282
2664B91A-924D-053B-CC0D-EC28A5689C3B,17.0,19,34,17.0,-0.52,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,1108,1.52,3.05,2.53,3.23,43.04,8.81,156,0,-558,-528
0F60F8D0-DE66-7F82-BC7B-08D3A2650FAB,74.0,8,14,18.0,-0.52,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,1116,1.44,2.89,2.37,13.15,175.37,38.49,135,0,-288,-258
EC98BFDB-AEA2-E7A7-F04B-26C2F91FCFEB,61.0,17,18,3.0,-0.12,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,468,2.04,4.09,3.97,18.15,242.01,7.48,102,0,-309,-279
549BE5AD-0479-8100-8B2E-A488361E2878,31.0,12,93,2.0,-0.06,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1210,1.39,2.78,2.72,16.89,84.46,1.72,85,1,-577,-547
969C2043-F64D-C539-D443-56C64A112A43,73.0,13,90,11.0,-0.14,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,77,0.64,1.28,1.14,16.63,83.16,10.28,275,0,-640,-610
3E034724-A407-8247-863D-492C8F7653AA,35.0,12,5,8.0,-0.13,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,884,0.82,1.65,1.52,10.63,53.13,4.62,71,0,-371,-341
EAC15B6E-70A7-26BD-3304-9F3D0012DC81,86.0,10,94,16.0,-0.6,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,1533,1.86,3.73,3.13,20.21,269.46,51.32,109,0,-591,-561
293BE260-5F59-FA07-2D7B-F44A493FD3E0,51.0,2,59,14.0,-0.34,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,683,1.2,2.4,2.06,0.0,105.26,17.14,215,0,-94,-64
17EACB0A-7DF6-0564-42E6-751664883AC0,11.0,11,54,10.0,-0.41,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,484,2.03,4.06,3.65,2.01,40.19,4.47,164,0,-731,-701
F3D4467B-4E0A-8731-C381-0BAB3ADC3F9E,6.0,10,95,3.0,-0.1,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,136,1.63,3.26,3.16,3.79,18.97,0.59,176,0,-356,-326
2799449C-79F7-0D61-529F-9C38C2435D7B,87.0,2,66,12.0,-0.41,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,587,1.72,3.43,3.02,19.7,262.6,35.81,231,0,-580,-550
00FE6FA8-11DD-4049-FE58-1D3D87748CBD,35.0,12,69,7.0,-0.34,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,897,2.44,4.89,4.55,27.85,159.17,11.98,117,0,-342,-312
5A50AC25-8646-E944-1B8E-79B7A5F44ADF,23.0,9,14,3.0,-0.05,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,105,0.8,1.61,1.56,2.69,35.92,1.11,78,0,-59,-29
37FE0248-11CB-6510-5B07-F94A43571556,18.0,18,56,12.0,-0.54,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,1308,2.27,4.54,4.0,12.58,71.91,9.81,246,0,-454,-424
9AF5E10C-6714-372C-E905-706CC47F894C,22.0,8,48,5.0,-0.23,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,1113,2.28,4.56,4.33,4.77,95.3,5.02,230,0,-413,-383
95B95C3D-52B2-E752-AC9E-07CB14E5D912,67.0,7,43,20.0,-0.32,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,951,0.8,1.59,1.27,6.39,85.22,21.31,275,0,-640,-610
B1E8F6F7-C333-1FAE-81DF-90693B163A80,13.0,17,18,15.0,-0.16,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,1166,0.53,1.06,0.9,0.88,11.71,2.07,281,0,-259,-229
E403BFC3-4FC3-50AE-CCDB-19476E86C10F,55.0,10,78,10.0,-0.19,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,1233,0.96,1.92,1.73,16.63,95.04,10.56,127,0,-38,-8
5B71DEB9-1842-7272-BCE1-B4EFD960C0C5,82.0,5,1,16.0,-0.78,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,100,2.43,4.86,4.08,25.11,334.76,63.76,6,0,-646,-616
1AA88933-198D-87B4-5E9D-3E109DF4C8C0,45.0,17,40,4.0,-0.04,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,389,0.52,1.04,1.0,2.25,44.93,1.87,162,1,-90,-60
0157F10A-8B75-BCF3-01CC-0A560AFB5ABB,94.0,16,83,7.0,-0.32,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,89,2.3,4.6,4.28,30.16,402.13,30.27,166,0,-478,-448
7C40EF75-4149-25F5-CFC2-A0A06070E590,78.0,20,19,15.0,-0.29,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,1368,0.98,1.96,1.67,22.74,129.95,22.93,281,0,-259,-229
32AC47FA-62C6-9EB8-188F-E23CFBA87B87,14.0,10,58,7.0,-0.32,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,235,2.31,4.62,4.3,12.03,60.15,4.53,104,0,-140,-110
1E50909B-5A43-F69A-E8A5-9DD8776424C2,54.0,15,27,19.0,-0.6,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,510,1.58,3.15,2.55,24.11,137.78,32.32,245,0,-470,-440
21E6E8A0-1EBB-E4F2-99B0-DD73FA3708CC,46.0,10,36,14.0,-0.46,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,364,1.64,3.27,2.81,6.47,129.36,21.06,270,0,-185,-155
AE5FC6E7-0535-8479-6066-0C62886A3681,73.0,15,74,17.0,-0.63,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,318,1.86,3.71,3.08,44.96,224.79,46.04,45,0,-318,-288
CF5E1FA6-9900-BF1D-0A42-ECBB0ECDB30B,51.0,9,28,4.0,-0.08,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1110,1.02,2.04,1.96,0.0,99.88,4.16,141,0,-261,-231
516CE6CF-7B74-DC82-1872-694988AC0411,94.0,1,83,4.0,-0.08,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,1134,0.95,1.9,1.82,30.0,171.46,7.14,298,0,-252,-222
E7936AC5-B5B9-50F6-503D-AF46FF084386,33.0,20,23,19.0,-0.31,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,6,0.82,1.64,1.33,3.29,43.84,10.28,117,0,-342,-312
CD96C351-A61B-5C8F-028F-1131C5C5DA67,63.0,2,25,15.0,-0.58,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,592,1.94,3.89,3.31,15.62,208.31,36.76,26,0,-610,-580
9D929472-9CC1-ED56-AA7A-327D16E82FE4,38.0,6,82,14.0,-0.34,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,762,1.2,2.41,2.07,5.91,78.76,12.82,121,0,-746,-716
246DCC43-59B1-A5A0-361A-D99D9BAB42AB,97.0,4,71,19.0,-0.22,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1306,0.58,1.17,0.95,18.39,91.93,21.56,262,0,-686,-656
8E878FEC-8C50-83F7-8420-792C60BB280A,77.0,8,88,6.0,-0.2,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1133,1.65,3.3,3.1,47.77,238.85,15.25,133,0,-247,-217
5705519C-7760-E51F-6EED-CA83C63609B4,30.0,19,49,16.0,-0.42,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,108,1.32,2.63,2.21,4.97,66.28,12.62,229,0,-142,-112
49E0BD81-545C-3CEF-37E3-4EEDBDDED49A,64.0,18,53,11.0,-0.16,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,653,0.74,1.47,1.31,6.28,83.73,10.35,256,0,-600,-570
B5B50C1C-3DF3-11DB-06FA-4F5B6A80894C,32.0,8,23,13.0,-0.16,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,44,0.6,1.21,1.05,0.0,33.69,5.03,226,0,-69,-39
5A3486A9-6271-E7E7-7655-87844A1F37E2,88.0,2,39,1.0,-0.01,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,354,0.56,1.13,1.12,7.38,98.45,0.99,212,1,-519,-489
D5A89149-3FC7-0052-F8CA-3F62955E18EC,92.0,18,95,8.0,-0.32,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,96,2.02,4.05,3.73,25.71,342.79,29.81,131,0,-470,-440
9809322D-199D-B2E4-8FCC-C18308E3299D,44.0,7,83,17.0,-0.44,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,51,1.3,2.59,2.15,0.0,94.59,19.37,91,1,-238,-208
2F508D44-C877-5B44-8A25-52B9236E8863,16.0,13,28,15.0,-0.4,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1125,1.34,2.69,2.29,7.32,36.58,6.46,286,0,-79,-49
84F50336-5A84-1CDE-8FE5-4FE667F09E61,48.0,15,15,2.0,-0.03,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,417,0.84,1.69,1.66,5.96,79.5,1.62,256,0,-600,-570
9B22ADF1-CFA4-547E-7BDA-6A2F42CA4A92,51.0,19,25,17.0,-0.25,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1358,0.72,1.45,1.2,0.0,61.38,12.57,104,0,-140,-110
70B3F8B3-36CF-E0FA-B07E-FBF9B21CB4B3,71.0,4,12,11.0,-0.45,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,599,2.04,4.08,3.63,19.34,257.82,31.86,88,0,-625,-595
B27A2AFA-EC9A-3C74-D63B-2E7DCB268760,45.0,16,4,4.0,-0.08,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,642,1.02,2.05,1.97,6.64,88.56,3.69,13,0,-175,-145
2D67B986-92FB-05C0-7430-E5CD709B3AA2,46.0,18,53,15.0,-0.64,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,462,2.14,4.28,3.64,8.37,167.35,29.53,253,0,-697,-667
B6AE790D-6C55-A4D0-3A44-DCF42E0406FE,3.0,11,36,19.0,-0.25,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1241,0.64,1.29,1.04,0.0,3.13,0.74,148,0,-626,-596
A522589D-393C-1DB8-0A9C-836F712426E1,36.0,20,29,19.0,-0.68,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,573,1.79,3.58,2.9,20.88,104.39,24.49,98,0,-329,-299
ED218AA1-9645-329F-A877-F07EEB0CC608,30.0,20,8,8.0,-0.14,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,1475,0.9,1.79,1.65,2.47,49.4,4.3,17,0,-585,-555
6995D419-796F-6B88-C1C5-262C80B67A13,93.0,7,73,4.0,-0.08,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,991,0.94,1.89,1.81,33.75,168.74,7.03,139,0,-170,-140
F71DFA64-D26F-241F-2E5A-0EB863F07234,89.0,12,15,3.0,-0.13,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,222,2.22,4.44,4.31,76.66,383.31,11.85,91,1,-238,-208
031ECCEC-8B72-2302-8026-6C56BD5D1DEE,17.0,11,31,13.0,-0.5,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,557,1.92,3.83,3.33,0.0,56.65,8.46,85,1,-577,-547
9BB93E6E-FDD2-141D-311C-A7DCBF720364,15.0,13,95,13.0,-0.27,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,242,1.02,2.05,1.78,2.01,26.75,4.0,38,0,-659,-629
F47D5839-4195-6A02-FEF4-BA803D292A2B,25.0,16,31,18.0,-0.7,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,288,1.96,3.91,3.21,16.03,80.16,17.6,91,1,-238,-208
76C99C4D-562E-0933-D6C3-20833C680C02,61.0,3,75,3.0,-0.07,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,166,1.23,2.46,2.39,10.92,145.56,4.5,253,0,-697,-667
F83EA258-068A-0A48-04AC-4A3306D22DB5,87.0,3,41,20.0,-0.83,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,455,2.06,4.13,3.3,21.56,287.45,71.86,150,0,-105,-75
949040D6-B106-AE84-8862-DAB24688ED80,100.0,1,76,9.0,-0.24,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1018,1.32,2.63,2.39,47.87,239.33,23.67,86,0,-377,-347
040FB26C-AFFA-322F-0F20-4141BF0BE573,9.0,10,100,9.0,-0.31,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,1516,1.72,3.45,3.14,2.12,28.26,2.79,272,0,-695,-665
268B284A-BB9F-D51A-CD6C-BF917EF1E68F,87.0,17,84,15.0,-0.35,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,661,1.18,2.35,2.0,30.41,173.78,30.67,256,0,-600,-570
1AB06756-4F93-574C-5C1D-2BB819C41040,53.0,16,37,17.0,-0.66,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,255,1.94,3.88,3.22,8.53,170.68,34.96,223,1,-607,-577
AE373B7D-AB3B-545F-36E3-4538376A8500,63.0,13,74,5.0,-0.17,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,1365,1.7,3.39,3.22,15.22,202.89,10.68,221,1,-231,-201
F63FD307-CA9D-E1ED-70DC-C832B65B392A,10.0,15,81,16.0,-0.58,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1043,1.82,3.63,3.05,0.0,30.49,5.81,199,0,-347,-317
7097DCED-814E-0FDF-85CC-9E53AF4B4581,34.0,2,69,9.0,-0.16,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1100,0.88,1.76,1.6,0.0,54.45,5.39,47,1,-514,-484
C90D09B7-0303-1EA3-1159-0A40431115A5,92.0,1,100,12.0,-0.59,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,1141,2.44,4.89,4.3,69.28,395.89,53.99,203,0,-721,-691
C00A062B-C9AA-D966-14D1-44ED79F121FE,14.0,20,88,15.0,-0.21,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,867,0.7,1.41,1.2,3.36,16.78,2.96,66,0,-370,-340
C5DD4E80-25AB-5124-85FE-3B1D695265D7,2.0,7,27,2.0,-0.08,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,382,1.92,3.83,3.75,0.38,7.51,0.15,243,0,-159,-129
E48E88FD-03E3-8985-649A-2A05D04CDB93,73.0,10,85,3.0,-0.09,Pct                                                                                                                                                                                                                                                            ,0.075                                                                                               ,527,1.43,2.86,2.77,15.19,202.52,6.26,72,0,-114,-84
52F91F28-E5B7-8DD9-DD7C-8DED62FAA9DC,35.0,5,62,6.0,-0.13,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1245,1.06,2.13,2.0,14.02,70.08,4.47,74,0,-608,-578
F8642C4B-2146-FF30-D446-950B4AF9C1A9,8.0,10,22,12.0,-0.37,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,211,1.56,3.12,2.75,0.0,21.96,3.0,141,0,-261,-231
40789759-F333-FB4D-4FB8-ED23512526EF,85.0,3,6,14.0,-0.3,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1222,1.07,2.14,1.84,31.29,156.43,25.47,256,0,-600,-570
A16478B1-AA00-8B03-CC94-ECFD7663C2FA,66.0,5,75,17.0,-0.21,Pct                                                                                                                                                                                                                                                            ,0.2                                                                                                 ,1006,0.6,1.21,1.0,13.26,66.28,13.58,20,0,-415,-385
1F9028E3-078D-A879-35A1-E0EA6C1A5EA6,75.0,15,63,6.0,-0.2,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,944,1.62,3.25,3.06,0.0,229.12,14.62,281,0,-259,-229
E61AB2CE-DEEB-60DB-13D9-D1B207E53D7A,89.0,11,31,9.0,-0.44,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,1175,2.42,4.84,4.4,0.0,391.99,38.77,78,0,-59,-29
A8BB91D3-C15C-4FF7-33ED-2164B1AAB730,39.0,1,38,17.0,-0.49,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,691,1.43,2.86,2.37,16.2,92.58,18.96,278,0,-165,-135
86BE4217-A74E-3C26-8E8A-260469D2D470,50.0,20,19,19.0,-0.73,Pct                                                                                                                                                                                                                                                            ,0.175                                                                                               ,882,1.93,3.86,3.13,27.36,156.33,36.67,200,0,-176,-146
D87276E5-4CED-468F-B85E-02073E51E228,28.0,4,68,9.0,-0.15,Pct                                                                                                                                                                                                                                                            ,0.05                                                                                                ,1027,0.84,1.69,1.54,2.15,43.06,4.26,13,0,-175,-145
1234188F-CDA3-1CA3-E889-60EA6A4E4E4F,15.0,1,23,18.0,-0.68,Pct                                                                                                                                                                                                                                                            ,0.0                                                                                                 ,763,1.88,3.76,3.08,0.0,46.25,10.15,85,1,-577,-547
