INVOICE_LINE_ID,INVOICE_LINE_QUANTITY,ASSIGNED_USER_TK,BILLING_ACCOUNT_TK,INVOICE_LINE_DISCOUNT_VALUE,INVOICE_LINE_DISCOUNT_TYPE,PRODUCT_TK,INVOICE_LINE_LIST_PRICE_AMOUNT,INVOICE_TK,INVOICE_LINE_VAT_VALUE
EF797F1E-2A24-5D08-CC4A-F6736809E0D9,9,14,28,9,Pct,1430,1.72,267,0.05
F4D7E780-8E5B-3A73-6F99-6B4214B17145,65,6,8,10,Pct,358,3.59,165,0.175
6B83CD4A-C06D-A7C7-E16B-722E6B3C62C0,53,12,75,15,Pct,18,1.70,180,0.2
C430DE85-87D3-3A96-A2F9-3A24D72F81CF,85,11,85,10,Pct,1258,4.01,67,0.05
26C3D899-1FB6-7AAE-59F0-B78F08980682,91,17,73,16,Amt,186,1.03,277,0.175
B042D9F4-0059-8E81-6102-CD76CA811869,77,18,10,11,Pct,1350,1.24,171,0.175
D838CB50-3255-0DDA-2687-03DF47E2422D,32,15,85,5,Amt,228,2.30,75,0.075
B34214D3-6C80-A371-6D0E-C967B75A92AB,87,1,82,9,Pct,708,3.66,101,0.175
CF5497E0-0B07-F84F-BFDE-55AC280F0C42,76,17,16,5,Amt,76,2.83,148,0
8FDAE731-93F3-403B-B1B5-114BE4EECCCF,88,5,58,4,Amt,675,2.71,48,0.175
A5387C41-27EA-46CE-3A1D-CDF1FC939D29,43,14,50,19,Amt,1512,3.22,5,0.2
6FA1DDAE-7FFD-FD98-EB9D-346C8DD6F531,7,6,43,16,Pct,1316,3.17,82,0.05
5D8480FE-C058-7FD4-2AD4-6E399FDFE294,43,14,35,19,Amt,690,1.76,286,0.175
E06DF51A-7E30-0E30-B77D-531554D584F3,76,11,90,5,Amt,1099,2.56,131,0.2
B01738A3-61FB-BC3A-0FBE-9D13C4939120,98,19,33,17,Pct,969,3.52,170,0.05
6A9EB790-D7A7-0204-D36C-F9E84AC31472,62,6,46,3,Pct,784,2.57,155,0.2
782B8975-0698-89E0-E38A-99678F2D4ED7,35,20,76,19,Amt,1286,3.53,278,0.2
594D7C61-10F1-B032-C929-627C33D1EA6C,88,9,63,15,Amt,452,4.13,180,0.05
0AC68F63-21D6-782D-2A50-4105CE5E8745,51,14,49,9,Amt,1527,3.49,189,0.075
5BB4582C-9CC6-21EE-9A82-601DC4147D68,61,18,26,18,Amt,321,2.88,119,0
8E656118-6EC6-B41E-759F-236D980F06E3,4,19,49,1,Pct,551,3.77,40,0
8B175A57-A01D-BC3E-B72C-795603105651,61,1,71,12,Amt,1180,1.46,215,0.175
BB7742B7-9A69-6CDD-0B96-4A60864DBEC2,96,6,19,1,Pct,1306,2.96,75,0.175
C31334CB-70BA-50A7-5839-4EE5DAFE63E3,31,1,84,10,Pct,478,4.34,202,0.2
B8B51374-E9B2-9C69-515B-A8176C3A3244,71,14,20,16,Amt,56,1.65,181,0
96277185-8EE2-FE53-FD1A-930EA92C7454,73,3,3,5,Pct,791,1.74,2,0.075
A15C81A0-7FCC-7422-CCC9-A6AC0C0592EB,13,10,54,0,Amt,809,3.31,229,0.05
8C91A57E-22B4-46F8-570D-2AB5859745FC,83,12,67,9,Pct,890,4.03,241,0.175
BAF9876F-F245-3F7A-0415-F8A609A0AF67,31,13,7,19,Pct,1392,3.95,151,0.05
AEDC7193-906C-A553-9019-3E1A435E4E9F,74,3,69,12,Amt,1400,3.45,209,0.075
75A4D8A2-E71A-14E7-E723-E7D47B20F1DD,78,19,69,16,Pct,624,3.88,25,0.05
BA19F68B-BBAA-7A00-0945-5B01A917895D,44,18,49,12,Pct,418,1.24,144,0.075
90C94CAD-A71A-71A9-BB7B-78C80D339CB4,26,16,93,9,Pct,1478,2.87,173,0.2
208C1135-A1F1-948D-3875-00CDBD4C983B,44,20,16,12,Amt,1003,3.85,113,0.05
F24B5F72-691E-16D3-2CBF-9B71C1386AC3,11,5,19,9,Amt,244,1.16,56,0.075
52133B92-3F24-D459-919E-076765538A64,84,8,67,17,Amt,924,2.86,133,0.2
1914A7C9-0A8E-EB5D-5172-63A1EE4FA82A,60,1,50,9,Pct,394,4.83,160,0.2
A29640AD-63F2-FDA7-B644-8C04287E737F,37,15,66,16,Pct,592,1.97,130,0.05
C0EB0C2E-2AB5-FDD2-18C2-4ECE9AD56D0E,40,14,80,0,Amt,1251,3.55,265,0.05
03E0684F-2ECE-105E-9CBE-0A48583DA5A1,91,7,59,3,Pct,264,3.94,124,0.2
53427661-17CC-8077-FE90-410F39387A81,86,9,19,13,Pct,795,3.04,224,0.05
DDD932D3-7E24-7F33-5A50-D9B363800A75,42,12,93,17,Amt,1254,1.63,291,0.075
D5A68C76-CBA8-4234-6404-44906037C5A0,97,12,65,7,Pct,1557,1.90,82,0.075
4F983FEB-F5CC-A977-1B19-39BFF103AA2C,1,19,84,9,Amt,901,4.06,123,0.05
BDAA7480-50DC-DC10-1A5D-4E3CEEDDF50B,4,11,87,10,Pct,1081,2.77,142,0.075
3169D8F1-6A8E-5222-0FC9-2677CFC7A98B,30,9,58,13,Amt,284,2.75,128,0.075
42526E75-57A5-B35C-6EC1-009A8657FF69,82,11,55,18,Pct,958,2.35,61,0.05
8A4AA6ED-C3D7-2A9C-4C79-4BC22406863E,74,8,51,12,Pct,994,3.18,133,0
86C7D450-4193-3C30-7977-ED90A3F4C5B0,34,7,81,11,Amt,1335,1.99,59,0.075
7F0A529D-B7EF-3E97-5128-1FFB4ECBBC46,8,16,58,11,Amt,691,1.74,239,0.075
C12200AE-1789-2927-21F0-DFEF0D55D03F,96,19,96,16,Amt,407,4.11,7,0.175
10D666F7-6E41-351C-ED01-3FD146A046F8,33,10,73,3,Pct,430,2.16,89,0.075
3C45D6C6-0887-1875-7F49-3D977145E753,87,13,25,16,Amt,291,2.28,216,0.05
E685F850-2BE9-6FE5-7561-2A2E1A1EC2EB,1,8,94,0,Pct,648,4.01,240,0.2
486EF36A-A450-5E4C-64B1-A16B9C55C8C4,66,4,21,0,Amt,371,1.74,123,0.075
E0BC0E85-F272-12C5-5F9D-83D5B45B839D,51,7,30,9,Amt,673,1.16,44,0
294253C7-06BB-B9C2-B21D-4108315CCB47,5,18,80,9,Pct,223,1.93,98,0.075
BAC657A6-6C52-9D4C-5D3A-B70D78BA4B0D,31,15,39,13,Amt,1174,4.60,147,0.2
116B96DF-75F5-CB58-A0A1-61596277ECC7,16,14,58,20,Pct,998,3.41,105,0.05
BB7297E7-C49D-1B79-0048-45730234DC7D,84,3,84,8,Pct,34,1.66,188,0.05
A1B99CD7-8039-8344-AD96-C0CBB453F34F,90,14,97,4,Pct,1182,3.06,97,0.2
77FD8E94-18A8-4E6D-9A86-9D0ADE7C1CB0,18,18,25,5,Pct,1213,4.50,24,0.2
4525F408-06BB-21ED-5A35-65FB9D2A4B6C,52,16,95,8,Pct,870,4.55,28,0.05
CEFE009B-5554-51E3-2CEB-0D621778782D,100,2,40,11,Amt,584,4.81,122,0.2
73DE2BAC-3371-E2AF-E205-2AA6D462CBBA,48,9,5,19,Pct,1457,3.95,172,0.175
E0EC9970-4385-4A57-36D9-65EFB9ECF6C1,73,2,35,18,Pct,1242,1.63,268,0.05
D1AC7878-9935-B876-8585-C9CD660FAA52,23,9,83,8,Amt,637,3.50,107,0
4F0774C2-5E19-6FC7-A18C-0A17F2DA49F4,60,4,2,9,Pct,631,3.80,104,0
DEA18AA4-41CD-5465-82FD-AEC0BC60304E,97,1,23,12,Amt,263,1.49,251,0
2FC8F5B7-B567-B288-D09A-4DBABB240210,26,3,56,15,Pct,1383,2.80,220,0
4E55D2E0-5DEE-ADD4-EC0D-3F29C66E5E9D,40,20,48,13,Amt,1490,3.22,37,0.175
DE93E65A-E066-1317-9096-B50BF9196694,98,5,74,15,Amt,1223,1.61,8,0.175
6FFE9F83-6345-D7FF-3BE7-3B5502CA6C78,57,7,52,18,Pct,1015,3.53,126,0.2
F28A9AB7-A71A-51DB-D834-B203444A3BA6,87,18,15,0,Amt,1076,2.26,30,0.05
580C9921-4C70-F216-7EC7-2003FF51FA7F,39,19,8,17,Pct,1217,4.12,28,0.075
182D973C-E487-1BF0-3D6C-0558914D8612,37,19,2,11,Amt,870,4.38,259,0.175
C10C4939-CF22-A50A-CAEE-C666AA4DB9AC,39,19,5,10,Pct,1202,2.71,96,0
7A2451E6-70A2-677F-D0C9-9662D8387364,92,15,69,15,Pct,58,2.85,135,0
DD7F78FA-31BF-E6C8-BF99-CDB544D8E33F,83,16,100,6,Amt,932,3.00,28,0.05
7CBDF9B6-BB8A-D774-C3DA-7EF38CDB9B81,57,5,83,10,Amt,1091,3.63,159,0.175
24D8F127-0141-AF9D-A109-A73D0409E399,40,17,54,19,Pct,723,1.98,298,0.175
E569EBC9-4195-B61D-03F1-85C4788BD59F,69,19,32,7,Amt,691,4.15,159,0.075
83112ACD-3E48-B3FE-CA8C-087845C470BD,54,16,73,1,Pct,943,2.64,209,0.075
600851CA-D3D2-7DC9-5D42-294C88595B15,22,16,33,16,Amt,96,1.07,287,0.05
C20C04A0-D1D4-7648-F1B1-EE4391AB4122,41,17,13,8,Pct,515,3.05,99,0.2
C7A404DC-4B7F-5DA9-D244-12FB793DA3B1,38,18,100,16,Pct,373,4.47,168,0.075
23C78A48-2D12-6EB5-8CAA-80BF8C5B5A3B,92,6,36,10,Pct,1074,4.14,253,0
6A246100-0FCD-2A78-305E-C89B2315966E,42,10,21,6,Pct,754,4.88,135,0.2
41B96C6F-EBAE-780E-6DD2-5912076F9E50,22,12,43,1,Pct,679,4.66,245,0.075
EF87C326-928E-370B-0327-428048832EE7,21,5,4,14,Amt,1394,2.04,272,0.05
D3AF9668-2DBC-F9AF-D598-9281CA5ACBCF,16,3,97,7,Amt,930,3.63,36,0.2
4CBEADC7-825B-E655-0CA3-D8703DDC376B,6,15,39,18,Amt,892,4.40,32,0.05
7D655AE9-08CE-C50A-AF67-7FA4EC94AA7D,60,6,71,14,Amt,1523,1.01,160,0.2
AA9D4796-E75D-24AE-0E30-8B54F7E5A80E,65,13,67,13,Amt,556,3.06,86,0.05
92256984-913F-E56F-81CE-A162D8E9D9FC,68,5,56,10,Pct,927,1.30,72,0.075
752FFEA7-DC24-244C-82DC-5220774BB873,75,3,56,18,Pct,170,1.97,173,0
62F46BFD-FE7B-063B-7014-A35FC4AF0DB3,18,9,8,10,Amt,1110,4.24,254,0.175
FD149D0B-E843-D3C8-6B6F-69DACBB6CD37,84,2,8,4,Pct,428,1.43,199,0.175
6F290031-33FC-A18E-D3B2-473B96E3B55D,66,2,5,4,Pct,297,3.21,17,0.2
02649585-EA93-0739-3879-BDD916647A64,87,2,60,6,Pct,1387,2.92,20,0.175
CD54F571-E12B-DB06-5E5F-BD02C4C0B54C,16,19,64,4,Pct,1436,4.88,215,0.175
DC18A0EC-839E-3C00-0FC9-48A45E6038EE,46,7,14,7,Amt,1486,3.74,52,0
E4DB5BDF-C83E-80FE-378C-7EBAB008D945,4,12,92,6,Pct,468,2.83,139,0.05
1202B0D1-FCBD-A765-77DB-7BA15AB07BFF,46,11,88,19,Amt,999,2.02,112,0.2
17ED988B-9B94-DBAA-041C-D5D82AF8D5CF,50,7,22,13,Amt,862,4.53,99,0.175
A0BECCE9-23D5-043C-F0F4-C7A6F52A01BB,55,16,4,18,Pct,301,2.75,203,0.2
A4F9E536-E2B6-500E-541F-D34034877884,89,18,49,12,Pct,890,3.80,188,0.05
E463472A-E4B5-8595-84F4-E63A5954D2BC,66,9,61,18,Pct,1240,4.62,149,0.175
54599829-2764-A4CE-5C1B-D8697D989D52,44,13,20,12,Amt,1410,4.36,255,0
7318A4F6-3CF5-AF2D-5FEE-D89AAD04F4F9,26,3,31,10,Pct,137,3.82,269,0.075
910CC058-B09A-7C02-34B1-4A06080FE737,49,20,66,19,Pct,317,2.62,199,0.075
F1B24821-85A4-AAB3-FADE-E583D1C81166,13,19,10,0,Pct,95,3.34,137,0
BD609709-3267-90E5-615C-DD2E3AF325A0,27,10,32,6,Amt,454,1.80,199,0.05
D48FFDDF-DCEF-95F6-7C12-A224B55AD87E,9,17,41,13,Pct,1477,2.17,29,0
3AA3AC61-A8EE-27FC-1B10-A6C3CE446396,73,18,9,1,Amt,683,1.94,35,0.075
46753989-9FB9-FAA9-3335-C74BD82894E5,2,9,33,8,Amt,362,3.89,237,0.075
2FD9021A-ABA7-757A-69A6-704B6A22D771,38,10,81,2,Pct,1096,1.47,65,0.05
F9311724-BB1A-525B-9C9B-141EC523CFD1,13,19,96,7,Amt,729,3.81,35,0
F244AB08-B01B-C8A9-41A7-AF9F069872F7,71,12,92,4,Amt,1556,4.79,266,0.05
06CE62A6-2EFB-39F7-3F79-2F048541F9CD,61,12,81,15,Amt,1163,1.25,298,0.05
0055BDEE-6DD2-B5F9-A348-D1B590D5A650,67,5,98,18,Pct,1267,2.20,50,0.175
95A491D0-871B-8700-1A09-2F289E1E15F2,39,17,60,15,Pct,1029,2.51,46,0.075
0DE9991D-40B0-47DC-EC43-A227C50859C0,15,16,75,3,Amt,541,2.60,274,0.175
878B5D96-13D9-4B96-E5F5-3D6DE82CDE02,7,7,17,19,Amt,1126,4.41,250,0.175
73E6B2CB-3B02-7675-857D-CAC2C784E948,96,4,66,5,Amt,452,1.37,62,0.075
EA60D336-7888-AA02-7C70-40F5B4907ADB,75,9,100,4,Pct,1424,1.75,246,0.175
35329872-A782-85C4-F112-127250979F98,84,16,92,18,Pct,31,1.25,22,0.2
4228F6AD-80D9-9323-0901-001916CD5792,48,16,24,19,Pct,1003,1.27,23,0.175
84A23413-F3A8-0180-374C-BCC6A9865D21,97,9,88,19,Amt,1494,4.45,34,0
3C307E75-DAB2-5425-7505-7DFF2409CFF9,82,8,2,13,Pct,290,4.04,54,0.175
9B3D8AEB-C7D7-541E-04F9-67C46228C1FE,75,10,34,3,Amt,1158,2.93,36,0.075
463BAA32-7258-DF6A-E47C-38C7C658BAD8,45,1,87,15,Pct,1470,4.54,8,0.2
EB3C64B5-8008-90A3-A70B-A8FFD8B15A7F,95,6,98,14,Pct,996,1.72,218,0.175
EB2B3020-4C21-8709-949C-D1CC2B336EAE,62,10,100,14,Pct,89,3.54,51,0.075
E56ABD5F-BF65-615C-4227-DAC5A45F53BD,73,13,73,8,Pct,871,2.08,123,0.175
FE3D7446-429B-86E2-C3E2-0668BC35F8A9,78,2,6,15,Amt,1276,4.35,8,0.05
A8E1A483-9BC7-C789-9042-6369B4DABD0F,94,12,49,6,Pct,50,1.84,245,0.05
B79B2DC6-F04C-3409-989F-9137D49AD806,98,16,84,17,Amt,854,2.37,1,0.05
E7434959-5918-C01A-5C05-E5EE4681C099,83,11,52,13,Amt,1440,2.80,126,0.05
B1131083-1A0C-A96F-831F-88F0695165D5,39,5,44,6,Pct,226,4.96,49,0.05
A993C6B8-4688-C488-5CE7-A08797D7CA94,92,12,45,16,Amt,6,1.24,276,0
B9FCAC8C-AD78-C2B2-3FB2-691F0C05262C,77,12,17,17,Pct,873,3.95,233,0.05
5E6FD493-C4F3-7616-7EE4-3A12EFEC348C,68,16,29,9,Pct,327,3.61,157,0
A1AB5A8F-A76F-0777-5D53-395CBE9ECF80,9,3,96,14,Pct,1382,4.73,27,0.075
B934D265-6FDF-81FE-F565-F0E1695D832F,21,19,87,8,Amt,1141,4.56,209,0.175
59A24D07-E7F1-55C5-1705-CB7E701499AD,14,9,68,7,Amt,265,1.88,13,0.05
279AFC9F-FCC3-379A-E68E-0A7596AB5C8B,51,18,28,11,Pct,234,3.73,116,0.075
255AB7E3-B7D9-17DD-8B1E-6FAF42879655,35,2,86,5,Pct,1357,1.06,263,0
F01B4971-6193-BE5A-63CA-71048F988121,6,14,99,6,Pct,281,3.59,119,0.075
252E6A91-6AF0-93BB-AECC-668181B7DAC9,49,5,68,1,Pct,1411,2.77,110,0.05
8B392A2F-0694-CE37-CDE7-80BBAEF6DD10,99,1,17,20,Amt,692,2.82,222,0.05
A385E05C-C03C-C348-C70F-83B220101418,48,18,39,2,Pct,90,3.08,212,0.2
AF3B3BA7-B87C-062A-DA9A-BF219219055F,25,10,81,17,Amt,728,4.40,42,0.2
556E7244-3EEB-0F28-4D4C-1228320CB602,25,8,34,8,Pct,1138,2.69,131,0.2
25A00F68-B586-8BEE-42AA-65FAAEC0ED06,49,16,52,18,Amt,676,4.88,20,0.175
119FECCC-2BF9-CED7-5EFF-113098362F4B,43,3,100,14,Pct,81,4.89,3,0.175
0E514BCE-AD62-B424-9E38-494C9580DB4D,50,12,46,9,Pct,380,2.59,199,0.175
4D7B7C67-F6F0-F119-9F4F-6322E44F7C6B,46,13,11,5,Amt,900,3.16,19,0.2
CFD73F45-49D8-DA45-5F26-C4CD647B31AF,57,11,26,2,Pct,455,2.40,146,0
7801D779-7094-AD74-2894-9B3FB34C4902,1,16,97,11,Amt,1358,4.38,19,0.175
F962A57D-3105-94AA-C3A2-91C088C876BE,3,17,22,5,Pct,102,2.31,68,0
28EBF5FB-8799-D9C2-F5CD-C95DF13166D4,92,11,73,20,Amt,4,3.73,247,0.175
90DBDC56-BD6E-9AF2-5FBB-CE32ABF45756,19,2,33,2,Amt,89,1.48,87,0.075
DBBE8012-B163-FE9C-B16E-7AF9AE493B31,26,3,37,5,Pct,1118,3.59,66,0.05
8B7E691C-9EF9-29B5-C621-A0697B1EB258,73,8,19,19,Pct,927,2.28,202,0.05
8E8DB623-4BF9-BA1C-E11B-A3481BD368C2,92,20,28,8,Pct,439,1.80,109,0
D30B93DC-7963-61D6-AE6E-C153B5093D15,69,17,36,16,Amt,310,1.35,286,0
2662E976-11A4-45EE-A7FF-5DA4AD979C6E,15,16,87,2,Amt,852,1.86,210,0.075
07CE9862-8F63-7DD1-6E8C-6B5F532208D3,63,6,31,14,Pct,440,1.47,183,0
06FC2757-A390-BE88-03AD-3322C8F8FB37,55,1,94,20,Pct,348,4.34,142,0.2
8EE4F68F-83B1-060B-10E5-A8117AF33F25,77,3,21,1,Pct,962,3.32,147,0.075
0F63FDDD-7D05-951F-0A23-36EEAA849DD2,100,3,86,1,Amt,370,4.86,217,0.175
FDBCC308-3BBC-7974-AF02-23C3C06F0F17,47,14,74,0,Amt,941,4.16,171,0.075
09951410-D2DF-6209-D79D-FA03197B45A2,19,12,11,20,Pct,1202,1.82,37,0
2E987C74-CBE9-C043-C1AB-6614E5608DDB,59,6,16,4,Amt,402,3.25,75,0
F0EB935F-AD8A-BABD-4085-D5B14CC20FE2,83,12,39,14,Pct,151,4.30,130,0
C91FC46E-92BB-4822-ECD5-CCA6BF9B3D4D,14,13,15,20,Pct,1043,3.11,37,0.2
9DEF7CF8-A3AE-FEF6-8D8F-12FD2B4FD287,6,6,35,12,Amt,888,2.13,140,0.175
03375F1A-679D-A0ED-5FFF-EF96F7941C61,19,5,57,3,Pct,1077,3.41,222,0.075
48F0CF78-5F28-C05A-54F4-8DE877BF79E0,45,11,34,19,Pct,534,2.22,218,0.075
F33E596B-E222-3B22-2426-7C43A7956F7E,70,17,72,20,Pct,469,3.96,242,0.2
4728CC08-09AA-B216-D1C3-000E7645CC7A,38,14,93,2,Pct,1435,1.82,250,0.175
243F59B5-B5D1-F297-12FE-0F4A6E404BDE,11,5,19,14,Amt,1511,3.22,264,0.075
4BE583E4-B4EC-24F5-A3A6-D69FF8137220,91,20,21,14,Pct,1092,2.33,245,0
8D54D6F7-4A0A-0E64-5F8C-B1D4AAE540E1,41,20,26,12,Pct,1128,3.32,285,0.2
D779588D-F8E9-BEEA-7F3F-622234E5C9A5,75,1,100,9,Pct,1029,2.80,269,0.05
4A057842-463C-2018-8EFD-951CDAC08172,80,12,6,3,Pct,1400,2.63,122,0.2
3AB21A9C-0143-B1BC-AD3F-B674704934B6,94,7,15,3,Amt,666,4.06,96,0.075
0C139E32-5A80-D6B1-185D-1CEC01CF5AC4,90,8,35,2,Pct,691,2.72,233,0
13CAF6E3-EE02-BD6B-B155-2B94EABA4D99,37,10,44,5,Amt,137,2.49,40,0.05
EE5C6C64-1B8A-754F-E267-363AD382463C,88,13,52,7,Pct,358,1.46,4,0.05
5F84E859-76A9-7F80-7881-83D2302893D5,28,18,78,8,Pct,1465,4.38,18,0.2
10F0EEBE-2359-6EDE-2017-E0950DD69195,88,14,11,0,Pct,618,3.68,261,0.2
DA9DBFF0-93D2-7409-DB74-04CACDEF9B3A,37,1,89,2,Amt,250,3.00,177,0.05
FA9DE8F8-0206-C4C0-2907-6BE106A8ADAA,58,1,51,2,Amt,1535,1.73,17,0.2
78A8CD15-75CF-7CE8-A8F2-1A3F9AAAE0E2,7,7,25,10,Pct,311,4.36,9,0.175
9CF3B97D-12E6-F172-456C-6596E0F55037,100,10,27,3,Pct,263,2.42,185,0
24D384FE-DA4D-7D13-DBD2-5BBFBE69295B,63,20,48,14,Amt,655,1.86,89,0.175
8483256D-87A6-4F8B-CB1C-B386830D136A,27,10,99,8,Amt,410,2.52,300,0.175
30EBFECC-A153-147C-FE05-6143870F8B8C,83,5,14,4,Pct,332,4.94,171,0
ADDC59BB-25DB-3155-6DD3-B9419BDC3F92,5,19,98,6,Amt,881,1.56,237,0.175
8FB79E99-B54B-1289-9BA7-9BA2F805B444,69,10,26,8,Pct,369,1.36,116,0.2
EE20DCC0-7B70-77E4-B155-1A71F2A8A3E0,37,14,92,19,Pct,1210,4.98,105,0
3818D48B-01AE-F315-1F50-322A7B78AB1A,89,2,9,1,Amt,1151,2.92,78,0.05
9001722F-A7A4-3D1A-6F9E-94F7A993CF35,100,10,57,8,Amt,452,1.00,94,0.05
F85AC531-495F-0882-9569-90A804DBC789,96,1,66,0,Amt,1107,3.11,38,0.175
0A404526-034E-6CE9-657D-F1B46E04B192,45,9,23,10,Pct,971,3.21,36,0.2
AD4A7056-2F46-1FAC-4A14-95F0919FEDC4,14,4,82,18,Amt,147,4.51,126,0.05
6D27BE98-CC0D-B29D-D133-5C5B5637E7E9,1,6,32,8,Pct,926,3.47,15,0.05
F8DA20D0-5A2D-AC84-CF88-886193C0DEBA,98,2,64,2,Pct,586,3.12,125,0.05
6E0E32CB-C949-D0D6-FB8B-C9089A4306A9,86,16,57,8,Amt,509,1.78,86,0.05
7204C4E5-1B40-8776-A86C-552A40305729,57,16,100,14,Pct,473,4.58,182,0.175
6982BD69-7808-A3A1-1EA1-DE17EFB9BEB1,96,17,18,3,Pct,615,2.20,290,0.175
9AEA8A2B-856C-4039-BBD1-3457DCC934BB,71,17,28,4,Pct,975,1.42,109,0
A98A073B-AD28-D082-5AA8-1F9352083BFD,42,18,61,0,Pct,59,3.19,30,0.175
2AC40E54-8E0C-5C81-5D1E-86A1C33BEB73,66,8,58,0,Pct,1063,1.44,87,0.2
C0AEDDE4-B473-A2FF-02E7-D4B7A3317A29,66,19,48,15,Amt,17,2.74,27,0
F9EEDABA-1DA9-7692-CFB1-9C4F39171F11,63,18,90,18,Pct,1060,2.85,281,0.2
1AF77CFE-2A66-FF1A-A8A7-3F559B066D8B,64,18,36,16,Amt,1021,3.00,118,0.2
17C15804-7EA2-75F0-34F8-4802C83B984B,59,11,51,8,Amt,890,4.76,102,0.175
5ABE048F-3F26-A1FE-A681-181523D1C339,2,5,15,0,Pct,358,1.71,182,0.075
7F35B7B0-C4AC-DD90-A6BC-DAEA4F49C2EE,46,12,38,8,Amt,1253,3.12,253,0.075
AFFDCDCB-3765-7EBC-537A-2E182392D813,76,3,53,11,Pct,1050,4.07,190,0
6FA7B813-160F-F72B-C615-0E780C9094EE,78,17,58,1,Amt,761,3.67,243,0.075
9498DF9E-4EF1-CB85-F4F1-6C93FAB3D98C,77,2,77,9,Pct,862,3.82,207,0.175
669B517B-3638-F4DC-04AE-03D400121D1D,39,13,63,19,Pct,235,1.10,282,0.175
B756CFD7-3AED-644F-9EA8-94F1A303D0B9,1,10,1,6,Amt,1089,4.70,7,0.175
33BAB9EC-1F5A-8F12-C7B1-F668DEDFF11F,4,6,86,20,Amt,1356,3.66,242,0.175
E33F7309-B265-4907-8E36-D0279275ACA3,45,3,63,3,Amt,1508,1.62,300,0.05
1BFE3B30-DF3B-8CEA-81FC-16F2E77D63FF,28,11,17,20,Amt,1091,1.68,30,0.075
B3977DD5-B795-6232-1E59-C0F5CC872120,8,12,86,5,Amt,356,2.91,53,0.05
65A82C21-36E0-64B2-B906-134F08B2B04B,30,12,94,17,Amt,1103,3.05,250,0
3D449036-7985-1D5B-4D55-1C281D0CD04B,18,7,54,20,Pct,686,3.50,213,0.05
1113966B-F361-CCD2-A848-2E8BCCD231AC,92,8,43,5,Pct,937,4.43,251,0.175
E478B171-DBC5-D3DA-60A7-F228FC58E691,44,8,14,6,Amt,1277,2.90,18,0.175
54F898B4-49D8-F713-11C5-B91B3CAE7158,60,2,43,10,Pct,763,1.74,216,0.05
47E70596-2458-1550-D549-C059500095D0,50,2,49,18,Amt,1525,1.64,124,0.2
7E9E4D22-232D-9357-E67D-9F8EC64CE778,37,17,35,19,Pct,926,4.20,298,0.175
E80535E8-DA33-A687-D645-3BBBAA763470,71,2,7,6,Amt,208,3.84,101,0
EF8C44BF-4DF1-49C2-25C0-9CBAAE477E18,76,1,22,17,Amt,881,2.98,246,0.2
48C1D6F9-3B98-E325-A684-C2B5560B6F14,76,13,38,20,Pct,1518,1.27,281,0.05
E07F2324-85E3-0BCD-32DE-8CBEADC74CF3,13,19,33,9,Pct,988,3.67,236,0.075
21BC91EF-5403-840C-7533-8D41E8B9A427,73,6,4,6,Amt,527,2.57,260,0.175
F7D3A1EB-4370-B373-CC69-BE302821213A,1,15,83,13,Amt,1031,4.36,65,0
7C64B76E-C4E2-B789-DA8B-FA94F75C3E81,32,4,91,7,Pct,356,4.56,75,0
0AAC94E9-EF9C-A583-5946-D21BFCE2BDFE,29,6,78,19,Amt,1350,3.87,2,0
4F3B701D-BED0-FD24-B967-AB67B115DC73,37,12,70,13,Amt,1293,3.40,167,0
286AD107-D49D-CC8A-1CDA-C87456C0476B,70,12,58,15,Pct,581,3.02,209,0.2
F6A68F35-237D-B445-0425-BFCA7F723883,37,6,68,20,Pct,837,2.06,156,0.05
E024BD8B-B4D1-10C8-84BE-765E879271C5,15,6,74,13,Pct,1134,1.98,22,0
04B87E9F-41B1-A04D-0D92-8F32EB2BE0EC,76,15,52,9,Amt,340,4.83,67,0
6994DAFE-E287-2F18-CDB1-4A54B15413A5,13,10,41,7,Pct,1087,1.00,88,0.175
212AD915-6865-B069-2581-355C1C434FF0,65,5,84,12,Amt,594,2.06,1,0.2
199C18ED-EA31-25F4-7B05-77FA220F766D,25,20,45,11,Amt,57,2.15,271,0.175
04FFD0AC-EC87-DDE4-67EC-64DEF4730BEE,92,11,92,19,Amt,1353,1.08,125,0.175
736509D9-E856-7769-3CDE-05B315B16B6C,19,11,97,1,Pct,154,4.69,300,0.075
FF03619A-6CF1-BA40-6F54-38116A272699,76,16,66,3,Pct,579,1.41,66,0.175
592574D3-738A-CB28-8D4A-C5EDD01F12C3,3,9,9,9,Pct,633,2.39,105,0.05
8FEEDCC8-36FF-ED92-1A0C-26683F4DAB0D,69,19,24,20,Amt,616,2.63,119,0.2
BF0B5C03-D52E-4735-90AD-D9FCF991532A,7,7,37,16,Amt,1532,2.34,236,0
5438AD8B-F0C6-A1D5-A6FF-C83A517747DB,81,19,30,20,Pct,258,3.98,156,0.2
D6CAC30B-DECE-4F06-7337-0D88CC58567C,53,17,64,14,Amt,1347,4.78,127,0.075
382025DB-3EE3-2C7F-C736-651FD7C2D055,92,19,85,16,Pct,1196,3.90,216,0.175
CC8463B6-17D6-1E16-806E-74741917ADFD,10,15,55,17,Amt,198,4.55,245,0.2
933AAD7A-CE1F-3A4D-65D7-AD51B908F9B0,56,6,36,1,Pct,1047,2.43,159,0.05
