CASE_ID,ACCOUNT_TK,CASE_TK,ASSIGNED_USER_TK,CASE_DELETED,CASE_CLOSED_TK,CASE_CREATED_TK,CASE_MODIFIED_TK
E2B3F4D5-EDCD-11DF-D643-8DB7C5036F91,48,3720,19,0,-653,-685,
013AAA81-9EF5-5C51-60BE-22356C0A95A3,83,3723,12,0,-353,-379,
E5732A6B-9DEA-8147-F972-D01E5691C603,48,3726,3,0,-211,-259,
9A23916E-4226-10D1-ECA4-C342ADCF83FB,55,3729,16,0,-480,-485,
F2A23B8F-9831-A431-5AD9-41A97223E652,50,3733,17,0,-522,-539,
64649160-CF94-2F80-CE91-C82119BD9660,84,3734,19,0,-133,-159,
D7D7B9E8-EF45-E46E-D440-FE1688CD1208,57,3738,2,0,-571,-631,
352DF5BF-BDF2-C91B-8AD7-94A11CBF1AB7,67,3740,4,0,-245,-273,
D9FDBD2B-7FDA-BD5E-1B51-AEACAE2C087B,87,3742,15,0,-657,-692,
27019F5D-6A12-1039-FA99-4F8436CD84FD,55,3746,13,0,69,9,
5BE03F44-17E8-D1E4-09AA-B22FD23DBF70,75,3747,15,0,-276,-325,
370631D3-D3E6-5F3E-DE9E-6B734A3C670E,63,3748,1,0,-332,-364,
D19C72DA-B1E3-E351-0FBD-8BC476C9455B,63,3749,15,0,-385,-434,
D0F691DA-EC86-EBC5-90E7-671E574C8B8B,80,3750,15,0,-537,-586,
C548CFF1-36D9-B6B9-3F49-BC5CFF9E5EB5,5,3753,4,0,-114,-163,
4F21D95E-4ACE-0075-AEEF-87B9F25C2A0F,48,3754,9,0,-302,-314,
D0AF4E80-7359-B1D4-A1A3-8676D3BD3E48,83,3757,1,0,-73,-123,
39C72E47-833C-0D78-A3E8-654D65F61FDC,43,3759,12,0,-616,-632,
16097C0F-4352-5BB4-FC00-C359D525081A,96,3761,12,0,-121,-124,
50239D81-76F9-A3BF-3451-EAFC3B3CECC9,100,3762,13,0,-212,-254,
6AB53DCE-B19C-BE94-907C-6B2BD744AF2B,21,3763,20,0,-461,-485,
FDD92816-C83F-177C-E2CD-0528C78B440A,16,3767,14,0,-337,-384,
C26DEBE2-B817-31CA-72B2-134E0B2A08D4,9,3768,16,0,-463,-480,
947FF386-7652-7D88-BEFA-FD581223CFD6,98,3769,15,0,-10,-42,
C0DBBABD-5ED1-09C2-75A0-587B6FA5DAE0,30,3772,11,0,28,11,
A2C9DCC6-4C28-1D92-1E42-0D1A94C297CA,87,3773,1,0,-223,-247,
EE6BBB89-33F0-A6F3-82E2-6CA42CBB26B3,60,3779,1,0,-595,-653,
5056C54D-47D8-E748-9BF9-8C33DE4E5F28,67,3780,13,0,-196,-242,
D1FAEC6F-C660-BBC2-24DE-066A2300EE10,53,3784,3,0,-653,-662,
07A71C86-EFBF-2426-8DBA-C0165669A626,27,3787,15,0,-598,-616,
70AC4487-819A-1805-1D93-2F6127C0399F,5,3790,2,0,-681,-682,
5F52E520-0627-D72D-27B8-693571F7759C,96,3791,18,0,-574,-617,
839831AF-D38C-0051-62B9-A06173C35502,52,3798,8,0,-129,-171,
BF795081-E74B-82BF-3A9F-9C4AAD5B5D69,43,3801,16,0,-578,-629,
A4CA4F76-127B-7084-A692-1FEA3545DD64,5,3802,15,0,-377,-413,
D15636BD-BC65-0B2A-7A58-900F5B3D41A7,6,3803,15,0,11,-20,
ADE8D063-037C-88A1-1D40-A53DC0E44947,63,3806,17,0,53,-1,
DEDC18CB-C161-DEA3-14D6-007F3352A11F,47,3810,6,0,-549,-609,
924A4986-5388-F967-0BBA-37E6B9C14160,77,3815,4,0,-184,-205,
747935C8-F4FE-D49B-2588-8EFFA4F1CFEC,40,3818,5,0,-685,-686,
28B5FEFC-B55F-D3E5-65AC-CFE0CAD42AFB,29,3820,16,0,-140,-155,
60521DFB-23C7-5E81-5526-60DF714DED30,23,3821,11,0,-565,-621,
9FD78D23-7E83-40E2-167D-BD53BB711F56,62,3825,14,0,-334,-349,
20B67A0A-48D8-4A24-0420-02545FB39720,89,3826,15,0,-340,-353,
D549BCF5-0D4D-EE4B-3C51-2A37280CD98A,98,3836,16,0,-370,-419,
A4F86AE5-10D7-7D86-33C7-E991933984B7,33,3843,9,0,-207,-251,
7E491758-BE51-6216-A598-6F298C585E40,36,3846,3,0,-71,-124,
7D463DEC-9C12-6F29-C8EF-60C3323F54AB,68,3852,8,0,-551,-595,
1D6C9833-E1C4-8915-5725-BA5E3B692B6C,97,3853,10,0,-318,-376,
A8B2CDED-F583-26E4-500F-2F53DC48C860,65,3855,8,0,-561,-612,
D6AC01FA-C808-58CB-9076-4CE058A4A5FB,35,3856,1,0,-532,-547,
E0597EEF-8949-621B-2A11-FDE231ED94BF,22,3862,13,0,-516,-547,
07AB636C-5162-866A-FEE2-7BC8D3E9F19E,17,3870,14,0,-93,-145,
33C2BE7C-60D0-B5A5-E6A4-E9116CAC1668,5,3874,3,0,-31,-48,
2C8ADDAD-1CD4-E3A1-48BA-1D9F7F87D0FE,28,3879,14,0,-387,-400,
6261DA11-1E08-3DE4-3BCF-2507C768E4EC,66,3880,7,0,-250,-302,
B6D576E7-30F9-FBC5-640E-6D5F8EC38558,61,3881,7,0,-596,-618,
C2152D7B-2097-5D52-01DA-3E7C574F15BA,21,3883,1,0,-506,-529,
3AB5C8F5-D1B0-0CC6-3AA1-C0E631866D5C,10,3891,4,0,-82,-125,
039CBD7B-FD32-E425-A6A2-7171A318BAA7,24,3892,17,0,-296,-332,
E732105D-B06C-EF7F-3833-33A03272CD93,46,3893,5,0,-593,-596,
53952F5A-F881-EF24-120A-03CC8736775F,71,3897,3,0,-505,-550,
057825F4-53FA-644B-79FA-C0E5C8D87A43,85,3898,18,0,-419,-426,
1BCD4E61-63F1-80D7-10FE-8D3AB3250D96,36,3900,13,0,-123,-149,
56EDEBBB-1DEB-9C7B-2998-37E005074982,43,3902,5,0,-74,-76,
0A73507D-FA93-9E5F-63C1-46232B10E9C0,82,3904,17,0,-140,-167,
0A4297E9-7E16-C108-E472-3F4399DD661F,28,3907,13,0,-49,-60,
FD743F43-CF49-EE02-8365-7D4CACD035B4,4,3908,17,0,-552,-601,
A8F6B580-1D39-3E03-1011-E7163836AA64,36,3909,1,0,-527,-547,
4B566682-2A1D-7F56-18B4-84B633E92510,35,3910,6,0,-567,-584,
5D84790F-DDC6-FFFF-5D8D-114BB47F6FF3,53,3912,14,0,-484,-500,
0BCE417A-3DC4-C736-B1AB-F36B83DA9426,55,3913,13,0,-648,-657,
C4F362AF-89F0-04B9-6CAE-BB95A318A2CB,77,3914,13,0,-31,-50,
005852AF-5AEF-201D-F9C2-D16F45407530,1,3915,3,0,47,23,
F30DD9A4-07D6-D078-0B5E-10B415356A1D,12,3919,14,0,-359,-417,
8A48EC99-955C-327C-5F99-449DA033C784,62,3922,4,0,-180,-224,
9A6F2BCF-4E9C-079E-D5F6-9E5107C12A89,61,3926,16,0,-607,-648,
33919385-4375-04D3-50D1-50E9FE262F12,29,3931,16,0,-418,-460,
D0138628-E3FC-1B24-AF29-3CF02C778FC5,29,3936,8,0,-659,-668,
BA598566-1004-BE7D-29EF-DCEC901A7853,10,3937,15,0,-378,-379,
503F5332-F023-56A3-700C-D99FFED15585,79,3938,19,0,-239,-244,
9CCDEDB6-1C4E-37D9-39B0-566B1634E3B3,22,3942,7,0,-250,-308,
EB3FA218-630A-E306-A987-E5FF03CB165F,88,3943,8,0,-22,-59,
17622E73-258D-6429-5EAC-E7C5E743D599,90,3944,12,0,-598,-652,
5825F7A4-F23C-411B-92AB-3BFB6730891A,51,3945,11,0,-95,-143,
4FBB52DE-C6CA-D7AD-8373-ECDBD0A3B6FC,20,3950,20,0,26,-26,
A9EAEAAF-C7D7-6F36-CBAF-86C37188DC62,13,3953,15,0,-427,-438,
439626BD-00BB-2CD2-F26E-F268BF7E7225,68,3955,11,0,-116,-166,
5E18149F-E612-2603-CF56-0EEC15B1C474,64,3956,19,0,39,10,
8C70C812-C6E3-66DD-EB4B-672A995F90AC,25,3957,5,0,-389,-412,
F7504BC8-2063-1CD1-E9EB-498A746B6732,93,3959,17,0,-276,-324,
013660E8-874B-A584-B4CE-D1B8AC668473,8,3960,10,0,-393,-426,
C108ADBA-D3DA-E890-4279-4C64BA04C936,39,3966,12,0,-425,-452,
A91E3E9E-A1D0-6571-F19F-B94F58D2E69C,10,3969,2,0,-65,-68,
09E371F7-DE45-7826-C2A6-D7B5871BC560,9,3970,8,0,-304,-309,
7C0FD205-3FEA-F7DB-75C8-852C081A3474,9,3973,2,0,-48,-79,
B7E94A14-485C-548E-D695-D926D314DC17,49,3979,13,0,-293,-314,
EDA3540F-A985-5416-CCFA-87FCD3333755,23,3981,8,0,-154,-155,
CEAEC6B7-8F85-FAAA-56A7-1720D70E3804,82,3985,20,0,-276,-336,
0E35F187-7BA2-C312-ACD9-B8CA5AED95A0,93,3987,11,0,-52,-59,
74BB4E35-34DB-283D-6B39-83C300B87A31,31,3989,20,0,-234,-283,
7558A58C-A4F1-66AE-2831-2368CE62DB6D,65,3992,20,0,-117,-171,
E77733E1-226D-6C9C-5402-3958028F5E80,91,3996,9,0,10,-32,
152A83AB-B617-82DC-0366-120451C06C11,11,3999,3,0,-209,-239,
F4A3882D-927F-C224-031C-A9B0AD7B416E,67,1605,16,0,,-302,
7B7C996B-82F5-95FA-A15A-AF416ECEB7C1,79,1606,15,0,,-198,
32415E5D-043F-DC25-5DF7-E9EE5F262A76,4,1607,9,0,,-77,
AE322908-4BF3-C86F-CA59-A90AFBD2B466,29,1608,7,0,,-287,
94F96946-8DCA-1F84-D6BD-8A20542327FD,54,1609,6,0,,-302,
2695A7AF-A780-F1F4-5E2D-8DE354779B69,35,1610,7,0,,-644,
C8939B1B-3DA4-42CF-D56D-077DD778D48D,65,1611,7,0,,-183,
E9493A68-870A-FCD7-2AE9-DC503AC42B0C,20,1612,8,0,,28,
7E36DE88-0751-2DD7-7B0C-36BD193341F8,90,1613,10,0,,-309,
8A48CBA6-9D5F-E3F6-B7E6-958BEBC35262,80,1614,10,0,,-208,
9D15302F-7B30-64E2-3729-1464663F5518,70,1617,12,0,,-690,
467E08B9-7C24-F9AD-1669-C464DB2D450D,41,1618,7,0,,-521,
23B10151-3FC3-435C-7D1F-E5375CFCEAF9,80,1619,12,0,,-133,
87526A19-51E9-23FA-0503-E9AC2663CB1E,57,1620,13,0,,-413,
D3D6BB7E-B40E-837D-C6D5-BADCE31E8CEA,12,1621,3,0,,-504,
2F96CC2E-6E56-4CE3-8D31-1525A3074225,8,1622,14,0,,-638,
5973F9CC-787E-A512-1CE1-FCD54799AE9A,18,1623,17,0,,-8,
36AE8D5D-1466-D75D-1532-1CF89E6549B8,87,1625,19,0,,19,
BEF60AEA-3325-29EA-D2E4-43D8B4AF9ADC,90,1627,11,0,,-550,
0B7AEE31-CD4C-0FA9-9A13-B7CF2B612E09,90,1628,4,0,,7,
4B9EE401-9B8F-3594-1078-093FE8149910,88,1629,11,0,,-402,
D200DD95-D488-E657-A420-5DC8BC30CC48,81,1630,4,0,,-426,
06736C2C-E952-2A66-06A2-69B189B8C988,5,1631,3,0,,-674,
B0ACC342-4785-4B8E-E008-4847C90BD203,90,1633,14,0,,-126,
7CC9364E-ECA1-7577-3291-C4B766BA07EF,61,1634,16,0,,-263,
81E6FC12-4663-F9F3-8519-A9A75893C811,42,1635,6,0,,-278,
87B0102C-FB12-E3C0-0875-6CC6A6AC4B57,20,1636,11,0,,-363,
1B71833A-5BD1-D9C5-D3D9-19436D62B799,17,1637,10,0,,-301,
F32BA5DD-8FE8-B5A8-C96F-3623861DD052,43,1638,20,0,,-673,
06B85481-E0AD-8A2A-918B-9B60C2F48502,86,1641,14,0,,-364,
320FC23E-E4F0-B317-84C2-32F4C03491E9,57,1642,13,0,,-233,
8F2410F9-D257-8309-D7E8-DB478D2A2F96,52,1643,6,0,,-486,
965FCF8C-A277-4379-0C13-8800F410A865,22,1644,11,0,,-268,
947DA51F-7728-BDC5-8077-F26317CBFF59,91,1645,1,0,,-243,
E6A180FF-21B9-8D29-8BD6-7CD3AC20257C,9,1648,19,0,,26,
76401FD5-0AB5-2EE3-9052-880E4A5D79FF,58,1650,17,0,,-95,
44D482D7-0EF3-4D80-6909-F8931405A9A9,58,1651,14,0,,-328,
AF3A0DCA-A4A6-783E-3E73-2032D931ABEA,37,1652,18,0,,-696,
1672C2D6-C79C-11EE-8544-5E74A5563BA9,39,1653,18,0,,-39,
F2A3657E-454C-16B2-1E44-C8D087BD5FF0,10,1655,14,0,,-222,
C4DFAC72-B6B1-6F08-D1CF-2DA4430C1C2B,42,1657,10,0,,-552,
E53A36FF-C116-AEEE-1E05-0E0135A4E9F1,91,1659,18,0,,-66,
0F401CAE-BE0E-971D-0F9E-E8FB6FB92582,12,1661,14,0,,-479,
A6A8ED3E-19C9-94AF-06C0-548EF4A76BEE,91,1663,7,0,,11,
82839AB5-CC69-6C42-4F65-3EAE662F145F,12,1664,15,0,,-621,
C6A6BE7D-F3AD-BB1C-C781-ADB06AB2F644,53,1665,9,0,,-453,
F70F9BFE-ED62-5CCD-62DE-C7D858C6E506,61,1666,12,0,,-677,
545DDC58-E38D-1244-6236-6AB89523A19B,17,1667,5,0,,17,
6A4C5806-40F6-DDA9-4938-1E4DC2E3F79D,98,1668,17,0,,-464,
FBA968ED-691E-61FA-8631-C765AFEC6404,87,1669,17,0,,-213,
95FAD8CF-1881-68A6-A6C0-78159D5FFF47,16,1670,18,0,,-81,
A186A950-EFF0-FD1E-17C2-3E8DD234D44E,71,1674,19,0,,-151,
AAAF3A3E-680F-35FE-B742-64FBB5D74993,8,1676,18,0,,-424,
748FDA8E-D935-0099-B2DC-E330C10E6526,33,1677,17,0,,-202,
7C973139-99F3-D13D-DF1D-40CFCCA0B419,89,1678,1,0,,-299,
D6628DF0-B6C6-142B-8CCE-A7ACCC0E22E5,76,1679,15,0,,-315,
920CFA10-CDEE-56EB-1725-B219759E712B,73,1680,11,0,,-281,
DFD7E80E-427F-70C0-CE63-95EBA8FEF624,91,1681,12,0,,-645,
109FF296-1E82-7ABD-B04F-C031CFDF1CF1,5,1682,8,0,,-63,
BCC6D880-D575-265A-FAE5-B11E2ED364E5,93,1685,7,0,,-681,
60293484-9126-24D2-FEC4-25D191943435,38,1687,8,0,,-639,
2C6A3061-7CD7-8362-5742-13CF2DBA64E7,66,1689,12,0,,-470,
F4072D5E-9B88-3DB3-1FC9-4849EC88614F,98,1690,17,0,,-89,
A2DDA79C-6F75-C04C-DCA1-64A582525DE0,19,1693,5,0,,-50,
44FD22E6-697D-B7DF-1471-C9178A9FD861,24,1694,7,0,,-295,
D194C20B-3248-9E46-4DF4-C3A227B50645,93,1698,17,0,,-156,
AEE03345-84CF-3E6D-8160-D1B0B6556471,41,1699,12,0,,-85,
192926FF-05AD-7C47-4767-AC16D9AD5728,32,1703,1,0,,-656,
5FB44327-0062-087C-641C-DF597603C53B,69,1707,1,0,,-55,
73870BBC-343A-42BF-68DE-8778C6E67507,72,1708,4,0,,-364,
354EB44F-BC99-7434-9F21-BDB628A24ED6,70,1709,12,0,,-257,
B15E168E-AF1C-7469-40B1-8E2397058515,59,1712,17,0,,-86,
285E6323-2689-7C9D-26CE-E66CBD2F1B14,91,1713,1,0,,-547,
3FF65E0C-18EF-E5A0-C470-FC256515830A,97,1719,15,0,,-83,
68E0B7D1-9F38-350D-B046-0E7162638195,15,1721,7,0,,-300,
5A22ABCE-5989-272C-FC09-64CA05EF0E01,31,1722,13,0,,-59,
99041EC2-044C-F764-B9D7-92F7D5D311F6,92,1724,17,0,,-699,
FC94EE4A-2361-E478-CC95-75E9CFB67780,83,1725,19,0,,-414,
0151581A-19DA-D320-573D-16346BAEACFA,64,1726,9,0,,-371,
33EFE82C-A764-16C3-53D9-66B7A28084D6,37,1728,9,0,,-349,
B68833FE-5B86-DBB0-E401-F4E51ADE0ED0,83,1729,3,0,,-151,
1C2A48C9-A62D-4537-7BD5-C0E1E9B600AC,55,1730,16,0,,-254,
096D04F2-B103-21F8-1C2C-2557625F1ECF,60,1731,1,0,,-685,
4F3DFA24-1774-35FE-A1F4-DEB9160C0EEC,18,1732,11,0,,-695,
35995454-19A9-B61C-4934-A66703EA0091,92,1735,12,0,,-414,
CC3CE8A4-234E-053B-9CA2-F8E7CB050F08,27,1736,10,0,,-54,
A5790A7F-D384-526A-4409-91D7EDC27A66,9,1737,10,0,,-589,
75448A78-83F8-54F7-20DA-1379C6987CB5,34,1738,16,0,,-619,
9DEDF428-18BF-500D-A4BD-758EE7F9B11D,73,1741,1,0,,-350,
53465D5B-809E-8B3E-DD94-3B09FC1B22BC,72,1747,9,0,,-115,
6AC0BECC-3186-1661-B052-B46EE1DBB01D,78,1749,5,0,,-236,
745E0722-6845-A45D-9C96-58E79BBC9DE5,27,1750,10,0,,-492,
8FC7DF6B-68B0-FBC4-208D-42F6A4A68389,32,1751,14,0,,-634,
CFFE27F6-303C-D6D4-A85D-7103840FE26C,49,1753,10,0,,-106,
27848BB1-DD5E-CB55-D54E-6BCC8BE23049,23,1755,6,0,,-116,
6859E036-D63C-F167-0BB3-940E5E576F94,100,1756,12,0,,-429,
A8F86ADC-76C2-71CC-FBB4-9D2958D7F421,13,1757,1,0,,-7,
DBB0E6EC-FF0A-68B7-1B17-153CDDE23A84,62,1758,17,0,,-260,
DB699BD0-7072-1CF8-5F5E-788EC5C11B47,81,1761,4,0,,-545,
916EEB60-39AC-BC26-296D-CD4202AE192F,42,1762,3,0,,-8,
D71D9A78-DFE1-704C-DA8F-6D364E25FA07,37,1764,10,0,,-698,
102C87BF-DCB1-5077-9BBF-426D6BFE135F,95,1767,5,0,,22,
77B8E4F4-AAC1-6D9C-3ABC-5439C947DE1C,22,1769,1,0,,-86,
1EEF3B85-F40B-2308-5E04-D8D173CF0747,65,1770,14,0,,-264,
2298897E-8F06-91C9-3F9A-1628A2DB944E,20,1772,17,0,,-298,
8E7F6C79-E40A-7B08-FDAD-29CAB0190DE6,90,1773,19,0,,-595,
01637622-82F1-9693-5EBE-102DAC79A1A4,85,1774,4,0,,-84,
DC07F31E-4DD5-3647-496A-0223D7FFCE79,95,1775,18,0,,-65,
D3DEE4C8-F677-CDFB-EC60-1FAFC0074E77,35,1777,7,0,,-569,
370E831E-60F5-3B53-2152-73FE600E3ACC,81,1778,15,0,,-105,
B4174055-2708-8ECE-A525-499F3923E622,23,1779,14,0,,-154,
A7E565AC-2174-3357-04B0-6284EA3D361E,41,1780,14,0,,-190,
54C740B8-7F2D-610C-D426-CA9213DEBD75,29,1781,6,0,,-467,
8071141C-F273-E952-36E6-53716D8BFE2A,86,1783,2,0,,-447,
8F988EE3-91EA-4900-BB98-F8967895A25F,46,1786,3,0,,-432,
29DDC622-97EE-3AAE-46C9-CDBA9B23D2A4,45,1787,20,0,,-212,
7629AB7C-4FE3-B5A0-5EFC-63F6D60BBB9C,86,1788,4,0,,-229,
DCC3D3AD-084B-EF0E-ED17-B384D2E78304,53,1789,11,0,,-451,
FA41695C-145F-F8D1-4E80-1C5AF1365A6C,86,1790,8,0,,-108,
F4AFF60B-5BFB-59D2-A550-EC19B74F12F7,58,1793,1,0,,-39,
40DF579B-DA5D-3301-4618-F740A95D9A85,98,1794,12,0,,-232,
288CE35C-D37F-B655-A6BF-BE57DD23BCED,79,1796,2,0,,-65,
EE6732F9-85BC-A9A6-D031-91500E6C4357,34,1797,12,0,,-317,
EF89BC9E-3DAF-E146-CE2A-861E91395630,65,1798,6,0,,-151,
9B252DDC-7769-39B7-2DF8-D73B76F0D8EC,31,1801,3,0,,-687,
3B142DCE-BF80-899A-2028-D4A958605029,54,1802,11,0,,-340,
D0E004AD-0F6A-A6A8-848D-C69277CC7205,67,1803,13,0,,-679,
62F4B4C6-C93C-E489-49C9-6E8DAD09258F,19,1805,5,0,,-611,
CC1831D8-92A8-819B-7633-E8DABEE78E7C,86,1806,13,0,,-618,
169A1778-CAA6-1755-3E2C-3C260C1AC06C,5,1807,5,0,,-374,
9AA456BE-A287-B735-A768-F4D89AA69B8C,62,1808,5,0,,-32,
B023B6C7-C8FB-16B8-BB6D-B7DC6561FF4A,68,1809,10,0,,-245,
CE4A7865-27BE-4DB6-EC4D-B94621933B32,43,1810,8,0,,-602,
ED3829E1-B365-3973-EEE8-69E4366F66DD,51,1811,6,0,,-136,
D6E18024-C853-0E80-F7B6-01B99EBD75A4,88,1814,6,0,,-651,
5A009048-F20E-1028-0F96-4DD4D47663A6,19,1815,4,0,,-280,
4ADD5975-2252-67DC-A3A8-91E8D49A4AAD,12,1816,6,0,,-422,
D198396E-6177-12C9-3DC7-C3EA43652379,17,1818,16,0,,-95,
D87902BA-9E4C-D5BB-69FD-0329EE9AA256,78,1821,20,0,,-220,
FDE1EC7F-D8B3-12AC-C6DD-88AD63D13F2B,43,1822,16,0,,-369,
6FB6941A-1615-91FA-E82B-82D0022EC544,100,1824,9,0,,-697,
DA567421-492D-B060-E9E6-D2CC5DBB34DB,83,1825,15,0,,-102,
49C73055-A51C-7025-CDC1-968B012E5F38,34,1826,8,0,,-364,
6076F6AE-B0BB-C162-F57C-056C49C45485,82,1827,5,0,,-297,
2DE72E9B-5535-76CD-68E4-2ADC24241AFC,87,1828,18,0,,-398,
FB4A5397-35DE-C18F-212C-97E49E7526F2,65,1829,10,0,,-5,
D04AC2DF-1DF3-BF33-BFC9-E9E5A2175081,91,1830,3,0,,-322,
CBC6B80B-96F8-5C05-1D82-EBB0AC664B6B,7,1831,20,0,,-300,
4C4F4A0F-381E-BB24-3013-BA5F5DD100AB,10,1832,10,0,,-637,
30CE7F31-6C87-0B9A-4195-FBA5D2A60E5F,47,1836,17,0,,-339,
61598C03-CFCA-558E-3B10-DE8BBE6FBC80,32,1837,15,0,,-592,
81C8DB8F-D709-7CD9-E816-0E1C3FC5381E,34,1838,3,0,,-516,
1A8FE4A8-6E03-C38D-D371-9096951467A9,37,1839,1,0,,-690,
08D7413A-4450-84BD-C0C6-15B609567CB5,12,1846,3,0,,11,
2C39484E-799A-C452-59E4-D9344BB2B4CE,56,1848,1,0,,-360,
0E5F2654-8CEB-5F57-8EF9-F682FEAE79C3,68,1852,18,0,,-155,
85E8AFBE-034E-23F6-4B41-B77F8EA1D0C8,54,1853,11,0,,-420,
B3BAC02B-9ABE-0C90-72F4-9A671FBBCB34,85,1855,18,0,,-521,
21312978-6539-38A6-1C45-B3E46A6C4EB8,72,1858,16,0,,-572,
FFB860F7-1A50-7DB5-5D22-947520DD9B24,7,1861,20,0,,-382,
9CDF431B-39C0-148B-6E26-BE7240F5E34C,24,1862,8,0,,-623,
8E60DE2E-0705-0DBB-4DA2-9261DB89342E,50,1863,7,0,,-304,
168787F1-368A-17EB-9B3F-C85F46ADCCCD,9,1865,15,0,,-88,
C23509E8-E4EA-8CB9-7814-C006846DB502,54,1866,20,0,,-692,
E129B551-EB68-6ACE-07EF-72F4EDF0A253,90,1867,18,0,,-332,
5CD62333-77E7-AF31-B7B2-0320098605AC,61,1870,13,0,,-435,
59395F54-5FD5-4165-0360-8B1694F5CE93,93,1871,11,0,,-564,
972597FD-BF17-62BF-BB2B-9CB4681D8AEC,25,1872,16,0,,-210,
076B9FB3-6967-B2E5-8B0D-259AEEE7BBFD,87,1873,10,0,,-467,
3EBE2B5A-198B-50B8-5196-A278EE727D65,71,1874,18,0,,-139,
1DB8AAB1-0FF3-9FA1-0940-9AA9EB011BD6,77,1875,1,0,,14,
136CA320-B49E-DB0C-DCF6-132E7A0F94E7,7,1876,8,0,,-571,
D4030D71-A14C-CCD2-D93F-EB2DA750452B,54,1878,5,0,,-229,
D7EF4B9E-4F1E-358E-344B-D89B10F6D3E6,73,1879,3,0,,-429,
4E3A7209-88FF-155C-B2BA-C42784B5B864,17,1880,11,0,,-109,
445D52EF-E658-1022-8A69-FA93E64F9D5B,57,1882,9,0,,-251,
B900983F-C62C-3A2F-93E0-4D15BDC39804,92,1884,9,0,,-143,
2AF21BF1-4632-B3E3-89FA-2A11488C9C9A,79,1886,5,0,,-622,
EE6E61B1-C452-AAFB-4B5B-969EBF1627AD,50,1887,10,0,,-451,
756D9E91-D309-7500-0EA2-816C7AAB5AE5,1,1889,9,0,,-277,
5416836C-1536-0E45-87D0-37B4F51A645E,86,1891,6,0,,-384,
8FD4365E-5843-77EC-A389-0CCB9F1075A7,84,1893,13,0,,-451,
7FE69337-74E4-0DF6-62DF-F4477A58E9D0,93,1897,3,0,,-611,
9E6894B6-0F5A-921D-E5E1-3E8E0B7922B6,70,1899,2,0,,-142,
1FD32108-B232-4CF6-FE5B-50FC07F20D67,55,1901,5,0,,-395,
495A2870-1D7A-E961-3219-3EC3A09EB9F4,100,1902,15,0,,-79,
9C043D33-0705-2C24-7A2A-B4CEB58B87BB,25,1905,3,0,,-109,
F727529E-1422-DEFF-57E7-0314A1A399C6,27,1907,19,0,,-237,
A14BDD50-4A4D-4D50-0311-7DC13590909F,93,1908,17,0,,-113,
32362B30-E81E-699C-FBCD-3DC5DC654889,18,1909,11,0,,-645,
2472193F-4354-CBD3-8095-BEBECE57FF4B,75,1910,15,0,,-431,
7DBC7827-759F-71C1-0F26-4F5059337875,87,1911,1,0,,-545,
CED15716-8A57-667C-5871-CF456335B98F,36,1912,15,0,,-442,
970B86BC-7C7C-7020-A0FD-6090684007C9,88,1913,16,0,,-514,
630ADC82-4629-2841-DC72-7AFDB0F86225,93,1915,14,0,,-179,
C439E990-A3ED-7252-E0CC-7A0821F2A719,78,1916,12,0,,-465,
D747E042-B3DB-42ED-61B0-92E33D66C293,16,1920,5,0,,-291,
944174A7-D063-A6A9-0D87-EE2272B8764C,71,1922,6,0,,-584,
07333C74-6145-F150-D4D9-26307F91D234,31,1923,9,0,,-202,
BD3FFA0B-B277-4328-61EA-8722931BDAB2,98,1924,15,0,,-399,
FDE5A0B4-F95A-E9C8-1124-2D98CDDA3213,38,1927,1,0,,-476,
430ED6F7-51F5-8492-1358-3387A4CB897E,99,1928,4,0,,-263,
8970AF28-E19A-E008-4DBD-89FA277B2A23,46,1929,16,0,,-225,
E9E95526-1537-9A6F-9276-51EF029E16D2,87,1930,13,0,,-613,
671F9E0A-8F57-3D86-E5AA-00E8CF450ED3,78,1931,10,0,,-153,
50D9443B-FE09-59BF-3498-6EAB81D3C77E,54,1932,19,0,,-421,
A8F58CC0-55E4-2B48-8E66-9F5E248E5F1B,92,1935,17,0,,-131,
2129F9E1-EDE3-8EE8-5D36-B63BB4748638,59,1936,11,0,,-597,
0D720B79-A9A2-BA9C-844B-0D48247ED00D,18,1937,15,0,,-279,
3E3E9B15-9729-4243-2538-180FEC6CD401,52,1938,19,0,,-114,
F946596F-7F39-7332-5B0F-673193D588EF,37,1941,17,0,,-189,
6F801EF7-1CFD-7F1C-3E5B-FF981A1C016E,71,1943,5,0,,-433,
F02660DD-E684-8ECB-738D-A0DE181F59DA,19,1944,15,0,,-681,
C287973C-00D7-76A9-FDED-9A98E09B3D9F,92,1946,11,0,,-452,
B3493DAE-FB26-DBDD-2F0E-0EDB4FB5B358,84,1947,8,0,,-590,
B70224E2-5DC9-A858-A433-20426875C1E6,88,1948,8,0,,6,
720485E8-0910-F729-3D5D-78CA4A812E53,20,1949,19,0,,-254,
D228CB55-B4A0-C355-C862-04ABD29E0F5F,21,1951,12,0,,-404,
A94B2EDD-6665-235B-CCB2-1DC6A9991578,15,1954,2,0,,-231,
2BBE25CD-2313-B668-EB40-3AE070FA776D,54,1958,15,0,,8,
F300B01F-D223-A907-09C0-A174011375DA,69,1959,9,0,,-533,
F315CE4A-CB52-205E-347F-288E0955CE46,85,1961,1,0,,-595,
289C43B7-37E1-566A-3248-F4152304F47E,66,1971,15,0,,-319,
