LEAD_TK,ASS_NUM,PRO_NUM,CON_NUM
1660,1,18,21
1661,6,20,28
1662,2,17,21
1663,6,20,30
1664,4,16,26
1665,8,13,30
1666,8,15,23
1667,6,12,28
1668,10,15,22
1669,1,16,27
1670,2,11,26
1671,2,12,24
1672,4,12,28
1673,4,14,27
1674,7,12,27
1675,10,18,28
1676,3,17,29
1677,3,11,30
1678,9,20,29
1679,3,17,22
1680,8,11,23
1681,10,19,26
1682,9,20,28
1683,9,11,29
1684,6,17,22
1685,7,17,23
1686,1,13,23
1687,4,17,22
1688,8,16,24
1689,9,17,24
1690,3,13,21
1691,1,20,21
1692,6,16,28
1693,7,20,27
1694,4,16,25
1695,9,20,24
1696,4,15,21
1697,4,11,21
1698,4,13,23
1699,4,15,29
1700,3,15,23
1701,3,11,29
1702,10,19,26
1703,7,15,30
1704,5,12,29
1705,8,11,21
1706,4,20,22
1707,10,11,24
1708,9,15,30
1709,9,15,22
1710,4,20,29
1711,2,20,23
1712,5,14,29
1713,7,13,30
1714,9,13,26
1715,6,17,22
1716,7,11,27
1717,6,13,26
1718,7,14,28
1719,3,11,26
1720,10,19,22
1721,3,19,23
1722,9,16,30
1723,9,13,30
1724,5,16,25
1725,3,20,21
1726,3,15,26
1727,5,14,24
1728,6,19,29
1729,5,12,22
1730,7,13,30
1731,1,20,22
1732,3,15,25
1733,8,14,21
1734,4,15,30
1735,8,14,24
1736,7,14,22
1737,5,17,25
1738,2,15,27
1739,7,16,22
1740,9,13,26
1741,7,16,30
1742,10,13,24
1743,8,18,29
1744,6,14,24
1745,9,15,21
1746,4,12,27
1747,5,13,28
1748,7,20,22
1749,1,11,25
1750,1,16,29
1751,3,16,22
1752,4,15,21
1753,1,19,21
1754,9,16,30
1755,10,17,27
1756,9,16,29
1757,10,18,25
1758,10,19,29
1759,5,11,21
1760,8,18,30
1761,4,18,21
1762,5,14,24
1763,5,19,22
1764,8,17,30
1765,10,12,27
1766,9,11,29
1767,7,11,29
1768,9,20,21
1769,5,16,22
1770,10,15,22
1771,8,16,28
1772,4,20,29
1773,6,16,22
1774,2,14,21
1775,3,16,30
1776,7,14,29
1777,3,17,25
1778,5,17,25
1779,5,20,21
1780,7,17,23
1781,9,12,21
1782,9,18,22
1783,3,17,24
1784,8,14,26
1785,1,18,30
1786,2,17,23
1787,8,16,27
1788,3,16,27
1789,8,15,22
1790,2,20,26
1791,9,12,24
1792,5,13,30
1793,2,20,29
1794,10,15,28
1795,7,12,27
1796,10,19,26
1797,2,12,26
1798,9,11,29
1799,5,17,30
1800,3,20,22
1801,1,16,29
1802,2,19,25
1803,10,12,30
1804,9,16,21
1805,1,20,25
1806,8,20,24
1807,8,15,24
1808,8,20,25
1809,7,13,21
1810,7,18,27
1811,3,19,30
1812,5,12,27
1813,7,11,28
1814,6,14,21
1815,6,16,28
1816,4,20,28
1817,2,15,23
1818,7,13,28
1819,2,19,28
1820,1,12,22
1821,10,13,27
1822,1,17,22
1823,9,17,26
1824,1,19,30
1825,9,14,26
1826,6,17,30
1827,2,12,25
1828,2,14,30
1829,7,11,24
1830,1,11,24
1831,5,19,22
1832,4,18,30
1833,8,14,21
1834,1,13,23
1835,8,12,28
1836,10,11,28
1837,7,18,27
1838,6,16,22
1839,8,12,26
1840,6,13,23
1841,2,18,21
1842,5,13,23
1843,7,17,21
1844,9,19,27
1845,2,14,22
1846,8,14,22
1847,9,11,30
1848,3,18,29
1849,6,16,24
1850,1,19,24
1851,9,16,24
1852,3,18,22
1853,1,15,22
1854,9,18,30
1855,6,13,26
1856,6,14,23
1857,2,16,29
1858,1,16,25
1859,6,19,29
1860,2,19,27
1861,4,16,30
1862,9,17,29
1863,10,19,21
1864,8,11,23
1865,5,13,30
1866,3,17,27
1867,6,11,26
1868,2,20,28
1869,1,19,30
1870,2,20,26
1871,5,15,21
1872,6,20,22
1873,3,15,29
1874,10,20,25
1875,10,15,24
1876,4,19,26
1877,8,16,25
1878,6,14,30
1879,4,12,21
1880,10,16,27
1881,2,19,22
1882,10,11,27
1883,3,13,24
1884,3,11,22
1885,3,11,21
1886,6,19,23
1887,1,17,29
1888,1,15,30
1889,6,19,22
1890,2,19,24
1891,1,17,26
1892,2,17,28
1893,2,15,29
1894,2,19,24
1895,8,14,23
1896,8,20,29
1897,2,12,24
1898,3,18,26
1899,7,15,30
1900,6,20,28
1901,9,13,25
1902,3,17,21
1903,5,13,28
1904,3,17,25
1905,6,15,30
1906,5,17,21
1907,3,13,28
1908,10,19,27
1909,4,15,30
1910,8,17,25
1911,5,15,23
1912,5,17,25
1913,7,18,29
1914,5,13,28
1915,3,19,27
1916,7,12,22
1917,10,18,29
1918,7,18,27
1919,10,12,25
1920,10,11,25
1921,9,19,21
1922,2,16,25
1923,8,12,26
1924,2,14,21
1925,7,12,30
1926,1,14,21
1927,8,14,25
1928,3,16,23
1929,1,19,21
1930,3,18,25
1931,9,14,25
1932,8,20,25
1933,10,14,27
1934,8,14,23
1935,8,16,23
1936,5,14,24
1937,3,12,25
1938,9,14,25
1939,4,11,22
1940,1,12,21
1941,4,11,30
1942,7,13,28
1943,7,17,24
1944,8,11,25
1945,8,14,26
1946,9,18,25
1947,9,13,29
1948,10,15,22
1949,6,16,30
1950,6,14,24
1951,7,20,28
1952,1,11,21
1953,6,16,22
1954,3,15,26
1955,2,15,28
1956,4,18,30
1957,4,15,25
1958,2,19,24
1959,7,16,22
1960,6,16,27
1961,2,15,22
1962,6,18,28
1963,2,20,24
1964,9,13,30
1965,10,14,24
1966,5,14,21
1967,4,18,30
1968,4,15,27
1969,7,18,24
1970,5,19,29
1971,6,17,25
1972,5,17,28
1973,3,13,24
1974,3,12,23
1975,7,13,23
1976,4,20,29
1977,4,16,30
1978,4,19,25
1979,1,20,24
1980,8,19,30
1981,3,19,25
1982,7,15,29
1983,3,11,30
1984,3,13,22
1985,3,19,22
1986,9,16,25
1987,2,16,23
1988,8,11,25
1989,4,11,27
1990,9,18,28
1991,10,15,22
1992,6,14,24
1993,8,11,29
1994,1,18,23
1995,3,12,29
1996,10,13,30
1997,9,20,23
1998,9,12,26
1999,10,18,21
2000,1,13,30
2001,9,12,27
2002,4,20,23
2003,10,12,26
2004,3,13,30
2005,7,12,26
2006,3,15,27
2007,6,11,21
2008,6,18,28
2009,7,15,26
2010,5,12,28
2011,2,13,22
2012,5,18,29
2013,1,20,26
2014,7,20,29
2015,5,12,27
2016,10,11,28
2017,8,15,22
2018,7,19,26
2019,3,12,23
2020,5,15,22
2021,5,14,29
2022,9,19,28
2023,1,18,28
2024,2,18,27
2025,6,13,26
2026,2,12,30
2027,10,17,27
2028,1,15,23
2029,10,15,30
2030,4,14,30
2031,1,18,26
2032,9,20,22
2033,6,20,29
2034,9,14,21
2035,7,20,25
2036,6,18,30
2037,8,19,30
2038,1,12,21
2039,1,17,21
2040,1,14,23
2041,8,18,24
2042,7,13,23
2043,6,11,26
2044,1,11,24
2045,7,11,23
2046,5,13,21
2047,3,20,27
2048,5,14,27
2049,6,11,23
2050,5,14,21
2051,5,15,25
2052,1,18,28
2053,9,15,27
2054,7,16,22
2055,7,19,26
2056,5,20,23
2057,4,17,29
2058,5,12,30
2059,7,19,30
2060,5,12,26
2061,8,16,29
2062,7,13,21
2063,6,14,28
2064,3,11,30
2065,2,18,23
2066,5,20,30
2067,10,14,23
2068,10,17,23
2069,8,13,27
2070,1,15,29
2071,5,18,30
2072,4,12,24
2073,9,19,24
2074,3,11,29
2075,6,11,25
2076,3,16,29
2077,4,14,26
2078,1,13,30
2079,9,12,27
2080,9,19,28
2081,1,20,24
2082,10,13,27
2083,6,14,23
2084,7,14,26
2085,10,20,21
2086,8,13,24
2087,10,12,29
2088,6,11,27
2089,1,12,28
2090,9,11,28
2091,8,19,24
2092,7,18,23
2093,10,14,23
2094,3,18,28
2095,5,17,26
2096,10,15,23
2097,9,16,28
2098,9,13,21
2099,8,15,21
2100,4,16,23
2101,7,11,27
2102,5,17,30
2103,1,17,23
2104,4,13,27
2105,5,16,21
2106,8,17,21
2107,2,18,24
2108,2,13,23
2109,6,18,22
2110,9,16,25
2111,5,20,24
2112,8,19,25
2113,8,12,30
2114,9,19,27
2115,1,17,22
2116,8,18,27
2117,8,13,23
2118,10,16,27
2119,3,15,23
2120,10,15,22
2121,5,16,29
2122,6,20,22
2123,9,17,25
2124,7,13,27
2125,4,11,28
2126,5,12,22
2127,1,17,24
2128,3,13,28
2129,7,17,21
2130,10,13,21
2131,6,16,24
2132,5,15,22
2133,1,17,26
2134,10,16,22
2135,6,11,29
2136,8,11,21
2137,10,20,21
2138,3,11,25
2139,10,17,30
2140,5,16,21
2141,7,12,29
2142,8,19,25
2143,5,13,23
2144,6,16,25
2145,6,16,27
2146,10,16,30
2147,10,14,28
2148,5,14,27
2149,4,16,29
2150,7,17,28
2151,7,14,24
2152,7,12,23
2153,5,18,25
2154,7,17,24
2155,5,17,23
2156,6,12,22
2157,8,19,26
2158,6,12,29
2159,3,12,24
2160,7,11,25
2161,4,17,29
2162,7,16,24
2163,2,20,27
2164,9,12,26
2165,10,11,22
2166,9,16,21
2167,9,18,24
2168,8,14,24
2169,4,11,30
2170,9,14,25
2171,8,17,24
2172,6,16,22
2173,2,17,22
2174,10,18,24
2175,9,15,26
2176,5,18,22
2177,6,13,26
2178,10,12,27
2179,6,13,21
2180,9,17,23
2181,5,14,25
2182,10,16,22
2183,8,19,22
2184,6,15,30
2185,2,17,28
2186,9,19,23
2187,9,16,22
2188,2,15,22
2189,8,13,28
2190,3,15,22
2191,9,15,24
2192,2,13,22
2193,7,12,27
2194,8,12,30
2195,8,18,26
2196,3,20,27
2197,3,18,22
2198,9,14,21
2199,8,16,22
2200,10,19,22
2201,8,19,23
2202,7,16,30
2203,3,13,26
2204,5,15,23
2205,7,11,27
2206,5,14,23
2207,9,16,25
2208,8,12,22
2209,10,17,25
2210,10,12,21
2211,4,11,27
2212,9,11,26
2213,4,13,26
2214,10,18,21
2215,8,13,29
2216,1,11,22
2217,10,14,27
2218,9,17,27
2219,5,14,26
2220,6,17,27
2221,9,15,27
2222,3,18,23
2223,6,13,23
2224,2,13,22
2225,1,15,27
2226,9,20,23
2227,10,19,27
2228,7,13,23
2229,10,19,25
2230,6,18,29
2231,10,18,30
2232,7,20,24
2233,2,17,24
2234,6,17,28
2235,8,11,29
2236,9,13,21
2237,6,17,26
2238,1,14,24
2239,8,12,29
2240,10,14,23
2241,6,12,26
2242,10,19,30
2243,2,11,21
2244,7,18,24
2245,5,19,28
2246,2,19,29
2247,4,13,21
2248,5,19,21
2249,3,11,27
2250,8,17,29
2251,4,13,22
2252,2,12,25
2253,9,15,21
2254,1,16,28
2255,2,17,28
2256,8,20,26
2257,2,19,25
2258,10,18,21
2259,7,19,22
2260,6,13,29
2261,8,12,24
2262,7,14,28
2263,7,17,21
2264,2,16,23
2265,8,16,23
2266,8,13,21
2267,7,16,28
2268,3,15,25
2269,1,18,24
2270,3,16,30
2271,7,18,24
2272,5,19,24
2273,7,15,26
2274,10,13,28
2275,10,14,25
2276,8,20,25
2277,1,16,22
2278,10,14,21
2279,2,14,21
2280,7,14,26
2281,5,13,23
2282,5,16,24
2283,9,20,21
2284,9,11,25
2285,10,12,28
2286,7,18,28
2287,3,13,30
2288,8,12,29
2289,2,18,21
2290,2,12,28
2291,5,17,28
2292,1,11,21
2293,1,14,28
2294,8,15,26
2295,5,13,23
2296,4,20,24
2297,6,13,29
2298,9,18,23
2299,7,18,30
2300,9,20,27
2301,3,16,21
2302,4,19,25
2303,1,17,30
2304,9,16,23
2305,3,11,22
2306,4,16,25
2307,4,12,22
2308,6,12,24
2309,2,17,27
2310,10,15,25
2311,5,14,28
2312,3,19,29
2313,5,19,21
2314,1,17,30
2315,10,18,30
2316,3,16,24
2317,7,13,25
2318,1,15,21
2319,10,17,29
2320,1,14,21
2321,6,13,27
2322,8,14,29
2323,7,13,26
2324,10,13,28
2325,2,19,28
2326,2,19,22
2327,3,12,26
2328,6,18,22
2329,1,20,21
2330,6,13,30
2331,1,12,22
2332,1,18,21
2333,8,18,22
2334,2,15,30
2335,4,12,28
2336,2,16,25
2337,8,19,27
2338,5,11,25
2339,6,19,24
2340,1,17,27
2341,8,13,24
2342,9,19,26
2343,3,11,30
2344,2,15,29
2345,1,16,23
2346,9,12,24
2347,8,13,27
2348,4,20,29
2349,4,11,23
2350,5,13,24
2351,4,13,23
2352,2,17,22
2353,4,12,25
2354,8,20,28
2355,1,12,27
2356,1,16,29
2357,2,20,21
2358,7,12,27
2359,2,11,30
2360,8,11,27
2361,3,20,23
2362,1,12,30
2363,3,13,25
2364,3,15,30
2365,7,13,25
2366,3,13,25
2367,3,17,26
2368,10,15,29
2369,8,20,30
2370,4,15,28
2371,5,20,23
2372,9,11,23
2373,3,12,21
2374,9,19,24
2375,5,12,26
2376,5,11,29
2377,9,12,29
2378,7,18,28
2379,5,19,25
2380,3,17,29
2381,7,16,29
2382,8,17,29
2383,8,18,30
2384,3,13,23
2385,4,17,24
2386,1,18,24
2387,6,16,30
2388,2,11,29
2389,2,20,21
2390,6,16,27
2391,3,14,30
2392,1,13,23
2393,6,14,24
2394,2,17,24
2395,1,17,22
2396,1,11,29
2397,2,17,23
2398,6,15,24
2399,5,19,23
2400,9,19,23
2401,3,17,22
2402,2,18,30
2403,5,19,29
2404,2,16,21
2405,4,19,23
2406,8,20,27
2407,3,12,24
2408,10,20,24
2409,1,20,29
2410,10,18,28
2411,8,17,28
2412,8,15,21
2413,6,11,25
2414,2,12,30
2415,7,11,22
2416,10,11,23
2417,10,14,21
2418,10,19,29
2419,4,18,24
2420,5,14,29
2421,1,20,23
2422,1,12,26
2423,4,12,25
2424,7,18,26
2425,9,15,21
2426,2,17,21
2427,5,12,25
2428,5,11,29
2429,2,18,30
2430,5,20,24
2431,9,11,22
2432,10,14,30
2433,6,12,22
2434,4,16,23
2435,1,13,21
2436,2,17,25
2437,1,17,21
2438,7,11,30
2439,6,19,30
2440,8,17,29
2441,3,15,22
2442,6,19,29
2443,9,12,24
2444,7,11,25
2445,2,12,25
2446,5,16,24
2447,3,16,23
2448,5,14,23
2449,1,13,23
2450,10,18,22
2451,8,17,30
2452,7,20,29
2453,9,19,29
2454,7,11,30
2455,5,18,27
2456,10,12,25
2457,3,15,26
2458,10,14,29
2459,5,20,24
2460,10,18,28
2461,5,16,28
2462,6,20,22
2463,1,11,29
2464,4,13,23
2465,5,15,27
2466,10,17,27
2467,1,11,29
2468,7,11,24
2469,8,16,24
2470,9,12,22
2471,5,13,28
2472,2,18,23
2473,4,16,25
2474,3,11,28
2475,9,13,21
2476,4,12,27
2477,6,17,26
2478,3,14,27
2479,10,14,29
2480,2,20,29
2481,8,18,30
2482,9,19,24
2483,5,17,22
2484,5,18,22
2485,6,17,22
2486,7,18,30
2487,4,15,29
2488,10,19,25
2489,7,20,27
2490,9,15,25
2491,8,11,28
2492,3,16,23
2493,4,11,23
2494,9,19,28
2495,6,19,21
2496,7,18,22
2497,2,19,24
2498,7,17,23
2499,4,16,23
2500,5,12,23
2501,4,17,25
2502,3,14,30
2503,4,12,22
2504,4,14,23
2505,1,15,27
2506,1,14,24
2507,10,13,22
2508,4,18,26
2509,4,18,29
2510,1,15,23
2511,2,12,30
2512,8,17,27
2513,3,13,27
2514,4,14,21
2515,6,18,22
2516,9,16,27
2517,1,17,22
2518,3,19,22
2519,6,16,27
2520,2,12,21
2521,4,15,22
2522,1,11,28
2523,8,16,23
2524,5,13,29
2525,6,14,25
2526,1,15,25
2527,8,11,27
2528,8,16,24
2529,8,16,30
2530,9,20,30
2531,3,20,21
2532,6,19,21
2533,9,12,24
2534,3,17,28
2535,8,20,27
2536,8,16,21
2537,10,17,30
2538,3,15,22
2539,5,17,30
2540,6,13,23
2541,6,17,21
2542,6,15,28
2543,8,20,29
2544,2,12,26
2545,2,19,30
2546,9,17,30
2547,3,14,27
2548,6,17,30
2549,10,18,27
2550,7,13,29
2551,6,18,21
2552,9,12,21
2553,7,11,27
2554,2,11,23
2555,8,11,23
2556,7,16,22
2557,10,20,23
2558,2,12,25
2559,6,16,23
2560,6,12,25
2561,2,19,27
2562,8,12,29
2563,1,19,25
2564,10,19,27
2565,10,19,25
2566,3,15,28
2567,10,17,30
2568,4,16,29
2569,8,13,29
2570,2,18,30
2571,10,13,27
2572,5,18,22
2573,4,18,25
2574,5,15,25
2575,9,11,29
2576,7,18,30
2577,6,14,21
2578,4,11,22
2579,3,20,30
2580,5,17,29
2581,8,18,29
2582,4,11,29
2583,6,20,24
2584,3,14,22
2585,8,15,30
2586,8,17,29
2587,8,19,22
2588,7,17,23
2589,8,16,26
2590,5,18,22
2591,1,12,26
2592,7,16,30
2593,10,16,29
2594,4,11,30
2595,3,19,22
2596,4,15,24
2597,8,11,25
2598,8,15,26
2599,4,18,25
2600,6,18,27
2601,9,14,21
2602,8,12,27
2603,3,18,30
2604,4,16,30
2605,10,20,27
2606,3,13,30
2607,7,16,27
2608,2,12,28
2609,2,13,29
2610,1,18,28
2611,4,19,24
2612,1,12,21
2613,10,13,22
2614,1,15,30
2615,4,14,29
2616,4,20,24
2617,1,13,30
2618,8,12,23
2619,8,18,26
2620,2,12,27
2621,8,11,28
2622,6,16,25
2623,7,16,29
2624,7,11,21
2625,6,15,24
2626,5,13,23
2627,7,16,23
2628,10,19,24
2629,7,14,29
2630,5,16,24
2631,3,11,26
2632,8,20,27
2633,4,16,25
2634,2,11,28
2635,3,19,23
2636,3,19,22
2637,7,20,28
2638,2,13,23
2639,8,14,28
2640,4,11,22
2641,2,16,30
2642,5,13,26
2643,9,13,23
2644,4,15,21
2645,4,14,25
2646,10,19,25
2647,8,12,21
2648,6,17,28
2649,10,11,27
2650,5,13,23
2651,1,11,28
2652,3,11,26
2653,9,18,25
2654,6,19,30
2655,3,13,23
2656,9,17,29
2657,7,11,24
2658,8,19,27
2659,3,18,29
2660,1,16,27
2661,7,11,27
2662,2,17,30
2663,9,20,21
2664,4,19,26
2665,10,13,21
2666,6,13,26
2667,9,19,22
2668,6,16,21
2669,5,16,29
2670,10,20,29
2671,1,11,22
2672,4,14,27
2673,4,14,22
2674,2,15,27
2675,7,12,26
2676,4,16,23
2677,5,16,26
2678,5,19,25
2679,6,18,26
2680,1,11,26
2681,9,16,26
2682,4,18,22
2683,10,13,30
2684,4,13,27
2685,10,15,30
2686,5,18,27
2687,4,12,26
2688,5,15,22
2689,7,16,26
2690,9,12,25
2691,7,12,22
2692,7,18,27
2693,3,17,27
2694,6,18,24
2695,2,11,25
2696,5,15,30
2697,3,11,21
2698,7,18,26
2699,5,16,24
2700,5,13,27
2701,7,19,24
2702,10,20,21
2703,1,12,22
2704,5,19,30
2705,3,20,30
2706,9,13,26
2707,4,11,23
2708,3,16,26
2709,9,11,25
2710,10,18,26
2711,1,16,21
2712,6,12,25
2713,8,13,27
2714,3,12,23
2715,3,16,30
2716,7,17,27
2717,4,11,29
2718,4,20,22
2719,9,12,22
2720,5,13,26
2721,1,18,23
2722,9,15,25
2723,5,15,28
2724,6,12,25
2725,4,19,22
2726,3,12,23
2727,1,12,27
2728,2,15,25
2729,9,11,28
2730,1,13,27
2731,3,13,28
2732,3,16,22
2733,3,12,21
2734,4,15,23
2735,4,17,29
2736,10,12,21
2737,8,12,28
2738,4,11,25
2739,8,12,26
2740,4,14,23
2741,7,13,25
2742,9,18,25
2743,10,16,25
2744,2,11,22
2745,6,17,25
2746,4,14,24
2747,10,14,28
2748,6,17,23
2749,7,15,30
2750,2,12,29
2751,6,11,22
2752,3,11,27
2753,9,15,22
2754,4,12,26
2755,10,18,23
2756,10,13,22
2757,8,11,24
2758,5,12,22
2759,2,14,28
2760,8,17,28
2761,8,13,29
2762,5,20,24
2763,4,18,23
2764,4,16,22
2765,2,13,25
2766,2,15,30
2767,9,20,26
2768,6,16,26
2769,1,20,28
2770,1,15,21
2771,5,18,28
2772,7,11,29
2773,1,12,30
2774,2,15,26
2775,9,15,23
2776,1,20,26
2777,10,13,29
2778,6,11,27
2779,9,20,22
2780,8,19,22
2781,3,17,23
2782,10,14,29
2783,8,16,24
2784,4,17,26
2785,9,11,28
2786,5,17,22
2787,1,19,27
2788,2,16,23
2789,1,11,30
2790,6,15,28
2791,1,12,22
2792,5,13,29
2793,6,14,21
2794,5,17,22
2795,5,20,26
2796,3,15,23
2797,4,12,21
2798,4,14,25
2799,8,20,24
2800,1,18,22
2801,8,11,27
2802,10,20,26
2803,6,14,22
2804,7,20,26
2805,7,11,28
2806,10,11,29
2807,6,14,24
2808,4,17,25
2809,3,19,30
2810,3,15,30
2811,3,19,26
2812,9,12,22
2813,5,18,23
2814,5,19,29
2815,3,13,23
2816,8,14,28
2817,3,13,22
2818,8,11,25
2819,10,13,22
2820,9,20,30
2821,10,19,26
2822,10,18,24
2823,9,12,27
2824,1,14,26
2825,7,18,21
2826,6,12,28
2827,7,19,26
2828,6,18,28
2829,10,14,30
2830,7,17,27
2831,2,12,30
2832,3,11,21
2833,1,15,25
2834,9,20,28
2835,10,16,21
2836,6,20,23
2837,1,18,21
2838,9,19,23
2839,4,20,23
2840,6,16,21
2841,10,17,29
2842,6,13,22
2843,7,20,21
2844,2,11,29
2845,3,19,29
2846,10,18,28
2847,7,14,30
2848,7,14,28
2849,1,16,29
2850,10,15,29
2851,8,13,29
2852,3,14,27
2853,1,19,27
2854,7,17,22
2855,6,17,27
2856,2,11,24
2857,6,14,25
2858,10,20,22
2859,5,14,30
2860,10,16,28
2861,5,11,25
2862,3,16,30
2863,4,15,22
2864,7,20,27
2865,3,14,29
2866,9,20,24
2867,10,17,27
2868,2,20,29
2869,1,19,24
2870,10,17,22
2871,7,17,29
2872,2,18,22
2873,9,17,25
2874,8,11,27
2875,3,11,23
2876,2,11,30
2877,3,13,23
2878,4,17,26
2879,3,17,23
2880,9,19,21
2881,1,20,22
2882,4,15,21
2883,1,13,26
2884,6,12,26
2885,3,11,24
2886,5,13,27
2887,9,19,25
2888,2,16,29
2889,2,11,24
2890,8,20,22
2891,4,20,23
2892,9,19,24
2893,9,17,24
2894,6,18,21
2895,7,13,29
2896,8,14,27
2897,9,11,23
2898,4,13,22
2899,4,13,24
2900,6,14,22
2901,2,19,24
2902,4,13,27
2903,6,11,22
2904,10,12,28
2905,4,11,28
2906,10,13,30
2907,1,20,26
2908,5,12,30
2909,7,11,30
2910,1,14,29
2911,5,12,26
2912,6,17,22
2913,9,13,21
2914,8,16,30
2915,1,12,24
2916,7,11,24
2917,5,16,28
2918,4,11,22
2919,1,19,28
2920,5,13,21
2921,8,11,28
2922,8,19,22
2923,8,20,27
2924,3,17,29
2925,8,14,23
2926,5,19,22
2927,9,19,23
2928,5,11,21
2929,5,18,24
2930,1,17,28
2931,5,15,30
2932,6,19,29
2933,9,19,29
2934,6,12,30
2935,6,17,23
2936,9,17,30
2937,1,16,28
2938,2,20,22
2939,3,15,28
2940,1,14,23
2941,10,20,28
2942,8,20,22
2943,8,12,30
2944,2,20,25
2945,9,11,26
2946,2,20,23
2947,4,20,30
2948,7,16,21
2949,1,16,29
2950,3,14,25
2951,7,19,30
2952,1,15,26
2953,7,15,28
2954,2,12,25
2955,3,19,24
2956,3,18,26
2957,8,16,30
2958,4,19,24
2959,5,18,25
2960,7,14,26
2961,8,20,26
2962,1,13,28
2963,4,20,26
2964,4,12,25
2965,4,17,30
2966,5,17,26
2967,9,12,29
2968,7,19,26
2969,8,15,25
2970,7,19,30
2971,1,14,28
2972,2,17,21
2973,2,16,23
2974,1,20,30
2975,5,14,21
2976,4,20,27
2977,6,11,28
2978,7,12,21
2979,4,17,29
2980,3,16,23
2981,1,16,30
2982,5,12,21
2983,2,12,28
2984,6,18,21
2985,6,11,22
2986,6,13,29
2987,8,14,23
2988,7,11,25
2989,6,14,26
2990,9,15,21
2991,6,15,29
2992,8,14,23
2993,3,11,30
2994,3,15,23
2995,2,18,27
2996,8,15,23
2997,2,12,25
2998,2,18,27
2999,10,19,21
3000,6,17,29
3001,10,14,21
3002,4,16,28
3003,2,19,28
3004,6,13,30
3005,3,20,21
3006,8,20,27
3007,7,12,21
3008,9,11,21
3009,4,16,24
3010,8,12,22
3011,10,16,27
3012,2,17,27
3013,1,14,29
3014,2,11,22
3015,10,19,26
3016,4,14,23
3017,4,11,24
3018,9,12,30
3019,10,19,28
3020,6,16,22
3021,9,20,21
3022,2,20,24
3023,2,16,27
3024,5,15,28
3025,10,12,26
3026,6,18,26
3027,9,11,28
3028,7,13,27
3029,7,17,22
3030,8,16,30
3031,7,15,23
3032,6,17,21
3033,10,13,28
3034,5,20,24
3035,7,15,25
3036,5,16,23
3037,9,17,28
3038,10,17,29
3039,4,12,26
3040,7,18,22
3041,10,20,22
3042,7,11,21
3043,4,12,28
3044,3,13,27
3045,7,14,21
3046,8,12,22
3047,8,13,22
3048,3,15,29
3049,9,14,29
3050,8,12,26
3051,2,15,29
3052,6,13,28
3053,4,15,30
3054,9,18,22
3055,8,18,22
3056,2,16,30
3057,9,12,21
3058,10,19,26
3059,9,17,23
3060,5,14,29
3061,2,12,30
3062,3,16,22
3063,5,17,27
3064,9,15,25
3065,7,18,29
3066,5,14,30
3067,6,20,30
3068,7,11,28
3069,2,14,22
3070,8,20,25
3071,1,12,29
3072,5,12,25
3073,9,17,29
3074,5,18,23
3075,2,19,23
3076,10,12,24
3077,3,18,27
3078,4,15,23
3079,5,15,29
3080,1,14,23
3081,8,16,24
3082,2,18,30
3083,6,17,29
3084,8,19,26
3085,3,11,28
3086,9,20,26
3087,10,20,30
3088,7,12,21
3089,6,17,30
3090,6,13,28
3091,2,14,22
3092,6,19,25
3093,3,16,27
3094,3,13,24
3095,7,18,30
3096,6,14,21
3097,8,15,26
3098,2,16,22
3099,6,19,28
3100,9,20,27
3101,4,11,29
3102,8,13,29
3103,5,19,29
3104,4,18,22
3105,4,19,27
3106,2,17,28
3107,6,14,27
3108,9,20,27
3109,7,13,25
3110,5,17,29
3111,3,15,30
3112,2,18,29
3113,10,14,21
3114,1,13,28
3115,8,14,28
3116,2,19,26
3117,5,18,27
3118,2,11,22
3119,8,20,26
3120,1,13,26
3121,7,11,25
3122,8,14,28
3123,10,18,30
3124,3,20,30
3125,6,20,26
3126,6,20,21
3127,4,18,22
3128,6,16,22
3129,3,13,22
3130,8,14,28
3131,8,20,24
3132,10,19,24
3133,2,16,30
3134,2,18,24
3135,3,15,22
3136,4,16,22
3137,3,17,22
3138,2,17,27
3139,9,16,23
3140,9,11,30
3141,4,16,27
3142,3,17,23
3143,5,12,27
3144,9,13,23
3145,7,20,29
3146,8,12,21
3147,6,20,24
3148,3,15,25
3149,6,17,30
3150,1,18,21
3151,2,11,23
3152,9,15,22
3153,5,17,22
3154,2,15,24
3155,1,13,21
3156,7,17,21
3157,1,12,30
3158,3,18,30
3159,2,14,27
3160,2,18,22
3161,4,18,29
3162,10,15,25
3163,1,18,21
3164,9,15,30
3165,6,11,26
3166,1,19,24
3167,3,20,22
3168,8,20,29
3169,8,15,27
3170,8,16,30
3171,2,17,22
3172,5,20,28
3173,5,18,29
3174,8,18,25
3175,7,13,25
3176,1,15,30
3177,1,15,29
3178,6,20,21
3179,2,16,25
3180,1,13,26
3181,3,13,29
3182,5,16,27
3183,3,20,24
3184,1,15,29
3185,9,20,27
3186,7,14,23
3187,1,12,24
3188,10,20,25
3189,10,17,28
3190,10,13,27
3191,7,11,27
3192,2,20,29
3193,9,17,21
3194,2,16,26
3195,2,18,27
3196,6,15,21
3197,3,20,27
3198,5,20,27
3199,1,17,26
3200,1,12,29
3201,9,17,27
3202,2,14,26
3203,1,16,22
3204,9,19,24
3205,9,13,22
3206,7,14,23
3207,8,14,21
3208,1,19,27
3209,5,13,24
3210,5,11,28
3211,7,13,24
