LEAD_ID|LEAD_TK_RAND|LEAD_CREATED_TK_RAND|LEAD_MODIFIED_TK_RAND|LEAD_CONVERTED_TK_RAND|CAMPAIGN_TK_RAND|ASSIGNED_USER_TK_RAND
7ED11901-AD3E-B0F6-E791-9087FAB75AFB|2192|394|376|592|5|7
E55FC6D4-C02B-38B9-6F92-77757F77F00C|2193|387|325|297|1|2
CE4DBF21-4187-649D-F4F1-4BC217369286|2194|135|35|478|1|3
933E298C-8C1C-00BB-67C9-89CE1DB35DA6|2195|223|415|69|5|17
E4FDDB86-83EC-76C0-8C3A-2D0FEB8D0AF3|2196|275|615|508|3|7
CD620519-52F8-65A3-9FEC-DAAF9F623053|2197|442|311|381|2|13
AD2EF057-182E-73C9-138F-A18398FEBE60|2198|578|200|124|4|7
F0AD4E22-2071-5C05-33AF-B0F0DEE6B125|2199|171|226|411|2|1
A63324DD-0AB5-DF08-C8E6-E22CC2C0E0D2|2200|362|434|166|1|6
E8AD6AA1-6F81-F18E-1235-BCA908751000|2201|374|408|623|2|8
7D9E5FBA-45B9-7D48-22B5-868DD47124B3|2202|329|496|489|3|17
4D35FD4D-8A77-411E-140A-0C7F5DE3C3BA|2203|567|3|128|2|17
1DE26967-3E72-3B63-87FC-83A7612E21CF|2204|67|103|279|2|20
B3ED3010-6428-7C0F-CE4B-7CA89B4D46C1|2205|553|562|152|2|9
165AA51E-6B75-7123-45D9-42E454322125|2206|322|206|111|5|14
E3E4699F-B2A7-8FD9-E8C9-9E8DB6C07D24|2207|608|716|608|3|18
69E58DAF-36C8-692C-5E2E-D0AB9AA05473|2208|129|157|535|1|4
85AA183B-C376-7628-9EB3-D7528178F407|2209|466|120|475|3|9
9BCD368A-D180-EBB2-887D-DD51035FD2E2|2210|145|459|656|4|10
90AA1FBB-C275-BF5A-918F-DF1970A4097C|2211|90|709|162|5|7
20CC448E-FE2B-D496-3641-1A1B9F35796C|2212|295|16|548|1|15
ECF130EA-9CFA-141D-7940-F637A17AA13A|2213|48|514|261|2|20
F0E115C1-C86C-020B-E46A-1011B9066F7A|2214|725|116|650|5|15
9FDF6CB6-77DA-7433-29C3-8BB3766030A5|2215|506|130|427|4|14
1370CEC5-40E3-34C8-975D-11393A2F6631|2216|142|127|278|3|19
D0388096-132C-4E12-DC1A-5DE1F968EB4C|2217|360|149|651|2|15
77F70827-C177-3EE4-F512-794239590089|2218|656|455|493|4|11
8E1472DE-2BD1-6F94-A27A-9283442F0156|2219|477|404|648|4|20
479523D6-F2FE-595B-ADD9-2FB60081B08F|2220|529|145|596|2|7
BD8A6313-D2B3-AB65-2A68-A4A074AA85FE|2221|519|150|400|3|1
2D7524F7-FD6A-B13F-5ADA-6E774A52DCA5|2222|513|505|321|4|17
0E27FF8F-F23B-85C1-452E-79890428C9DE|2223|56|599|107|4|2
D11303B8-B825-CD60-0875-95E9087FACE7|2224|702|289|36|2|3
71C2BF5A-0F2F-46F4-0B11-68D31EA3D7A6|2225|211|458|189|1|19
570A562E-112F-65FF-98B9-6ADD6FFC8220|2226|671|168|700|2|18
08DCE62E-C6A3-002E-AA87-54DA76DE7BBA|2227|49|264|308|4|17
DB977CC1-E000-91D2-58B0-AE3EBAB6E5AD|2228|345|170|273|1|1
D1641192-CCDB-72D9-4766-0022C25A5B90|2229|521|493|548|4|3
65865A3F-274B-CC7E-2C4B-501C8DBF9CCE|2230|79|654|587|5|14
9EE91D9E-23D0-6801-A109-C8C1A3F7660F|2231|115|85|618|1|1
C142D792-11C0-3313-6258-BE9637B09502|2232|323|335|116|5|2
B526E0C4-DEDD-3B04-8854-3460A80A4316|2233|257|306|237|3|3
5C4B3164-257C-A33E-4A5A-2B12B80C854B|2234|24|628|655|3|2
159EC189-B846-B142-A0DF-E80AFF453D80|2235|286|455|684|1|16
E3755CC2-CB9D-827F-3207-628CB73B9B2D|2236|342|55|347|5|13
1CB76E65-EB8F-27F5-2D1E-1668F986D8E5|2237|59|687|387|1|4
0F15B635-B9F5-4833-EFE8-73C018F4DF30|2238|222|618|111|3|18
0E4C3337-0BA6-F41A-8AA7-E95F8163C69E|2239|607|294|35|1|12
7BA2D43D-4A94-A863-ADBD-233707F206CD|2240|553|28|394|3|15
C39491D2-59DE-DF40-71C7-DC3D4DC5B60E|2241|700|109|545|3|10
2AAC0E85-35C1-E993-E8CD-8615CE39FD55|2242|575|502|620|5|20
7D632A1D-7817-DC45-C762-C48ED7E1E011|2243|364|429|183|4|9
34865DE4-0044-4507-C62C-1415FEE58302|2244|420|88|330|1|3
FF3880F5-3425-1D2A-2628-3A4739914469|2245|645|33|184|3|7
F2CD910A-8D4C-FFCD-5333-B9B537232EA1|2246|647|333|372|5|15
49F90886-54FC-848B-E4C6-79BE813431F6|2247|523|621|363|3|9
11B0269B-A235-20BB-AC00-EBB0CE933715|2248|121|140|119|3|9
87BEF8BD-3AEB-588D-6F9D-07A2D4B1677C|2249|383|264|395|5|10
B1F79859-C2DB-20A4-76E7-77E1342647F0|2250|320|506|555|1|10
2EADFD67-60F7-D75D-B588-A83C3D87CCDE|2251|689|150|92|3|2
68196328-5302-71A6-C352-105A255FDFF5|2252|158|661|338|3|19
2531E7CF-8881-6D0B-F3E5-5A5A5A84F73C|2253|690|89|719|5|16
6E97B4D8-B424-E464-6827-E68EFBDE213E|2254|529|586|133|4|11
FE8BC0E9-DCE7-F293-3F08-355E2A45F3EB|2255|383|601|151|5|3
F090358B-3080-48CF-08B9-21C0AF6FFD57|2256|339|227|616|2|1
9BE687DD-E72F-D454-2923-5B0DE3168E4C|2257|429|385|154|4|1
F67CEEE2-9FC7-60B7-0230-513ACE79CCDE|2258|400|74|511|3|16
F28D4A49-29E6-9243-2C91-BB0493DFA98C|2259|297|379|222|3|9
57B9BBD8-DCE0-6D1E-4696-C7C732C0D4E6|2260|433|642|204|3|11
03EA4416-0FE2-A1F1-0CC2-DAF9C5F1A17B|2261|505|96|248|2|6
8AC5DB7C-56AC-6584-1AA4-5A7923E92476|2262|567|498|543|4|11
07190FB9-C899-0FB4-0623-B48B1D90ACE7|2263|209|558|12|4|8
643EE276-E00C-651D-40F9-453CF43C1DB1|2264|547|511|484|1|7
698D4832-44D5-52ED-22A1-0F0B43E1E985|2265|241|502|342|2|20
A8304BF9-2E60-D860-8C70-ABA815BF3D65|2266|191|506|472|4|16
A0A503E6-2303-008A-91A5-22505CE6638E|2267|616|56|221|3|1
A66B00B9-FCA2-E409-0987-05541310D70C|2268|564|137|134|1|19
9BA58353-8BDF-3A46-E28D-5BF01C01F771|2269|205|365|722|3|3
9531917F-F0BE-C9DC-4B6B-F8DBA233ECE1|2270|304|112|281|3|19
6D1CADBA-891A-AE14-9EAF-931CE7F04C69|2271|638|411|535|1|14
03B7CCAE-209A-0AE1-9EC9-450F698B29B1|2272|653|36|268|1|15
E14A59B4-F0A5-1122-5C60-B93D737A077C|2273|438|125|671|1|4
8E11CD1C-5F3B-59F6-9C04-F76CA2DF9A59|2274|657|343|152|5|20
EDC8AD17-1D89-EE4E-7491-5EF538E2452F|2275|137|64|599|4|9
EBE015AB-D14D-4AB3-A35D-9F4F2E37EF62|2276|332|133|17|3|10
4D219E98-0678-F2BE-E26F-183F25964CA6|2277|557|26|659|3|1
18E8E0C4-BC3A-55BB-0AC5-B49990E52C54|2278|384|379|456|5|16
C91357D9-34AD-DA95-8434-406189A2A58D|2279|23|502|348|4|9
3308CBFE-EEDA-07EE-9480-2ECB53CD4851|2280|614|294|387|3|9
4BCF06ED-A63C-7B9A-90C1-5B9723772964|2281|490|312|461|2|16
8F204ADB-E5AA-64C6-5921-5CA468E2DDCC|2282|416|722|470|1|19
96FDA1B6-D041-CB2D-9FB1-A7018AAC0069|2283|668|90|527|5|15
56DF7FF4-4693-1EFE-FDF6-2F83616784BD|2284|259|312|648|2|6
2C2D1F26-D8DF-0FA3-54FE-C5DBDF8C531E|2285|127|565|514|5|16
73E4D0EE-4EC7-37BC-6BA5-386EB4ABEECA|2286|456|355|237|2|9
EFF14143-A2F6-1FBA-EABA-88348490DC5F|2287|330|65|41|4|19
7FF4639E-E265-BB07-7EB9-459369207E29|2288|128|14|153|4|20
E8EEFBE0-050C-DA27-0773-746A322C79D7|2289|109|173|414|5|19
5804405F-4286-0636-ED65-3317AB920085|2290|200|34|654|3|3
0E21C58D-C8BC-25B0-B1DD-7E51F0EF8E69|2291|366|326|489|2|13
ADADC61F-63F1-DB97-0C61-3C384815BE85|2292|366|69|709|2|12
4CA58AFC-3025-593A-8A1B-7A1180ECF7A5|2293|321|268|633|1|6
2E64ECA2-A484-9A25-06D5-16885453D906|2294|408|139|253|3|6
6702F19D-1D33-51D7-904C-2EE1E12D1B7F|2295|191|542|552|4|7
6BD62C59-A224-C4DE-7C2F-28AA600C19A9|2296|290|141|61|3|13
4D757278-9538-EC5E-E37C-918341953244|2297|411|419|543|2|17
2C12BCA6-B3D9-113B-5ED8-81A1F9481A8D|2298|184|555|546|3|4
662A59CD-7B01-A65E-6ABF-65843897E7B9|2299|34|645|347|2|1
47EAD738-FDC6-ECCC-C2A5-277CD66C44F9|2300|639|240|549|2|7
967CB9BB-656D-A523-4E00-E6C3F485EF22|2301|341|409|199|3|1
08B4AC87-4BDD-958F-AAB5-A3E7006C8440|2302|306|596|280|1|2
5207A10F-045D-58F2-5550-DC98580F948C|2303|708|670|290|5|9
51250628-C4A6-8F52-F365-97C4198BE66B|2304|716|350|370|5|16
7754853D-B4BA-E8AC-C0D4-699BDF621976|2305|527|232|131|2|1
70D597B4-92D8-012B-6C0E-B2EBFC90816F|2306|4|378|479|4|4
C3993929-0953-57B5-4A71-EC3FF193266C|2307|504|126|320|4|3
81DD39C8-43E8-7CB8-7E1A-B6E27B5448BF|2308|126|396|192|4|11
1E07C575-6DB9-7CB7-7117-12BB6ECB1962|2309|228|67|119|5|20
D957B7A3-1C8B-B779-1F3D-0C6B50D8D97E|2310|689|336|306|3|4
134801F0-6C20-03D7-C302-BFFBF1143389|2311|2|546|155|1|15
257D9175-4A82-DFF6-2F9C-EDE9B1AEF4D2|2312|350|314|5|3|2
09CF0462-F609-2C03-BC3D-E404930CC6FB|2313|729|716|14|3|5
72714050-52B5-D7EE-9474-9AA0EFC05F8C|2314|401|483|570|2|4
ACCDC3D1-0566-53B9-A492-E52B94F7F84C|2315|511|432|523|1|1
4B850DA8-4AEF-878A-F993-7112DF1A7C8F|2316|337|437|175|4|3
26622AE0-FC32-EA16-574F-7EDB8D4B5524|2317|717|652|368|5|6
CEB76C17-1C02-453A-AB11-0741465B5327|2318|573|288|236|2|14
4D586E6D-D941-0734-A1DD-039F8E380D8E|2319|450|196|585|2|20
E93F86D5-52F6-3BD5-82E7-9E6C3190E0E4|2320|638|411|286|4|16
B3CE18CC-ACA0-6422-86A0-2C57125DE270|2321|189|226|536|3|11
11811C38-4AD8-B4B3-6B89-4AE9255EA3B6|2322|10|577|406|1|5
74C8217B-3CCF-D563-56D8-D4F0EFDF94DC|2323|365|317|690|2|12
5972582E-C80B-D4D9-DF43-502CFE5AF361|2324|501|62|170|5|7
5BB0E07F-4CC1-A84F-C6E6-EA14506C3150|2325|529|114|57|5|11
FA150641-0321-2602-E03E-A4BA657C455E|2326|332|533|160|1|5
2B897054-F964-49EE-D5F3-746CD737BAAF|2327|508|313|481|3|6
730CB84E-2180-03E6-47BF-5AEDBAEE79A4|2328|162|252|513|3|10
03893B16-69E6-496F-AF01-EF1938D60043|2329|481|486|341|1|11
F1D9D0A7-59CC-7013-37C4-22DE67F54A54|2330|695|454|456|1|17
B8CABF83-3BAE-98C8-1E66-CEBB4A7C7A6F|2331|439|125|350|4|18
6558BAE3-6552-A6ED-1358-E13BD4C253F8|2332|69|340|213|5|18
76F3BF3B-5541-564C-CF24-C4E946795DFB|2333|238|329|364|1|20
8BFE734A-4B10-CB4D-EC6D-0C9E8F02AE13|2334|121|302|555|3|13
DC2E4A97-2F2D-2A5D-6903-07A0B240373A|2335|93|330|715|1|3
CBF2A20D-2284-3A46-03C4-D374AB42FB87|2336|306|141|165|4|17
CA455D23-6039-570D-5A79-084F17C0648A|2337|220|709|649|2|3
959FFF19-3FE7-E4B8-0500-83F56F528862|2338|661|432|654|4|17
9C5BE799-FEE9-909C-3C7F-103B3E80F16B|2339|413|104|144|1|12
2757D7E3-07F4-5832-1B94-B5C90BB50F89|2340|649|381|49|3|13
E16B416C-C15B-1C89-303D-B050AE73A2C1|2341|351|283|43|4|15
D605F8DE-5FF0-5807-0A46-02E83C8E5203|2342|31|147|655|3|10
2F73860F-EA89-0863-C552-7294F3FF4994|2343|686|514|183|1|19
3AE0BD22-D6E6-2CA4-2B1C-CD70B31045CD|2344|96|106|657|1|4
47F0FE4E-AE6D-11A8-BC9C-47A007179D6D|2345|102|356|111|4|5
FED55CD6-6ED9-68F8-2CD6-6D4DF5901ACB|2346|532|664|615|5|8
0107E651-3F31-30AB-452F-8EFD89EDA5E0|2347|309|70|102|5|15
7820B9E0-D46F-7416-4E80-DCAC04735618|2348|609|481|406|1|7
D805A26F-6413-DA47-8113-9BE398B7FB09|2349|719|142|625|2|13
F2DF3ADD-C2B9-0310-5662-2061BD7984F7|2350|123|216|270|5|11
16F81E9E-1709-9A64-FA10-74208C5B6AE4|2351|407|24|165|3|20
30005332-16A5-F7C1-B4AA-3B3A4DD0193F|2352|89|67|476|4|11
79B7D6C5-2721-73FC-8D69-7E9DC8D076DA|2353|48|262|515|2|11
676E618C-2D18-21DD-0962-EA7A0DD79BDA|2354|110|626|217|3|13
B9FF69C9-E4B9-1D48-D019-DAB3050157CE|2355|673|419|277|2|11
5B93B4E6-FE1F-B1F1-8637-BFD67EBE10AF|2356|308|183|61|2|17
9DE21607-0EB2-DA0F-8A79-0DD9773ED79B|2357|258|387|404|5|5
360E6E2E-A69A-B8A8-DC61-9BC53458FB2A|2358|368|53|240|3|5
7F86DC3C-43E6-5517-FFF3-DA608BA62957|2359|127|680|515|1|2
ECEF38ED-067F-A05C-A6CE-EC2C40547478|2360|590|551|242|3|12
C1479FA8-575D-47AC-54E2-B6EB2ED28A60|2361|2|317|370|4|14
D651ADE7-C9D6-2567-1FC6-4A868948E67C|2362|83|212|165|5|19
8786DC05-039E-B260-611E-1FB23EBA679D|2363|110|110|235|1|3
8DE5CD77-173E-C23B-DB09-6EB8F92EA21A|2364|488|353|57|2|1
EA7F4992-5AC9-A68B-84A9-02E0451DE6AD|2365|393|607|677|3|15
DF7FC1BD-3FA9-8A9A-85B6-72869E130444|2366|217|149|698|1|4
2A7A7B47-181F-E45E-0082-2CEE7ED057DD|2367|124|352|35|1|18
667C2C81-1608-498F-9326-953C306F2E6E|2368|384|402|137|3|3
C114F3ED-34A3-5B76-8AB2-BB7FDF3D365C|2369|689|695|83|4|19
F308C73F-E05C-0CA3-40C5-FDF2612B6951|2370|725|212|260|2|17
F324BF4A-5059-545F-5E4A-594087E43D8E|2371|367|496|161|5|3
1ABE0CF9-097F-31D3-85B8-384E2B732412|2372|198|619|349|5|10
C6A61D9B-9228-C2A3-DD8F-5F67FA58804D|2373|648|256|419|2|10
885986A5-BBDE-D234-48EE-AB51727E4D31|2374|689|547|193|3|2
D9C7A08C-3832-E358-0F5E-1ABBEE27908E|2375|608|469|622|5|18
0D6BF158-EDC9-1D6D-CA99-6201C5EED961|2376|132|90|446|4|3
F8CD160F-ADA3-51F8-EB83-9EB827BB4643|2377|169|3|690|2|5
210F7C4B-E143-3671-D890-32F791BDF3C7|2378|411|529|447|2|6
D5C4282E-65D6-A43B-A506-E319BDCB2F82|2379|636|50|381|1|3
FB6DF3D7-C3F8-B43F-34C5-9362B6206D51|2380|126|567|618|2|7
9C10BDAC-9D31-DDB7-F537-5E7F483E51A4|2381|24|242|425|3|12
DC840002-D55B-12CC-22AB-4FDE0B2602EE|2382|722|241|117|2|11
9398E1DE-B97D-E0F2-3ABC-64F033F67111|2383|623|543|711|3|16
46ECA485-0945-451C-8416-2FE729D9703B|2384|373|648|682|4|15
8E71D47C-5D4D-0E32-B4E1-D7F5C9A0C014|2385|567|360|684|5|5
C9DF70FD-6685-8B14-A243-DA5DE65019AA|2386|618|495|662|2|10
7C55589D-0138-96EF-DA74-039ACD97326D|2387|614|527|268|3|17
B302570F-6BF2-82AE-DD41-907CF3F19E37|2388|698|366|216|3|1
D1A81264-6BC2-56A6-DBC7-A87CB7697651|2389|515|427|300|4|4
DEF84C9B-5DD1-681D-1AF1-A6FBBEF83CA8|2390|285|186|414|2|20
88C9F3B3-8D36-E83C-3F1E-8B33B926DC95|2391|645|514|208|5|3
0B880EF2-4945-0EA4-198C-CAAEEADF22D0|2392|320|696|283|3|14
11E999C4-ECE3-6D5D-4B45-56A0FD74651D|2393|114|539|21|5|13
87223047-BDB7-B241-8597-5C91855403CF|2394|681|632|367|1|14
A4962376-848C-7A55-FE2E-A67583415FDE|2395|124|404|145|1|17
21A9BCAF-412A-06DE-E663-1E941C5A6B6A|2396|354|676|438|2|4
3472E029-35DF-C63A-B4F7-F41353683B84|2397|516|9|658|2|3
2E1E859F-F2A9-8164-490A-40CD0055D597|2398|426|360|28|1|13
C5792741-8DCD-E900-2B61-779B9EED39E1|2399|513|469|368|4|5
0A27BDD2-8570-A4AC-08FC-BFD9C6B34B3A|2400|483|562|686|2|8
A3950CF5-41DD-53A9-C106-38BC978E4F50|2401|520|702|168|5|10
EDC9C264-1410-13C1-6EF8-EE8F62C619DD|2402|113|6|82|5|14
0F2DA238-EF84-8750-A980-6F567204FF6F|2403|656|157|339|3|12
4BFAF215-6BA8-D7EC-3C79-62704CF82141|2404|104|456|333|2|6
B720C6B1-31DF-A0FF-3489-CE92FB408467|2405|63|718|349|2|2
6737AE8D-64FA-1DC0-F376-F5AFE02EB054|2406|599|188|670|2|13
FBED3BBB-B8DB-622B-253D-DDEBFC176E3C|2407|241|43|464|2|2
8736A1B4-6014-5BC2-8B6B-699C19F39982|2408|300|714|712|3|4
9A823A87-2259-2360-0DC3-195487D266BD|2409|486|281|484|1|9
9A98E561-3F7B-E421-41F9-7AE229727D75|2410|275|428|554|4|14
4E014E1D-275A-3380-CFD2-3D862092F3E8|2411|622|387|624|2|16
C0A17C27-C0E8-718C-043D-02F275F5C11A|2412|477|249|219|3|6
DAA04471-AE47-7D35-43B9-168B731AF1ED|2413|235|523|315|4|4
F9740BDB-4A25-AC0A-F4B2-98506B0A9FCC|2414|282|388|708|1|18
72FFF64D-9A23-7FA1-4653-9C1271AE2C13|2415|41|496|141|3|5
052EDAE1-1270-746A-6054-3915DB0A19B7|2416|207|328|409|4|13
495515E5-2651-C1DF-12F3-76753C87142E|2417|465|465|358|4|17
8157EAF9-F819-C2E8-FC31-FDFA3A907648|2418|312|433|645|1|1
CCA48B50-4EA8-F2E5-4894-C7DB3517C570|2419|277|286|416|4|6
C92D58B3-DC04-B362-DD90-0E7192D62375|2420|461|475|431|2|3
226A172C-FA99-0FC0-E85E-7624E3F76184|2421|646|539|558|3|13
6113C8F4-8459-7667-3F4A-24C1C2A6BB6B|2422|416|121|644|2|9
253D82F1-AB6E-0A6F-D579-3E4AA4E8CD28|2423|525|566|206|2|13
366045AE-09A6-BBDC-BB1A-99C2CA176551|2424|700|215|425|3|5
7E9F144F-725F-5738-E25D-E617BCA157EB|2425|94|125|624|2|7
6315560D-BF86-3222-5A42-D81D91FCC984|2426|213|248|289|5|17
BF09394C-15ED-0BE5-0442-655CFD033070|2427|199|125|267|1|4
BB3C7D49-4D03-A4DB-5AC0-B05292059E90|2428|285|236|6|4|17
CC42C120-CFB6-02B0-CC74-C6D53343552B|2429|643|450|721|3|8
63A8DDEE-5A28-B564-AAFD-75A28E87E99E|2430|584|715|349|2|1
8997BBC9-9C71-DDBB-C28F-F96929514412|2431|356|511|376|4|10
F149BF25-232F-0D61-E3AE-4F42405CDB20|2432|529|278|403|5|11
45A4C74A-DF18-1A41-BBE1-6418937C8D55|2433|50|429|192|1|5
C6425314-6045-0DBD-0685-EF27E22CB44F|2434|1|543|457|3|15
E509C2F1-EF15-6659-C193-43AE9F80DE4C|2435|520|545|113|5|6
AD9591D3-5BC2-9065-9D9B-458849A5BD2A|2436|444|432|437|4|12
F90244EF-5D02-3D85-933E-42CFB365BBDE|2437|406|704|37|2|5
00F8B2A9-709B-9960-ACCD-9901CE0C7DA9|2438|551|468|237|5|1
EA18F143-5268-31F6-A99C-B8F38409B253|2439|403|150|337|4|13
7AF87E1E-57C2-F785-43B7-19D2BE4E3C20|2440|556|76|177|1|4
31376F96-A92A-3552-E10A-1244E4F10A7E|2441|396|338|315|4|15
B59661C3-2693-179C-B0DA-407EEB5B2100|2442|206|558|511|2|18
00F3B56A-D515-7860-10A7-934A07A75B12|2443|334|489|722|5|12
D56C1AD6-B686-7157-B058-A6B02FAA8309|2444|270|265|161|5|12
8F99D4CA-103A-180E-71E3-DE34D168CC7B|2445|491|547|554|4|10
452CA57A-21DF-722C-BAAE-4F4D1682AFEC|2446|405|503|527|2|14
11438134-0886-C9F9-4595-579804CC03B9|2447|565|270|678|1|20
F612200B-C51F-85D0-79AF-D2BB53CA8144|2448|326|678|388|3|4
D3B81DE0-AC68-5974-E4E1-E14F641FDBE3|2449|618|401|580|5|14
96C1BED9-DB7D-C546-0F24-CE3992C6F989|2450|648|611|203|3|14
D42CBD84-392A-2A11-4743-26646AF8550D|2451|378|285|159|4|5
58551397-4E0F-4EEB-503E-3829FD43CB5C|2452|191|394|216|2|20
50D9413C-05EF-8559-3218-621E51ABF530|2453|459|353|643|4|3
EC33BF32-5377-9A8E-C905-959C3BC98616|2454|252|614|202|2|13
E2FB380A-9466-A8B1-37B5-B8799C8AE99F|2455|462|312|271|3|7
9FD969CA-C107-9B94-D1AE-5616FFCA9F2F|2456|563|691|646|2|7
A3C9EB0F-211D-3A24-5D41-6BF565AB4378|2457|118|638|268|4|7
6A0EAB61-6BD0-E24C-BEB0-EE03EEF36CAD|2458|628|263|566|1|6
6D919250-F8DD-1CFF-B4C3-F1D5002BA631|2459|148|228|394|4|16
F8970449-BD17-E7AE-C7A8-B608830DC02A|2460|616|237|571|3|3
62FA51BA-0022-906E-1318-929542B1DAF9|2461|139|667|54|4|9
9A80D2C4-70BE-38C5-DEA4-07BA14F668AC|2462|216|402|122|3|13
0575C98E-2C2D-93A2-7791-AA3636CA81BE|2463|366|61|607|5|14
8DFEDDDB-DFE4-3F7C-682F-EBF590917758|2464|382|353|211|3|13
492E3098-94E4-3E96-2E4F-5BB157585DBB|2465|528|616|235|1|13
F026EAEA-CF84-EDC9-F05D-D48107E8B6E0|2466|120|442|441|4|4
E7014E56-2904-D4F0-0831-8415A3D6DAC3|2467|61|468|576|3|2
99472A51-459E-7A28-AACF-80BEE4BF61A2|2468|40|240|102|3|18
F995EF85-C596-2DB2-31DD-5086A2C7B381|2469|718|290|461|3|9
4DE5FFD1-548B-49A7-B303-416F9134927D|2470|258|627|444|3|14
F419A43B-04E8-A93E-F8F3-58724D5873B4|2471|593|688|81|4|3
2CD8CF51-9BBB-C83F-3CC1-26AD2C62D6CF|2472|75|49|4|5|16
A1B1500C-4AF1-6B4B-B31B-96A6DB459267|2473|636|607|58|4|11
83072B5B-26F4-F4AE-212A-0A49E097324C|2474|689|55|697|5|18
D0FCB5A3-8932-A40E-1ABC-901114BF1FAD|2475|123|483|647|3|4
6A841445-554C-77C6-22EB-C5F82443265D|2476|209|477|288|5|6
5A404428-D497-CD17-AC79-A8DF841227F1|2477|33|135|712|5|20
8CA45795-7D35-E333-98B2-AED193755D51|2478|593|611|174|3|13
C5FF854A-5357-5917-50A0-6020F2A0AC61|2479|30|421|109|5|18
8B06C41F-E4F7-2550-62AD-3DAAD1E1A9F2|2480|391|345|448|4|6
80A63721-1F0A-B895-7C9C-2CA39D2FD0E9|2481|515|309|687|3|13
A99C15E7-4821-16AB-3A34-3EE416D29C8B|2482|177|664|334|2|10
477D9965-E3CB-C488-DE52-B56833E06226|2483|226|619|135|4|2
83A804DA-DB3A-EB19-DAE5-13DB741505AC|2484|58|630|588|1|6
AA69C214-6A66-F89A-929E-FE9E6DFC7B27|2485|461|95|12|1|14
9CB9E2CB-DA78-EC1E-73F1-DB2AF59AA152|2486|228|284|67|2|6
76ED9077-A3A1-77D1-8360-12039E2E262A|2487|673|48|252|4|9
80E962A7-7AAD-1148-F69C-3416E930F479|2488|723|9|85|3|5
9B06FA53-EF9F-E464-ED9F-2AE7F031DA68|2489|309|294|436|3|20
E7D3B1E9-3918-684F-5279-0B5BFCF27189|2490|138|294|420|3|4
A441DE49-3095-2A9D-94D2-1BC6315DE8A1|2491|632|566|420|1|19
6FDC4A4D-FF89-7623-BDBB-25C881A4F70A|2492|602|495|292|3|9
167BC2F5-13F6-193D-9A8E-523B7C1B1E6B|2493|647|265|507|5|14
0391AFF4-33CF-1850-EEE0-EBC0C2D2B61E|2494|335|409|597|3|18
E4FF0921-B1A7-4B81-6B42-134AC0236E59|2495|477|354|566|5|17
C9BB2EA9-0EFA-A56F-DEE5-6027013FA563|2496|398|553|189|2|12
0E600F94-6389-9759-D459-734CEB8C34A0|2497|432|192|294|2|10
911D84BA-C95C-1F29-CE86-93EE0BFA9FEE|2498|104|658|388|1|19
89C9CE43-73D0-B6B4-34A1-82A302F59BF3|2499|688|283|570|5|4
59EFBA5D-8CC9-294D-69BB-74067BEA48CA|2500|418|221|236|2|19
E2D2B60B-0B2D-BEDB-47DC-DE3C6B4373C1|2501|421|244|365|1|5
980D8C02-7F53-3FCE-9522-8EB5D7BEDC03|2502|528|239|189|5|19
0CBABEC8-EBCC-D558-13F4-F2C538221B48|2503|344|440|351|5|10
50F470B4-5CB5-82A8-C194-BD0CEF02DD7E|2504|84|335|515|2|15
563F1798-D8C0-F3CD-DEF5-68CDC5C55548|2505|29|557|541|3|13
D593F780-DE5F-619D-84BF-7E5F6431B2B8|2506|336|165|212|1|6
DBED8276-101F-D11E-ADF6-7B4C7F68033F|2507|174|161|69|1|20
00BBCD23-B7BD-B600-A9E5-2D1091C8DC75|2508|66|161|423|1|20
D01937F1-F1CB-8B50-B9D0-AA03B89BFE83|2509|505|367|28|2|9
97D5A71B-4D49-8F07-6947-1C332BB7C680|2510|649|707|715|1|4
980DDAD2-4332-7250-BEDE-D7999A2638B4|2511|411|223|596|4|3
95FB48F2-3DCB-CEA9-7445-C243267F7A69|2512|181|461|517|1|17
3CCB71B8-59CB-BF80-B76C-6ED88B0ACB1A|2513|323|362|659|1|15
2D9528CA-ABCC-49B5-97D6-9B9FAA69BCAB|2514|432|177|626|3|19
4D35BC8D-3F7C-0197-D266-B30F1E5B9DD5|2515|330|252|266|1|19
58C152F5-7722-777A-90F8-2BB3478E4B8E|2516|259|91|542|1|18
812C1F13-DCF4-0173-5F20-B0EC926D1986|2517|183|226|563|3|4
54A3AE88-C2D0-DCEC-2B82-AB1AE73AD496|2518|131|55|477|1|4
51F9F0FB-1B91-59E3-D916-AEA53E8E2E8C|2519|222|610|531|4|16
C8FE0C37-C9EB-AAB8-CFAF-3B9A250DF85F|2520|702|36|311|5|16
436CF8AA-AE90-2E58-0D82-8FE484B1BDCD|2521|345|154|393|4|15
5E839F92-6274-076E-00C9-179C88E0BDC7|2522|642|15|36|3|3
99EF49B6-A658-9995-1515-7DCF81343E90|2523|680|108|559|1|13
5F81BD01-7AF2-EA83-EF13-62B985C887FB|2524|606|116|230|4|19
9B638414-71CC-3AFC-5F9C-C6BCC715C1E3|2525|420|453|716|5|2
49D824CD-163C-C43E-1817-8CDFE9A8358F|2526|271|366|634|1|10
26A8B7B8-D092-63EB-5B34-048EB65359CC|2527|273|716|431|2|12
26BC6DB1-0412-D6E2-3AA9-0E3ACE391D1C|2528|449|504|448|1|8
B90040F0-2AF4-1819-8B00-2238E7F25F49|2529|295|649|215|4|10
