OPPORTUNITY_ID,STATUS,STATUS_DATE,EVENT_COUNT,EVENT_STATUS,OPPORTUNITY_TK,ASSIGNED_USER_TK,CAMPAIGN_TK,ACCOUNT_TK,EVENT_AGE,EVENT_CREATED_TK
3905A134-C6A3-2E61-A5FF-875F9094B49D,Perception Analysis                                                                                                                                                                                                                                            ,2019/10/12 00:00:00.000000000,-1,0,121,6,3,71,4492800.0,-564
3905A134-C6A3-2E61-A5FF-875F9094B49D,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/08/21 00:00:00.000000000,-1,0,121,6,3,71,0.0,-616
3905A134-C6A3-2E61-A5FF-875F9094B49D,Negotiation/Review                                                                                                                                                                                                                                             ,2019/11/04 00:00:00.000000000,-1,0,121,6,3,71,6480000.0,-541
9D98CC87-3EC6-34DD-981E-B9616283326A,Prospecting                                                                                                                                                                                                                                                    ,2020/03/03 00:00:00.000000000,-1,0,122,16,3,2,777600.0,-421
9D98CC87-3EC6-34DD-981E-B9616283326A,Qualification                                                                                                                                                                                                                                                  ,2020/03/10 00:00:00.000000000,-1,0,122,16,3,2,1382400.0,-414
9D98CC87-3EC6-34DD-981E-B9616283326A,Needs Analysis                                                                                                                                                                                                                                                 ,2020/03/19 00:00:00.000000000,-1,0,122,16,3,2,2160000.0,-405
9D98CC87-3EC6-34DD-981E-B9616283326A,Value Proposition                                                                                                                                                                                                                                              ,2020/03/30 00:00:00.000000000,-1,0,122,16,3,2,3110400.0,-394
9D98CC87-3EC6-34DD-981E-B9616283326A,Identifying Decision Makers                                                                                                                                                                                                                                    ,2020/04/06 00:00:00.000000000,-1,0,122,16,3,2,3715200.0,-387
9D98CC87-3EC6-34DD-981E-B9616283326A,Perception Analysis                                                                                                                                                                                                                                            ,2020/04/22 00:00:00.000000000,-1,0,122,16,3,2,5097600.0,-371
9D98CC87-3EC6-34DD-981E-B9616283326A,Proposal/Price Quote                                                                                                                                                                                                                                           ,2020/02/23 00:00:00.000000000,-1,0,122,16,3,2,0.0,-430
01DD1B55-FA76-E010-D58A-6972AB6C35CF,Prospecting                                                                                                                                                                                                                                                    ,2019/12/07 00:00:00.000000000,-1,0,123,13,3,36,518400.0,-508
01DD1B55-FA76-E010-D58A-6972AB6C35CF,Qualification                                                                                                                                                                                                                                                  ,2019/12/13 00:00:00.000000000,-1,0,123,13,3,36,1036800.0,-502
01DD1B55-FA76-E010-D58A-6972AB6C35CF,Needs Analysis                                                                                                                                                                                                                                                 ,2019/12/31 00:00:00.000000000,-1,0,123,13,3,36,2592000.0,-484
01DD1B55-FA76-E010-D58A-6972AB6C35CF,Value Proposition                                                                                                                                                                                                                                              ,2020/01/01 00:00:00.000000000,-1,0,123,13,3,36,2678400.0,-483
01DD1B55-FA76-E010-D58A-6972AB6C35CF,Identifying Decision Makers                                                                                                                                                                                                                                    ,2020/01/12 00:00:00.000000000,-1,0,123,13,3,36,3628800.0,-472
32A42696-DEF9-637A-3F7D-A099F4EA1ECE,Prospecting                                                                                                                                                                                                                                                    ,2019/10/16 00:00:00.000000000,-1,0,126,18,5,87,777600.0,-560
32A42696-DEF9-637A-3F7D-A099F4EA1ECE,Qualification                                                                                                                                                                                                                                                  ,2019/10/27 00:00:00.000000000,-1,0,126,18,5,87,1728000.0,-549
49ED9A06-FDB8-3BFF-28BD-988439D607B7,Prospecting                                                                                                                                                                                                                                                    ,2020/11/27 00:00:00.000000000,-1,0,127,8,2,66,604800.0,-152
49ED9A06-FDB8-3BFF-28BD-988439D607B7,Qualification                                                                                                                                                                                                                                                  ,2020/12/02 00:00:00.000000000,-1,0,127,8,2,66,1036800.0,-147
49ED9A06-FDB8-3BFF-28BD-988439D607B7,Needs Analysis                                                                                                                                                                                                                                                 ,2020/12/11 00:00:00.000000000,-1,0,127,8,2,66,1814400.0,-138
7812E7C2-E022-6505-03AD-CAC5243380B6,Prospecting                                                                                                                                                                                                                                                    ,2019/11/19 00:00:00.000000000,-1,0,128,5,4,82,864000.0,-526
7812E7C2-E022-6505-03AD-CAC5243380B6,Qualification                                                                                                                                                                                                                                                  ,2019/11/28 00:00:00.000000000,-1,0,128,5,4,82,1641600.0,-517
7812E7C2-E022-6505-03AD-CAC5243380B6,Needs Analysis                                                                                                                                                                                                                                                 ,2019/12/06 00:00:00.000000000,-1,0,128,5,4,82,2332800.0,-509
7812E7C2-E022-6505-03AD-CAC5243380B6,Value Proposition                                                                                                                                                                                                                                              ,2019/12/16 00:00:00.000000000,-1,0,128,5,4,82,3196800.0,-499
7812E7C2-E022-6505-03AD-CAC5243380B6,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/12/24 00:00:00.000000000,-1,0,128,5,4,82,3888000.0,-491
7812E7C2-E022-6505-03AD-CAC5243380B6,Perception Analysis                                                                                                                                                                                                                                            ,2020/01/03 00:00:00.000000000,-1,0,128,5,4,82,4752000.0,-481
7812E7C2-E022-6505-03AD-CAC5243380B6,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/11/09 00:00:00.000000000,-1,0,128,5,4,82,0.0,-536
7812E7C2-E022-6505-03AD-CAC5243380B6,Negotiation/Review                                                                                                                                                                                                                                             ,2020/01/20 00:00:00.000000000,-1,0,128,5,4,82,6220800.0,-464
67D20A2D-C735-0E73-2350-0132A3EDB55B,Prospecting                                                                                                                                                                                                                                                    ,2019/09/04 00:00:00.000000000,-1,0,132,6,4,15,518400.0,-602
67D20A2D-C735-0E73-2350-0132A3EDB55B,Qualification                                                                                                                                                                                                                                                  ,2019/09/14 00:00:00.000000000,-1,0,132,6,4,15,1382400.0,-592
67D20A2D-C735-0E73-2350-0132A3EDB55B,Needs Analysis                                                                                                                                                                                                                                                 ,2019/09/24 00:00:00.000000000,-1,0,132,6,4,15,2246400.0,-582
936D26D8-EA22-FDCC-218A-42DF4500A85D,Prospecting                                                                                                                                                                                                                                                    ,2019/10/09 00:00:00.000000000,-1,0,134,20,1,52,259200.0,-567
936D26D8-EA22-FDCC-218A-42DF4500A85D,Qualification                                                                                                                                                                                                                                                  ,2019/10/17 00:00:00.000000000,-1,0,134,20,1,52,950400.0,-559
936D26D8-EA22-FDCC-218A-42DF4500A85D,Needs Analysis                                                                                                                                                                                                                                                 ,2019/10/31 00:00:00.000000000,-1,0,134,20,1,52,2160000.0,-545
936D26D8-EA22-FDCC-218A-42DF4500A85D,Value Proposition                                                                                                                                                                                                                                              ,2019/11/10 00:00:00.000000000,-1,0,134,20,1,52,3024000.0,-535
936D26D8-EA22-FDCC-218A-42DF4500A85D,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/11/20 00:00:00.000000000,-1,0,134,20,1,52,3888000.0,-525
936D26D8-EA22-FDCC-218A-42DF4500A85D,Perception Analysis                                                                                                                                                                                                                                            ,2019/12/03 00:00:00.000000000,-1,0,134,20,1,52,5011200.0,-512
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Prospecting                                                                                                                                                                                                                                                    ,2019/07/27 00:00:00.000000000,-1,0,137,6,2,6,86400.0,-641
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Qualification                                                                                                                                                                                                                                                  ,2019/08/15 00:00:00.000000000,-1,0,137,6,2,6,1728000.0,-622
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Needs Analysis                                                                                                                                                                                                                                                 ,2019/08/24 00:00:00.000000000,-1,0,137,6,2,6,2505600.0,-613
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Value Proposition                                                                                                                                                                                                                                              ,2019/09/03 00:00:00.000000000,-1,0,137,6,2,6,3369600.0,-603
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/09/11 00:00:00.000000000,-1,0,137,6,2,6,4060800.0,-595
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Perception Analysis                                                                                                                                                                                                                                            ,2019/09/19 00:00:00.000000000,-1,0,137,6,2,6,4752000.0,-587
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/07/26 00:00:00.000000000,-1,0,137,6,2,6,0.0,-642
51C8CA6E-5D23-A638-D296-56539EE7B6C5,Negotiation/Review                                                                                                                                                                                                                                             ,2019/10/21 00:00:00.000000000,-1,0,137,6,2,6,7516800.0,-555
06D9D862-3373-42A5-D856-A7B20AB16088,Prospecting                                                                                                                                                                                                                                                    ,2020/02/11 00:00:00.000000000,-1,0,138,2,4,15,432000.0,-442
06D9D862-3373-42A5-D856-A7B20AB16088,Qualification                                                                                                                                                                                                                                                  ,2020/02/22 00:00:00.000000000,-1,0,138,2,4,15,1382400.0,-431
06D9D862-3373-42A5-D856-A7B20AB16088,Needs Analysis                                                                                                                                                                                                                                                 ,2020/03/06 00:00:00.000000000,-1,0,138,2,4,15,2505600.0,-418
06D9D862-3373-42A5-D856-A7B20AB16088,Value Proposition                                                                                                                                                                                                                                              ,2020/03/11 00:00:00.000000000,-1,0,138,2,4,15,2937600.0,-413
5960413C-53F2-0470-9476-529CEE3A3270,Prospecting                                                                                                                                                                                                                                                    ,2020/10/07 00:00:00.000000000,-1,0,140,6,4,3,172800.0,-203
5960413C-53F2-0470-9476-529CEE3A3270,Qualification                                                                                                                                                                                                                                                  ,2020/10/22 00:00:00.000000000,-1,0,140,6,4,3,1468800.0,-188
5960413C-53F2-0470-9476-529CEE3A3270,Needs Analysis                                                                                                                                                                                                                                                 ,2020/10/27 00:00:00.000000000,-1,0,140,6,4,3,1900800.0,-183
5960413C-53F2-0470-9476-529CEE3A3270,Value Proposition                                                                                                                                                                                                                                              ,2020/11/06 00:00:00.000000000,-1,0,140,6,4,3,2764800.0,-173
9BA69480-605C-C0CB-BB06-61634AAAB446,Prospecting                                                                                                                                                                                                                                                    ,2019/07/01 00:00:00.000000000,-1,0,143,7,3,78,518400.0,-667
9BA69480-605C-C0CB-BB06-61634AAAB446,Qualification                                                                                                                                                                                                                                                  ,2019/07/14 00:00:00.000000000,-1,0,143,7,3,78,1641600.0,-654
9BA69480-605C-C0CB-BB06-61634AAAB446,Needs Analysis                                                                                                                                                                                                                                                 ,2019/07/21 00:00:00.000000000,-1,0,143,7,3,78,2246400.0,-647
89B8F704-A8DD-D80D-7C46-FA2C65F8FFB0,Prospecting                                                                                                                                                                                                                                                    ,2020/04/02 00:00:00.000000000,-1,0,145,11,1,80,86400.0,-391
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Prospecting                                                                                                                                                                                                                                                    ,2019/11/08 00:00:00.000000000,-1,0,146,3,2,22,172800.0,-537
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Qualification                                                                                                                                                                                                                                                  ,2019/11/23 00:00:00.000000000,-1,0,146,3,2,22,1468800.0,-522
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Needs Analysis                                                                                                                                                                                                                                                 ,2019/12/03 00:00:00.000000000,-1,0,146,3,2,22,2332800.0,-512
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Value Proposition                                                                                                                                                                                                                                              ,2019/12/15 00:00:00.000000000,-1,0,146,3,2,22,3369600.0,-500
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/12/19 00:00:00.000000000,-1,0,146,3,2,22,3715200.0,-496
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Perception Analysis                                                                                                                                                                                                                                            ,2019/12/31 00:00:00.000000000,-1,0,146,3,2,22,4752000.0,-484
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/11/06 00:00:00.000000000,-1,0,146,3,2,22,0.0,-539
83AADB02-EBD4-C5ED-AF0E-9799C79A7213,Negotiation/Review                                                                                                                                                                                                                                             ,2020/02/04 00:00:00.000000000,-1,0,146,3,2,22,7776000.0,-449
9765F129-D279-7443-F09B-30197D6E5F96,Prospecting                                                                                                                                                                                                                                                    ,2020/07/03 00:00:00.000000000,-1,0,151,13,3,53,691200.0,-299
9765F129-D279-7443-F09B-30197D6E5F96,Qualification                                                                                                                                                                                                                                                  ,2020/07/08 00:00:00.000000000,-1,0,151,13,3,53,1123200.0,-294
9765F129-D279-7443-F09B-30197D6E5F96,Needs Analysis                                                                                                                                                                                                                                                 ,2020/07/23 00:00:00.000000000,-1,0,151,13,3,53,2419200.0,-279
E8A5A9B8-3A36-3C92-090F-993C38AA31D5,Prospecting                                                                                                                                                                                                                                                    ,2019/09/08 00:00:00.000000000,-1,0,152,11,3,47,518400.0,-598
E8A5A9B8-3A36-3C92-090F-993C38AA31D5,Qualification                                                                                                                                                                                                                                                  ,2019/09/20 00:00:00.000000000,-1,0,152,11,3,47,1555200.0,-586
E8A5A9B8-3A36-3C92-090F-993C38AA31D5,Needs Analysis                                                                                                                                                                                                                                                 ,2019/10/01 00:00:00.000000000,-1,0,152,11,3,47,2505600.0,-575
27554B59-BABC-C309-1268-55B022E007AC,Prospecting                                                                                                                                                                                                                                                    ,2021/04/26 00:00:00.000000000,-1,0,153,18,1,21,864000.0,-2
27554B59-BABC-C309-1268-55B022E007AC,Qualification                                                                                                                                                                                                                                                  ,2021/04/30 00:00:00.000000000,-1,0,153,18,1,21,1209600.0,1
95CA5627-5326-61F5-22C5-9E8340368DC1,Prospecting                                                                                                                                                                                                                                                    ,2019/11/25 00:00:00.000000000,-1,0,155,19,3,58,864000.0,-520
95CA5627-5326-61F5-22C5-9E8340368DC1,Qualification                                                                                                                                                                                                                                                  ,2019/12/04 00:00:00.000000000,-1,0,155,19,3,58,1641600.0,-511
95BBEF1C-46C0-D03E-B8D7-F1C9E727B247,Prospecting                                                                                                                                                                                                                                                    ,2019/10/22 00:00:00.000000000,-1,0,156,11,4,12,259200.0,-554
95BBEF1C-46C0-D03E-B8D7-F1C9E727B247,Qualification                                                                                                                                                                                                                                                  ,2019/11/05 00:00:00.000000000,-1,0,156,11,4,12,1468800.0,-540
95BBEF1C-46C0-D03E-B8D7-F1C9E727B247,Needs Analysis                                                                                                                                                                                                                                                 ,2019/11/13 00:00:00.000000000,-1,0,156,11,4,12,2160000.0,-532
83C8B656-2F40-1EAD-2EB2-EDADA18AB59F,Prospecting                                                                                                                                                                                                                                                    ,2020/04/30 00:00:00.000000000,-1,0,160,19,2,24,172800.0,-363
83C8B656-2F40-1EAD-2EB2-EDADA18AB59F,Qualification                                                                                                                                                                                                                                                  ,2020/05/15 00:00:00.000000000,-1,0,160,19,2,24,1468800.0,-348
83C8B656-2F40-1EAD-2EB2-EDADA18AB59F,Needs Analysis                                                                                                                                                                                                                                                 ,2020/05/19 00:00:00.000000000,-1,0,160,19,2,24,1814400.0,-344
83C8B656-2F40-1EAD-2EB2-EDADA18AB59F,Value Proposition                                                                                                                                                                                                                                              ,2020/06/01 00:00:00.000000000,-1,0,160,19,2,24,2937600.0,-331
83C8B656-2F40-1EAD-2EB2-EDADA18AB59F,Identifying Decision Makers                                                                                                                                                                                                                                    ,2020/06/12 00:00:00.000000000,-1,0,160,19,2,24,3888000.0,-320
83C8B656-2F40-1EAD-2EB2-EDADA18AB59F,Perception Analysis                                                                                                                                                                                                                                            ,2020/06/24 00:00:00.000000000,-1,0,160,19,2,24,4924800.0,-308
5904726C-6215-EFAB-A2F0-89404D918467,Prospecting                                                                                                                                                                                                                                                    ,2019/06/12 00:00:00.000000000,-1,0,164,2,5,42,259200.0,-686
5904726C-6215-EFAB-A2F0-89404D918467,Qualification                                                                                                                                                                                                                                                  ,2019/06/25 00:00:00.000000000,-1,0,164,2,5,42,1382400.0,-673
5904726C-6215-EFAB-A2F0-89404D918467,Needs Analysis                                                                                                                                                                                                                                                 ,2019/07/07 00:00:00.000000000,-1,0,164,2,5,42,2419200.0,-661
5904726C-6215-EFAB-A2F0-89404D918467,Value Proposition                                                                                                                                                                                                                                              ,2019/07/11 00:00:00.000000000,-1,0,164,2,5,42,2764800.0,-657
5904726C-6215-EFAB-A2F0-89404D918467,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/07/21 00:00:00.000000000,-1,0,164,2,5,42,3628800.0,-647
5904726C-6215-EFAB-A2F0-89404D918467,Perception Analysis                                                                                                                                                                                                                                            ,2019/07/30 00:00:00.000000000,-1,0,164,2,5,42,4406400.0,-638
5904726C-6215-EFAB-A2F0-89404D918467,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/06/09 00:00:00.000000000,-1,0,164,2,5,42,0.0,-689
1DA3743E-51F5-5724-343B-BE99D8CBDA55,Prospecting                                                                                                                                                                                                                                                    ,2019/09/18 00:00:00.000000000,-1,0,165,12,5,49,604800.0,-588
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Prospecting                                                                                                                                                                                                                                                    ,2020/01/01 00:00:00.000000000,-1,0,167,8,1,82,777600.0,-483
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Qualification                                                                                                                                                                                                                                                  ,2020/01/03 00:00:00.000000000,-1,0,167,8,1,82,950400.0,-481
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Needs Analysis                                                                                                                                                                                                                                                 ,2020/01/17 00:00:00.000000000,-1,0,167,8,1,82,2160000.0,-467
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Value Proposition                                                                                                                                                                                                                                              ,2020/01/23 00:00:00.000000000,-1,0,167,8,1,82,2678400.0,-461
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Identifying Decision Makers                                                                                                                                                                                                                                    ,2020/02/10 00:00:00.000000000,-1,0,167,8,1,82,4233600.0,-443
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Perception Analysis                                                                                                                                                                                                                                            ,2020/02/18 00:00:00.000000000,-1,0,167,8,1,82,4924800.0,-435
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Proposal/Price Quote                                                                                                                                                                                                                                           ,2019/12/23 00:00:00.000000000,-1,0,167,8,1,82,0.0,-492
00B6A7B1-1F39-F01B-F902-942DF416FEB8,Negotiation/Review                                                                                                                                                                                                                                             ,2020/03/17 00:00:00.000000000,-1,0,167,8,1,82,7344000.0,-407
E64F2149-6C60-FEA2-04A1-C8C54646F888,Prospecting                                                                                                                                                                                                                                                    ,2019/12/18 00:00:00.000000000,-1,0,168,15,2,76,345600.0,-497
E64F2149-6C60-FEA2-04A1-C8C54646F888,Qualification                                                                                                                                                                                                                                                  ,2019/12/25 00:00:00.000000000,-1,0,168,15,2,76,950400.0,-490
E64F2149-6C60-FEA2-04A1-C8C54646F888,Needs Analysis                                                                                                                                                                                                                                                 ,2020/01/06 00:00:00.000000000,-1,0,168,15,2,76,1987200.0,-478
E64F2149-6C60-FEA2-04A1-C8C54646F888,Value Proposition                                                                                                                                                                                                                                              ,2020/01/19 00:00:00.000000000,-1,0,168,15,2,76,3110400.0,-465
25DF5ED1-D708-5F7E-1C10-5152B41F5521,Prospecting                                                                                                                                                                                                                                                    ,2019/06/16 00:00:00.000000000,-1,0,170,14,2,55,432000.0,-682
25DF5ED1-D708-5F7E-1C10-5152B41F5521,Qualification                                                                                                                                                                                                                                                  ,2019/06/28 00:00:00.000000000,-1,0,170,14,2,55,1468800.0,-670
25DF5ED1-D708-5F7E-1C10-5152B41F5521,Needs Analysis                                                                                                                                                                                                                                                 ,2019/07/10 00:00:00.000000000,-1,0,170,14,2,55,2505600.0,-658
25DF5ED1-D708-5F7E-1C10-5152B41F5521,Value Proposition                                                                                                                                                                                                                                              ,2019/07/17 00:00:00.000000000,-1,0,170,14,2,55,3110400.0,-651
B0259F03-BF03-000E-A563-B03B51EB96CB,Prospecting                                                                                                                                                                                                                                                    ,2019/11/09 00:00:00.000000000,-1,0,174,8,4,68,172800.0,-536
B0259F03-BF03-000E-A563-B03B51EB96CB,Qualification                                                                                                                                                                                                                                                  ,2019/11/20 00:00:00.000000000,-1,0,174,8,4,68,1123200.0,-525
B0259F03-BF03-000E-A563-B03B51EB96CB,Needs Analysis                                                                                                                                                                                                                                                 ,2019/12/06 00:00:00.000000000,-1,0,174,8,4,68,2505600.0,-509
B0259F03-BF03-000E-A563-B03B51EB96CB,Value Proposition                                                                                                                                                                                                                                              ,2019/12/14 00:00:00.000000000,-1,0,174,8,4,68,3196800.0,-501
B0259F03-BF03-000E-A563-B03B51EB96CB,Identifying Decision Makers                                                                                                                                                                                                                                    ,2019/12/18 00:00:00.000000000,-1,0,174,8,4,68,3542400.0,-497
B0259F03-BF03-000E-A563-B03B51EB96CB,Perception Analysis                                                                                                                                                                                                                                            ,2020/01/03 00:00:00.000000000,-1,0,174,8,4,68,4924800.0,-481
DEC187A2-E649-9B8C-10AD-81492283EF5E,Prospecting                                                                                                                                                                                                                                                    ,2020/03/11 00:00:00.000000000,-1,0,176,18,3,56,345600.0,-413
DEC187A2-E649-9B8C-10AD-81492283EF5E,Qualification                                                                                                                                                                                                                                                  ,2020/03/20 00:00:00.000000000,-1,0,176,18,3,56,1123200.0,-404
DEC187A2-E649-9B8C-10AD-81492283EF5E,Needs Analysis                                                                                                                                                                                                                                                 ,2020/03/29 00:00:00.000000000,-1,0,176,18,3,56,1900800.0,-395
DEC187A2-E649-9B8C-10AD-81492283EF5E,Value Proposition                                                                                                                                                                                                                                              ,2020/04/08 00:00:00.000000000,-1,0,176,18,3,56,2764800.0,-385
DEC187A2-E649-9B8C-10AD-81492283EF5E,Identifying Decision Makers                                                                                                                                                                                                                                    ,2020/04/19 00:00:00.000000000,-1,0,176,18,3,56,3715200.0,-374
DEC187A2-E649-9B8C-10AD-81492283EF5E,Perception Analysis                                                                                                                                                                                                                                            ,2020/05/04 00:00:00.000000000,-1,0,176,18,3,56,5011200.0,-359
DEC187A2-E649-9B8C-10AD-81492283EF5E,Proposal/Price Quote                                                                                                                                                                                                                                           ,2020/03/07 00:00:00.000000000,-1,0,176,18,3,56,0.0,-417
DEC187A2-E649-9B8C-10AD-81492283EF5E,Negotiation/Review                                                                                                                                                                                                                                             ,2020/06/02 00:00:00.000000000,-1,0,176,18,3,56,7516800.0,-330
EAE8CA41-4511-192A-AC63-6700756EAAF8,Prospecting                                                                                                                                                                                                                                                    ,2020/11/23 00:00:00.000000000,-1,0,178,17,1,5,691200.0,-156
EAE8CA41-4511-192A-AC63-6700756EAAF8,Qualification                                                                                                                                                                                                                                                  ,2020/12/03 00:00:00.000000000,-1,0,178,17,1,5,1555200.0,-146
EAE8CA41-4511-192A-AC63-6700756EAAF8,Needs Analysis                                                                                                                                                                                                                                                 ,2020/12/08 00:00:00.000000000,-1,0,178,17,1,5,1987200.0,-141
04F5463C-6211-C4C0-2576-49BDBBC9EA94,Prospecting                                                                                                                                                                                                                                                    ,2020/03/21 00:00:00.000000000,-1,0,182,1,3,3,864000.0,-403
04F5463C-6211-C4C0-2576-49BDBBC9EA94,Qualification                                                                                                                                                                                                                                                  ,2020/03/22 00:00:00.000000000,-1,0,182,1,3,3,950400.0,-402
04F5463C-6211-C4C0-2576-49BDBBC9EA94,Needs Analysis                                                                                                                                                                                                                                                 ,2020/04/09 00:00:00.000000000,-1,0,182,1,3,3,2505600.0,-384
