PRODUCT_TK,VERSION,DATE_FROM,DATE_TO,PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_DELETED,PRODUCT_MAINCODE,PRODUCT_PART_NUMBER,PRODUCT_TYPE,PRODUCT_UNIT_COST,PRODUCT_CURRENCY_ID,PRODUCT_UNIT_PRICE,PRODUCT_URL,PRODUCT_IMAGE,PRODUCT_CATEGORY_ID,PRODUCT_CATEGORY_NAME,PRODUCT_CATEGORY_DESCRIPTION,PRODUCT_CATEGORY_DELETED
340,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,340,Better Chicken Ramen Soup,Not Set,No,50664311051,50664311051,Not Set,0.567,N/A,0.63,Not Set,Not Set,58,Canned Soup,Not Set,0
341,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,341,Better Canned Tuna in Water,Not Set,No,60596305727,60596305727,Not Set,2.493,N/A,2.77,Not Set,Not Set,93,Canned Tuna,Not Set,0
342,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,342,Better Canned Tuna in Oil,Not Set,No,94839757084,94839757084,Not Set,1.35,N/A,1.5,Not Set,Not Set,93,Canned Tuna,Not Set,0
343,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,343,Better Large Canned Shrimp,Not Set,No,85226559042,85226559042,Not Set,2.07,N/A,2.3,Not Set,Not Set,94,Canned Shrimp,Not Set,0
344,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,344,Better Fancy Canned Anchovies,Not Set,No,88707776665,88707776665,Not Set,2.052,N/A,2.28,Not Set,Not Set,95,Canned Anchovies,Not Set,0
345,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,345,Better Fancy Canned Clams,Not Set,No,24430214762,24430214762,Not Set,1.899,N/A,2.11,Not Set,Not Set,96,Canned Clams,Not Set,0
346,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,346,Better Fancy Canned Oysters,Not Set,No,87149198651,87149198651,Not Set,1.908,N/A,2.12,Not Set,Not Set,97,Canned Oysters,Not Set,0
347,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,347,Better Fancy Canned Sardines,Not Set,No,16011533141,16011533141,Not Set,1.08,N/A,1.2,Not Set,Not Set,98,Canned Sardines,Not Set,0
348,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,348,Better Rice Soup,Not Set,No,24066153168,24066153168,Not Set,1.107,N/A,1.23,Not Set,Not Set,58,Canned Soup,Not Set,0
349,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,349,Swell Canned Mixed Fruit,Not Set,No,65579034686,65579034686,Not Set,2.106,N/A,2.34,Not Set,Not Set,3,Fruit,Not Set,0
350,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,350,Swell Canned Peaches,Not Set,No,42871420979,42871420979,Not Set,1.467,N/A,1.63,Not Set,Not Set,3,Fruit,Not Set,0
351,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,351,ADJ Rosy Sunglasses,Not Set,No,66307157874,66307157874,Not Set,2.484,N/A,2.76,Not Set,Not Set,89,Specialty,Not Set,0
352,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,352,Black Tie Eyeglass Screwdriver,Not Set,No,36739440560,36739440560,Not Set,0.603,N/A,0.67,Not Set,Not Set,103,Hardware,Not Set,0
353,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,353,Black Tie City Map,Not Set,No,29412943720,29412943720,Not Set,1.413,N/A,1.57,Not Set,Not Set,102,Miscellaneous,Not Set,0
354,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,354,Carlson Low Fat Cottage Cheese,Not Set,No,35180862545,35180862545,Not Set,2.025,N/A,2.25,Not Set,Not Set,15,Dairy,Not Set,0
355,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,355,Carlson Low Fat Sour Cream,Not Set,No,87092131972,87092131972,Not Set,0.729,N/A,0.81,Not Set,Not Set,14,Dairy,Not Set,0
356,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,356,Carlson Sour Cream,Not Set,No,62097817063,62097817063,Not Set,2.124,N/A,2.36,Not Set,Not Set,14,Dairy,Not Set,0
357,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,357,Carlson Jack Cheese,Not Set,No,83246852755,83246852755,Not Set,1.62,N/A,1.8,Not Set,Not Set,11,Dairy,Not Set,0
358,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,358,Carlson Muenster Cheese,Not Set,No,16273263096,16273263096,Not Set,3.375,N/A,3.75,Not Set,Not Set,11,Dairy,Not Set,0
359,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,359,Carlson String Cheese,Not Set,No,96660065054,96660065054,Not Set,1.188,N/A,1.32,Not Set,Not Set,11,Dairy,Not Set,0
360,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,360,Carlson Low Fat String Cheese,Not Set,No,10141282677,10141282677,Not Set,1.179,N/A,1.31,Not Set,Not Set,11,Dairy,Not Set,0
361,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,361,Carlson Havarti Cheese,Not Set,No,35863720774,35863720774,Not Set,1.017,N/A,1.13,Not Set,Not Set,11,Dairy,Not Set,0
362,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,362,Carlson Head Cheese,Not Set,No,98582704663,98582704663,Not Set,3.573,N/A,3.97,Not Set,Not Set,11,Dairy,Not Set,0
363,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,363,Carlson Cheese Spread,Not Set,No,27445039153,27445039153,Not Set,1.638,N/A,1.82,Not Set,Not Set,11,Dairy,Not Set,0
364,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,364,Carlson Sharp Cheddar Cheese,Not Set,No,35499659180,35499659180,Not Set,1.98,N/A,2.2,Not Set,Not Set,11,Dairy,Not Set,0
365,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,365,Carlson Mild Cheddar Cheese,Not Set,No,23599759936,23599759936,Not Set,3.564,N/A,3.96,Not Set,Not Set,11,Dairy,Not Set,0
366,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,366,Carlson Large Curd Cottage Cheese,Not Set,No,90892146229,90892146229,Not Set,2.124,N/A,2.36,Not Set,Not Set,15,Dairy,Not Set,0
367,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,367,Carlson 2% Milk,Not Set,No,55306581854,55306581854,Not Set,3.141,N/A,3.49,Not Set,Not Set,76,Dairy,Not Set,0
368,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,368,Carlson Buttermilk,Not Set,No,91836734414,91836734414,Not Set,1.026,N/A,1.14,Not Set,Not Set,76,Dairy,Not Set,0
369,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,369,Carlson Chocolate Milk,Not Set,No,18412367701,18412367701,Not Set,2.07,N/A,2.3,Not Set,Not Set,76,Dairy,Not Set,0
370,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,370,Carlson 1% Milk,Not Set,No,24180286526,24180286526,Not Set,0.828,N/A,0.92,Not Set,Not Set,76,Dairy,Not Set,0
371,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,371,Carlson Whole Milk,Not Set,No,76091555953,76091555953,Not Set,0.594,N/A,0.66,Not Set,Not Set,76,Dairy,Not Set,0
372,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,372,Carlson Strawberry Yogurt,Not Set,No,51097241044,51097241044,Not Set,3.582,N/A,3.98,Not Set,Not Set,6,Dairy,Not Set,0
373,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,373,Carlson Blueberry Yogurt,Not Set,No,72246276736,72246276736,Not Set,2.484,N/A,2.76,Not Set,Not Set,6,Dairy,Not Set,0
374,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,374,Moms Chicken Hot Dogs,Not Set,No,16489728093,16489728093,Not Set,1.341,N/A,1.49,Not Set,Not Set,81,Meat,Not Set,0
375,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,375,Moms Pimento Loaf,Not Set,No,96876530051,96876530051,Not Set,2.061,N/A,2.29,Not Set,Not Set,91,Meat,Not Set,0
376,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,376,Moms Beef Bologna,Not Set,No,64974904656,64974904656,Not Set,2.043,N/A,2.27,Not Set,Not Set,91,Meat,Not Set,0
377,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,377,Moms Low Fat Bologna,Not Set,No,24599472880,24599472880,Not Set,1.89,N/A,2.1,Not Set,Not Set,91,Meat,Not Set,0
378,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,378,Moms Turkey Hot Dogs,Not Set,No,87318456768,87318456768,Not Set,0.999,N/A,1.11,Not Set,Not Set,81,Meat,Not Set,0
379,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,379,Moms Foot-Long Hot Dogs,Not Set,No,82278661131,82278661131,Not Set,3.465,N/A,3.85,Not Set,Not Set,81,Meat,Not Set,0
380,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,380,Moms Low Fat Cole Slaw,Not Set,No,24235411286,24235411286,Not Set,1.098,N/A,1.22,Not Set,Not Set,16,Side Dishes,Not Set,0
381,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,381,Moms Cole Slaw,Not Set,No,78433381915,78433381915,Not Set,2.097,N/A,2.33,Not Set,Not Set,16,Side Dishes,Not Set,0
382,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,382,Moms Roasted Chicken,Not Set,No,79627898335,79627898335,Not Set,1.458,N/A,1.62,Not Set,Not Set,77,Meat,Not Set,0
383,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,383,Moms Corned Beef,Not Set,No,13063635230,13063635230,Not Set,2.475,N/A,2.75,Not Set,Not Set,8,Meat,Not Set,0
384,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,384,Moms Sliced Turkey,Not Set,No,49593787789,49593787789,Not Set,0.486,N/A,0.54,Not Set,Not Set,8,Meat,Not Set,0
385,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,385,Moms Sliced Ham,Not Set,No,31050249934,31050249934,Not Set,1.404,N/A,1.56,Not Set,Not Set,8,Meat,Not Set,0
386,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,386,Moms Potato Salad,Not Set,No,36818168759,36818168759,Not Set,2.007,N/A,2.23,Not Set,Not Set,16,Side Dishes,Not Set,0
387,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,387,Moms Sliced Chicken,Not Set,No,88729438185,88729438185,Not Set,2.169,N/A,2.41,Not Set,Not Set,8,Meat,Not Set,0
388,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,388,Urban Small Brown Eggs,Not Set,No,63735123276,63735123276,Not Set,2.115,N/A,2.35,Not Set,Not Set,66,Eggs,Not Set,0
389,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,389,Urban Large Brown Eggs,Not Set,No,84884158968,84884158968,Not Set,1.611,N/A,1.79,Not Set,Not Set,66,Eggs,Not Set,0
390,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,390,Urban Small Eggs,Not Set,No,29127610325,29127610325,Not Set,3.366,N/A,3.74,Not Set,Not Set,66,Eggs,Not Set,0
391,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,391,Urban Large Eggs,Not Set,No,19514412283,19514412283,Not Set,1.179,N/A,1.31,Not Set,Not Set,66,Eggs,Not Set,0
392,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,392,Urban Egg Substitute,Not Set,No,89093499779,89093499779,Not Set,1.17,N/A,1.3,Not Set,Not Set,66,Eggs,Not Set,0
393,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,393,Big Time Low Fat Waffles,Not Set,No,48718068003,48718068003,Not Set,1.008,N/A,1.12,Not Set,Not Set,34,Breakfast Foods,Not Set,0
394,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,394,Big Time Orange Popsicles,Not Set,No,76317880749,76317880749,Not Set,2.817,N/A,3.13,Not Set,Not Set,110,Frozen Desserts,Not Set,0
395,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,395,Big Time Frozen Chicken Breast,Not Set,No,71278085112,71278085112,Not Set,1.998,N/A,2.22,Not Set,Not Set,100,Meat,Not Set,0
396,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,396,Big Time Frozen Pancakes,Not Set,No,13234835267,13234835267,Not Set,2.916,N/A,3.24,Not Set,Not Set,29,Breakfast Foods,Not Set,0
397,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,397,Big Time Low Fat French Fries,Not Set,No,67432805895,67432805895,Not Set,1.215,N/A,1.35,Not Set,Not Set,63,Vegetables,Not Set,0
398,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,398,Big Time Frozen Sausage Pizza,Not Set,No,68627322316,68627322316,Not Set,0.72,N/A,0.8,Not Set,Not Set,64,Pizza,Not Set,0
399,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,399,Big Time Blueberry Waffles,Not Set,No,92063059210,92063059210,Not Set,0.783,N/A,0.87,Not Set,Not Set,34,Breakfast Foods,Not Set,0
400,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,400,Big Time Fajita French Fries,Not Set,No,38593211770,38593211770,Not Set,1.287,N/A,1.43,Not Set,Not Set,63,Vegetables,Not Set,0
401,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,401,Big Time Waffles,Not Set,No,55168845057,55168845057,Not Set,0.63,N/A,0.7,Not Set,Not Set,34,Breakfast Foods,Not Set,0
402,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,402,Big Time Frozen Pepperoni Pizza,Not Set,No,60936763882,60936763882,Not Set,1.017,N/A,1.13,Not Set,Not Set,64,Pizza,Not Set,0
403,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,403,Big Time Frozen Cheese Pizza,Not Set,No,77728862166,77728862166,Not Set,1.395,N/A,1.55,Not Set,Not Set,64,Pizza,Not Set,0
404,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,404,Big Time Frozen Mushroom Pizza,Not Set,No,52734547257,52734547257,Not Set,1.125,N/A,1.25,Not Set,Not Set,64,Pizza,Not Set,0
405,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,405,Big Time Apple Cinnamon Waffles,Not Set,No,73883582949,73883582949,Not Set,3.321,N/A,3.69,Not Set,Not Set,34,Breakfast Foods,Not Set,0
406,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,406,Big Time Frozen Carrots,Not Set,No,18127034306,18127034306,Not Set,1.476,N/A,1.64,Not Set,Not Set,60,Vegetables,Not Set,0
407,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,407,Big Time Turkey TV Dinner,Not Set,No,98513836264,98513836264,Not Set,2.889,N/A,3.21,Not Set,Not Set,10,Frozen Entrees,Not Set,0
408,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,408,Big Time Chicken TV Dinner,Not Set,No,78092923760,78092923760,Not Set,1.98,N/A,2.2,Not Set,Not Set,10,Frozen Entrees,Not Set,0
409,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,409,Big Time Beef TV Dinner,Not Set,No,37717491984,37717491984,Not Set,3.519,N/A,3.91,Not Set,Not Set,10,Frozen Entrees,Not Set,0
410,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,410,Big Time Pancake Mix,Not Set,No,10436475872,10436475872,Not Set,1.134,N/A,1.26,Not Set,Not Set,28,Breakfast Foods,Not Set,0
411,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,411,Big Time Grape Popsicles,Not Set,No,95396680235,95396680235,Not Set,0.459,N/A,0.51,Not Set,Not Set,110,Frozen Desserts,Not Set,0
412,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,412,Big Time Home Style French Fries,Not Set,No,91970587372,91970587372,Not Set,1.242,N/A,1.38,Not Set,Not Set,63,Vegetables,Not Set,0
413,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,413,Big Time Lime Popsicles,Not Set,No,56168558001,56168558001,Not Set,2.025,N/A,2.25,Not Set,Not Set,110,Frozen Desserts,Not Set,0
414,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,414,Big Time Ice Cream,Not Set,No,33460944294,33460944294,Not Set,2.493,N/A,2.77,Not Set,Not Set,9,Frozen Desserts,Not Set,0
415,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,415,Big Time Ice Cream Sandwich,Not Set,No,80798811316,80798811316,Not Set,2.619,N/A,2.91,Not Set,Not Set,9,Frozen Desserts,Not Set,0
416,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,416,Big Time Frozen Cauliflower,Not Set,No,27328963875,27328963875,Not Set,2.988,N/A,3.32,Not Set,Not Set,60,Vegetables,Not Set,0
417,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,417,Big Time Frozen Broccoli,Not Set,No,20002467036,20002467036,Not Set,2.448,N/A,2.72,Not Set,Not Set,60,Vegetables,Not Set,0
418,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,418,Big Time Frozen Corn,Not Set,No,25770385861,25770385861,Not Set,2.844,N/A,3.16,Not Set,Not Set,60,Vegetables,Not Set,0
419,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,419,Big Time Frozen Peas,Not Set,No,11583785414,11583785414,Not Set,3.213,N/A,3.57,Not Set,Not Set,60,Vegetables,Not Set,0
420,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,420,Big Time Popsicles,Not Set,No,41470299363,41470299363,Not Set,2.043,N/A,2.27,Not Set,Not Set,9,Frozen Desserts,Not Set,0
421,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,421,Big Time Frozen Chicken Thighs,Not Set,No,62619335055,62619335055,Not Set,2.655,N/A,2.95,Not Set,Not Set,100,Meat,Not Set,0
422,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,422,Big Time Frozen Chicken Wings,Not Set,No,72960656285,72960656285,Not Set,3.303,N/A,3.67,Not Set,Not Set,100,Meat,Not Set,0
423,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,423,Big Time Lemon Popsicles,Not Set,No,63347458243,63347458243,Not Set,1.323,N/A,1.47,Not Set,Not Set,110,Frozen Desserts,Not Set,0
424,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,424,Steady Silky Smooth Hair Conditioner,Not Set,No,66828675866,66828675866,Not Set,1.305,N/A,1.45,Not Set,Not Set,78,Bathroom Products,Not Set,0
425,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,425,Steady Tartar Control Toothpaste,Not Set,No,26453244090,26453244090,Not Set,1.152,N/A,1.28,Not Set,Not Set,39,Hygiene,Not Set,0
426,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,426,Steady Whitening Toothpast,Not Set,No,65270097851,65270097851,Not Set,0.54,N/A,0.6,Not Set,Not Set,39,Hygiene,Not Set,0
427,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,427,Steady Toothpaste,Not Set,No,84132432341,84132432341,Not Set,1.926,N/A,2.14,Not Set,Not Set,39,Hygiene,Not Set,0
428,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,428,Steady Deodorant,Not Set,No,26089182496,26089182496,Not Set,0.603,N/A,0.67,Not Set,Not Set,39,Hygiene,Not Set,0
429,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,429,Steady Conditioning Shampoo,Not Set,No,67602064013,67602064013,Not Set,1.359,N/A,1.51,Not Set,Not Set,79,Bathroom Products,Not Set,0
430,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,430,Steady Extra Moisture Shampoo,Not Set,No,44894450306,44894450306,Not Set,1.62,N/A,1.8,Not Set,Not Set,79,Bathroom Products,Not Set,0
431,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,431,Steady Angled Toothbrush,Not Set,No,92232317328,92232317328,Not Set,0.864,N/A,0.96,Not Set,Not Set,88,Bathroom Products,Not Set,0
432,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,432,Steady Apricot Shampoo,Not Set,No,38762469887,38762469887,Not Set,2.115,N/A,2.35,Not Set,Not Set,79,Bathroom Products,Not Set,0
433,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,433,Steady Childrens Aspirin,Not Set,No,31435973048,31435973048,Not Set,1.566,N/A,1.74,Not Set,Not Set,70,Pain Relievers,Not Set,0
434,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,434,Steady Buffered Aspirin,Not Set,No,37203891873,37203891873,Not Set,1.278,N/A,1.42,Not Set,Not Set,70,Pain Relievers,Not Set,0
435,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,435,Steady 200 MG Ibuprofen,Not Set,No,23017291426,23017291426,Not Set,2.547,N/A,2.83,Not Set,Not Set,71,Pain Relievers,Not Set,0
436,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,436,Steady 200 MG Acetominifen,Not Set,No,64120846390,64120846390,Not Set,1.377,N/A,1.53,Not Set,Not Set,72,Pain Relievers,Not Set,0
437,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,437,Steady HCL Nasal Spray,Not Set,No,19172012209,19172012209,Not Set,1.773,N/A,1.97,Not Set,Not Set,73,Decongestants,Not Set,0
438,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,438,Steady Dishwasher Detergent,Not Set,No,84394162297,84394162297,Not Set,1.737,N/A,1.93,Not Set,Not Set,73,Decongestants,Not Set,0
439,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,439,Steady Multi-Symptom Cold Remedy,Not Set,No,74780964255,74780964255,Not Set,3.15,N/A,3.5,Not Set,Not Set,75,Cold Remedies,Not Set,0
440,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,440,Steady Childrens Cold Remedy,Not Set,No,78262181878,78262181878,Not Set,0.603,N/A,0.67,Not Set,Not Set,75,Cold Remedies,Not Set,0
441,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,441,Steady Laundry Detergent,Not Set,No,37886750102,37886750102,Not Set,0.513,N/A,0.57,Not Set,Not Set,74,Bathroom Products,Not Set,0
442,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,442,Steady Mint Mouthwash,Not Set,No,76703603863,76703603863,Not Set,2.016,N/A,2.24,Not Set,Not Set,74,Bathroom Products,Not Set,0
443,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,443,Red Wing 60 Watt Lightbulb,Not Set,No,95565938353,95565938353,Not Set,1.197,N/A,1.33,Not Set,Not Set,80,Electrical,Not Set,0
444,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,444,Red Wing Plastic Forks,Not Set,No,13620558381,13620558381,Not Set,2.331,N/A,2.59,Not Set,Not Set,56,Plastic Products,Not Set,0
445,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,445,Red Wing Plastic Spoons,Not Set,No,91720659136,91720659136,Not Set,3.114,N/A,3.46,Not Set,Not Set,56,Plastic Products,Not Set,0
446,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,446,Red Wing Plastic Knives,Not Set,No,69013045430,69013045430,Not Set,3.375,N/A,3.75,Not Set,Not Set,56,Plastic Products,Not Set,0
447,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,447,Red Wing C-Size Batteries,Not Set,No,81231741309,81231741309,Not Set,2.592,N/A,2.88,Not Set,Not Set,101,Electrical,Not Set,0
448,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,448,Red Wing 100 Watt Lightbulb,Not Set,No,27761893868,27761893868,Not Set,1.386,N/A,1.54,Not Set,Not Set,80,Electrical,Not Set,0
449,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,449,Red Wing AAA-Size Batteries,Not Set,No,20435397028,20435397028,Not Set,3.321,N/A,3.69,Not Set,Not Set,101,Electrical,Not Set,0
450,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,450,Red Wing Paper Plates,Not Set,No,26203315854,26203315854,Not Set,3.033,N/A,3.37,Not Set,Not Set,55,Paper Products,Not Set,0
451,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,451,Red Wing Paper Cups,Not Set,No,78114585280,78114585280,Not Set,1.602,N/A,1.78,Not Set,Not Set,55,Paper Products,Not Set,0
452,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,452,Red Wing 75 Watt Lightbulb,Not Set,No,53120270371,53120270371,Not Set,2.232,N/A,2.48,Not Set,Not Set,80,Electrical,Not Set,0
453,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,453,Red Wing Toilet Bowl Cleaner,Not Set,No,74269306063,74269306063,Not Set,2.628,N/A,2.92,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
454,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,454,Red Wing Counter Cleaner,Not Set,No,18512757420,18512757420,Not Set,0.837,N/A,0.93,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
455,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,455,Red Wing Glass Cleaner,Not Set,No,64571403861,64571403861,Not Set,1.512,N/A,1.68,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
456,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,456,Red Wing 25 Watt Lightbulb,Not Set,No,68052621483,68052621483,Not Set,2.403,N/A,2.67,Not Set,Not Set,80,Electrical,Not Set,0
457,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,457,Red Wing AA-Size Batteries,Not Set,No,27677189707,27677189707,Not Set,2.034,N/A,2.26,Not Set,Not Set,101,Electrical,Not Set,0
458,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,458,Red Wing D-Size Batteries,Not Set,No,66494043469,66494043469,Not Set,1.35,N/A,1.5,Not Set,Not Set,101,Electrical,Not Set,0
459,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,459,Red Wing Paper Towels,Not Set,No,85356377959,85356377959,Not Set,0.576,N/A,0.64,Not Set,Not Set,18,Paper Products,Not Set,0
460,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,460,Red Wing Soft Napkins,Not Set,No,93410997986,93410997986,Not Set,1.449,N/A,1.61,Not Set,Not Set,18,Paper Products,Not Set,0
