PRODUCT_CATEGORY_ID,PRODUCT_ID,PRODUCT_NAME,PRODUCT_MAINCODE,PRODUCT_PART_NUMBER,PRODUCT_UNIT_PRICE,PRODUCT_UNIT_COST,PRODUCT_CATEGORY_NAME
64,402,Big Time Frozen Pepperoni Pizza                             ,60936763882,60936763882,1.13,1.017,Pizza                         
64,403,Big Time Frozen Cheese Pizza                                ,77728862166,77728862166,1.55,1.395,Pizza                         
64,404,Big Time Frozen Mushroom Pizza                              ,52734547257,52734547257,1.25,1.125,Pizza                         
34,405,Big Time Apple Cinnamon Waffles                             ,73883582949,73883582949,3.69,3.321,Breakfast Foods               
60,406,Big Time Frozen Carrots                                     ,18127034306,18127034306,1.64,1.476,Vegetables                    
10,407,Big Time Turkey TV Dinner                                   ,98513836264,98513836264,3.21,2.889,Frozen Entrees                
10,408,Big Time Chicken TV Dinner                                  ,78092923760,78092923760,2.2,1.98,Frozen Entrees                
10,409,Big Time Beef TV Dinner                                     ,37717491984,37717491984,3.91,3.519,Frozen Entrees                
28,410,Big Time Pancake Mix                                        ,10436475872,10436475872,1.26,1.134,Breakfast Foods               
110,411,Big Time Grape Popsicles                                    ,95396680235,95396680235,0.51,0.459,Frozen Desserts               
63,412,Big Time Home Style French Fries                            ,91970587372,91970587372,1.38,1.242,Vegetables                    
110,413,Big Time Lime Popsicles                                     ,56168558001,56168558001,2.25,2.025,Frozen Desserts               
9,414,Big Time Ice Cream                                          ,33460944294,33460944294,2.77,2.493,Frozen Desserts               
9,415,Big Time Ice Cream Sandwich                                 ,80798811316,80798811316,2.91,2.619,Frozen Desserts               
60,416,Big Time Frozen Cauliflower                                 ,27328963875,27328963875,3.32,2.988,Vegetables                    
60,417,Big Time Frozen Broccoli                                    ,20002467036,20002467036,2.72,2.448,Vegetables                    
60,418,Big Time Frozen Corn                                        ,25770385861,25770385861,3.16,2.844,Vegetables                    
60,419,Big Time Frozen Peas                                        ,11583785414,11583785414,3.57,3.213,Vegetables                    
9,420,Big Time Popsicles                                          ,41470299363,41470299363,2.27,2.043,Frozen Desserts               
100,421,Big Time Frozen Chicken Thighs                              ,62619335055,62619335055,2.95,2.655,Meat                          
100,422,Big Time Frozen Chicken Wings                               ,72960656285,72960656285,3.67,3.303,Meat                          
110,423,Big Time Lemon Popsicles                                    ,63347458243,63347458243,1.47,1.323,Frozen Desserts               
78,424,Steady Silky Smooth Hair Conditioner                        ,66828675866,66828675866,1.45,1.305,Bathroom Products             
39,425,Steady Tartar Control Toothpaste                            ,26453244090,26453244090,1.28,1.152,Hygiene                       
39,426,Steady Whitening Toothpast                                  ,65270097851,65270097851,0.6,0.54,Hygiene                       
39,427,Steady Toothpaste                                           ,84132432341,84132432341,2.14,1.926,Hygiene                       
39,428,Steady Deodorant                                            ,26089182496,26089182496,0.67,0.603,Hygiene                       
79,429,Steady Conditioning Shampoo                                 ,67602064013,67602064013,1.51,1.359,Bathroom Products             
79,430,Steady Extra Moisture Shampoo                               ,44894450306,44894450306,1.8,1.62,Bathroom Products             
88,431,Steady Angled Toothbrush                                    ,92232317328,92232317328,0.96,0.864,Bathroom Products             
79,432,Steady Apricot Shampoo                                      ,38762469887,38762469887,2.35,2.115,Bathroom Products             
70,433,Steady Childrens Aspirin                                    ,31435973048,31435973048,1.74,1.566,Pain Relievers                
70,434,Steady Buffered Aspirin                                     ,37203891873,37203891873,1.42,1.278,Pain Relievers                
71,435,Steady 200 MG Ibuprofen                                     ,23017291426,23017291426,2.83,2.547,Pain Relievers                
72,436,Steady 200 MG Acetominifen                                  ,64120846390,64120846390,1.53,1.377,Pain Relievers                
73,437,Steady HCL Nasal Spray                                      ,19172012209,19172012209,1.97,1.773,Decongestants                 
73,438,Steady Dishwasher Detergent                                 ,84394162297,84394162297,1.93,1.737,Decongestants                 
75,439,Steady Multi-Symptom Cold Remedy                            ,74780964255,74780964255,3.5,3.15,Cold Remedies                 
75,440,Steady Childrens Cold Remedy                                ,78262181878,78262181878,0.67,0.603,Cold Remedies                 
74,441,Steady Laundry Detergent                                    ,37886750102,37886750102,0.57,0.513,Bathroom Products             
74,442,Steady Mint Mouthwash                                       ,76703603863,76703603863,2.24,2.016,Bathroom Products             
80,443,Red Wing 60 Watt Lightbulb                                  ,95565938353,95565938353,1.33,1.197,Electrical                    
56,444,Red Wing Plastic Forks                                      ,13620558381,13620558381,2.59,2.331,Plastic Products              
56,445,Red Wing Plastic Spoons                                     ,91720659136,91720659136,3.46,3.114,Plastic Products              
56,446,Red Wing Plastic Knives                                     ,69013045430,69013045430,3.75,3.375,Plastic Products              
101,447,Red Wing C-Size Batteries                                   ,81231741309,81231741309,2.88,2.592,Electrical                    
80,448,Red Wing 100 Watt Lightbulb                                 ,27761893868,27761893868,1.54,1.386,Electrical                    
101,449,Red Wing AAA-Size Batteries                                 ,20435397028,20435397028,3.69,3.321,Electrical                    
55,450,Red Wing Paper Plates                                       ,26203315854,26203315854,3.37,3.033,Paper Products                
55,451,Red Wing Paper Cups                                         ,78114585280,78114585280,1.78,1.602,Paper Products                
80,452,Red Wing 75 Watt Lightbulb                                  ,53120270371,53120270371,2.48,2.232,Electrical                    
22,453,Red Wing Toilet Bowl Cleaner                                ,74269306063,74269306063,2.92,2.628,Cleaning Supplies             
22,454,Red Wing Counter Cleaner                                    ,18512757420,18512757420,0.93,0.837,Cleaning Supplies             
22,455,Red Wing Glass Cleaner                                      ,64571403861,64571403861,1.68,1.512,Cleaning Supplies             
80,456,Red Wing 25 Watt Lightbulb                                  ,68052621483,68052621483,2.67,2.403,Electrical                    
101,457,Red Wing AA-Size Batteries                                  ,27677189707,27677189707,2.26,2.034,Electrical                    
101,458,Red Wing D-Size Batteries                                   ,66494043469,66494043469,1.5,1.35,Electrical                    
18,459,Red Wing Paper Towels                                       ,85356377959,85356377959,0.64,0.576,Paper Products                
18,460,Red Wing Soft Napkins                                       ,93410997986,93410997986,1.61,1.449,Paper Products                
18,461,Red Wing Scented Tissue                                     ,81511098742,81511098742,2.72,2.448,Paper Products                
18,462,Red Wing Toilet Paper                                       ,58803485035,58803485035,2.12,1.908,Paper Products                
18,463,Red Wing Tissues                                            ,16141352057,16141352057,1.25,1.125,Paper Products                
18,464,Red Wing Scented Toilet Tissue                              ,41454463601,41454463601,3.56,3.204,Paper Products                
20,465,Red Wing Room Freshener                                     ,34127966761,34127966761,2.95,2.655,Cleaning Supplies             
40,466,Red Wing Frying Pan                                         ,39895885586,39895885586,2.63,2.367,Kitchen Products              
87,467,Red Wing Copper Cleaner                                     ,91807155013,91807155013,3.81,3.429,Kitchen Products              
47,468,Red Wing Bees Wax Candles                                   ,66812840104,66812840104,1.74,1.566,Candles                       
87,469,Red Wing Silver Cleaner                                     ,87961875796,87961875796,1.29,1.161,Kitchen Products              
86,470,Red Wing Copper Pot Scrubber                                ,32205327153,32205327153,2.9,2.61,Kitchen Products              
85,471,Red Wing Economy Toilet Brush                               ,22592129111,22592129111,0.83,0.747,Bathroom Products             
41,472,Red Wing Scissors                                           ,57052045464,57052045464,0.82,0.738,Hardware                      
42,473,Red Wing Large Sponge                                       ,82774483561,82774483561,0.73,0.657,Kitchen Products              
41,474,Red Wing Screw Driver                                       ,55493467450,55493467450,3.52,3.168,Hardware                      
65,475,Quick Extra Lean Hamburger                                  ,74355801939,74355801939,2.61,2.349,Meat                          
65,476,Quick Seasoned Hamburger                                    ,82410421967,82410421967,3.64,3.276,Meat                          
104,477,Dollar Monthly Sports Magazine                              ,70510522723,70510522723,0.86,0.774,Magazines                     
108,478,Dollar Monthly Auto Magazine                                ,47802909016,47802909016,2.91,2.619,Magazines                     
107,479,Dollar Monthly Computer Magazine                            ,71238645911,71238645911,2.15,1.935,Magazines                     
105,480,Dollar Monthly Home Magazine                                ,41670928597,41670928597,1.69,1.521,Magazines                     
106,481,Dollar Monthly Fashion Magazine                             ,23127390742,23127390742,2.85,2.565,Magazines                     
61,482,Tell Tale Summer Squash                                     ,28895309567,28895309567,0.73,0.657,Vegetables                    
61,483,Tell Tale Corn on the Cob                                   ,80806578993,80806578993,1.94,1.746,Vegetables                    
61,484,Tell Tale Asparagus                                         ,55812264084,55812264084,3.64,3.276,Vegetables                    
61,485,Tell Tale Sweet Peas                                        ,76961299777,76961299777,2.19,1.971,Vegetables                    
61,486,Tell Tale New Potatos                                       ,21204751133,21204751133,1.14,1.026,Vegetables                    
61,487,Tell Tale Beets                                             ,11591553092,11591553092,2.6,2.34,Vegetables                    
61,488,Tell Tale Prepared Salad                                    ,15072770714,15072770714,2.59,2.331,Vegetables                    
61,489,Tell Tale Onions                                            ,40795208811,40795208811,2.41,2.169,Vegetables                    
61,490,Tell Tale Green Pepper                                      ,44229219555,44229219555,1.65,1.485,Vegetables                    
61,491,Tell Tale Shitake Mushrooms                                 ,63091554045,63091554045,3.51,3.159,Vegetables                    
61,492,Tell Tale Lettuce                                           ,71146174073,71146174073,1.77,1.593,Vegetables                    
61,493,Tell Tale Elephant Garlic                                   ,59246274828,59246274828,2.64,2.376,Vegetables                    
61,494,Tell Tale Red Pepper                                        ,36538661122,36538661122,1.93,1.737,Vegetables                    
61,495,Tell Tale Garlic                                            ,59974398016,59974398016,1.17,1.053,Vegetables                    
61,496,Tell Tale Potatos                                           ,96504550576,96504550576,0.84,0.756,Vegetables                    
61,497,Tell Tale Cauliflower                                       ,23080183863,23080183863,1.87,1.683,Vegetables                    
61,498,Tell Tale Tomatos                                           ,28848102688,28848102688,2.55,2.295,Vegetables                    
61,499,Tell Tale Mushrooms                                         ,69542331099,69542331099,2.96,2.664,Vegetables                    
61,500,Tell Tale Baby Onion                                        ,44548016190,44548016190,2.66,2.394,Vegetables                    
61,501,Tell Tale Dried Mushrooms                                   ,65697051882,65697051882,1.45,1.305,Vegetables                    
61,502,Tell Tale Fresh Lima Beans                                  ,99940503239,99940503239,3.17,2.853,Vegetables                    
61,503,Tell Tale Squash                                            ,90327305197,90327305197,1.86,1.674,Vegetables                    
99,504,Tell Tale Limes                                             ,69906392693,69906392693,1.84,1.656,Fruit                         
67,505,Tell Tale Firm Tofu                                         ,29530960917,29530960917,1.67,1.503,Packaged Vegetables           
1,506,Tell Tale Almonds                                           ,92249944806,92249944806,3.68,3.312,Specialty                     
99,507,Tell Tale Macintosh Apples                                  ,87210149168,87210149168,2.53,2.277,Fruit                         
99,508,Tell Tale Golden Delcious Apples                            ,82579680085,82579680085,3.79,3.411,Fruit                         
99,509,Tell Tale Red Delcious Apples                               ,46777650713,46777650713,1.9,1.71,Fruit                         
99,510,Tell Tale Lemons                                            ,47972167134,47972167134,0.61,0.549,Fruit                         
99,511,Tell Tale Fancy Plums                                       ,71407904028,71407904028,0.68,0.612,Fruit                         
99,512,Tell Tale Plums                                             ,17938056588,17938056588,2.74,2.466,Fruit                         
99,513,Tell Tale Peaches                                           ,34513689875,34513689875,0.58,0.522,Fruit                         
61,514,Tell Tale Broccoli                                          ,40281608700,40281608700,1.81,1.629,Vegetables                    
99,515,Tell Tale Mandarin Oranges                                  ,92192878127,92192878127,1.91,1.719,Fruit                         
1,516,Tell Tale Mixed Nuts                                        ,67198563218,67198563218,1.85,1.665,Specialty                     
1,517,Tell Tale Canned Peanuts                                    ,77130557894,77130557894,3.4,3.06,Specialty                     
61,518,Tell Tale Sweet Onion                                       ,21374009251,21374009251,1.36,1.224,Vegetables                    
99,519,Tell Tale Cantelope                                         ,11760811209,11760811209,3.82,3.438,Fruit                         
99,520,Tell Tale Honey Dew                                         ,81339898705,81339898705,2.8,2.52,Fruit                         
99,521,Tell Tale Fuji Apples                                       ,40964466929,40964466929,3.63,3.267,Fruit                         
1,522,Tell Tale Walnuts                                           ,13683450818,13683450818,1.63,1.467,Specialty                     
99,523,Tell Tale Oranges                                           ,98643655180,98643655180,1.72,1.548,Fruit                         
99,524,Tell Tale Tangerines                                        ,40600405335,40600405335,1.74,1.566,Fruit                         
1,525,Tell Tale Party Nuts                                        ,94798375964,94798375964,2.85,2.565,Specialty                     
24,526,Kiwi Lox                                                    ,36971591114,36971591114,2.25,2.025,Seafood                       
2,527,Kiwi Scallops                                               ,60407328009,60407328009,2.38,2.142,Seafood                       
45,528,Fast Low Fat Cookies                                        ,96937480568,96937480568,0.96,0.864,Snack Foods                   
12,529,Fast BBQ Potato Chips                                       ,23513113856,23513113856,2.19,1.971,Snack Foods                   
12,530,Fast Corn Chips                                             ,29281032681,29281032681,3.76,3.384,Snack Foods                   
12,531,Fast Low Fat BBQ Chips                                      ,81192302107,81192302107,0.6,0.54,Snack Foods                   
45,532,Fast Sugar Cookies                                          ,56197987198,56197987198,3.87,3.483,Snack Foods                   
45,533,Fast Chocolate Chip Cookies                                 ,77347022891,77347022891,2.42,2.178,Snack Foods                   
45,534,Fast Fudge Cookies                                          ,21590474247,21590474247,3.38,3.042,Snack Foods                   
45,535,Fast Fudge Brownies                                         ,90496563315,90496563315,2.84,2.556,Snack Foods                   
12,536,Fast Potato Chips                                           ,70075650811,70075650811,1.82,1.638,Snack Foods                   
45,537,Fast Lemon Cookies                                          ,29700219035,29700219035,2.65,2.385,Snack Foods                   
45,538,Fast Graham Crackers                                        ,92419202923,92419202923,0.93,0.837,Snack Foods                   
82,539,Fast Cheese Crackers                                        ,87379407286,87379407286,3.74,3.366,Snack Foods                   
54,540,Fast Buttered Popcorn                                       ,29336157441,29336157441,0.51,0.459,Snack Foods                   
54,541,Fast No Salt Popcorn                                        ,83534128069,83534128069,1.88,1.692,Snack Foods                   
54,542,Fast Low Fat Popcorn                                        ,60826514363,60826514363,1.51,1.359,Snack Foods                   
83,543,Fast Salsa Dip                                              ,18164381384,18164381384,1.64,1.476,Snack Foods                   
83,544,Fast Avocado Dip                                            ,85673232674,85673232674,2.95,2.655,Snack Foods                   
46,545,Fast Salted Pretzels                                        ,78346735835,78346735835,1.45,1.305,Snack Foods                   
83,546,Fast Cheese Dip                                             ,84114654660,84114654660,2.78,2.502,Snack Foods                   
83,547,Fast Fondue Mix                                             ,69928054213,69928054213,2.31,2.079,Snack Foods                   
84,548,Fast Mini Donuts                                            ,44933739304,44933739304,2.9,2.61,Snack Foods                   
17,549,Fast Beef Jerky                                             ,66082774996,66082774996,1.68,1.512,Snack Foods                   
84,550,Fast Chocolate Donuts                                       ,76424096226,76424096226,2.4,2.16,Snack Foods                   
12,551,Fast Low Fat Chips                                          ,66810898184,66810898184,3.21,2.889,Snack Foods                   
82,552,Fast Sesame Crackers                                        ,70292115807,70292115807,0.55,0.495,Snack Foods                   
45,553,Fast Frosted Cookies                                        ,18699643015,18699643015,1.91,1.719,Snack Foods                   
109,554,Fast Dried Apples                                           ,57516496777,57516496777,3.14,2.826,Snack Foods                   
109,555,Fast Apple Fruit Roll                                       ,76378831267,76378831267,2.88,2.592,Snack Foods                   
109,556,Fast Strawberry Fruit Roll                                  ,18335581421,18335581421,3.25,2.925,Snack Foods                   
109,557,Fast Raspberry Fruit Roll                                   ,72533552050,72533552050,1.36,1.224,Snack Foods                   
109,558,Fast Grape Fruit Roll                                       ,49825938344,49825938344,0.8,0.72,Snack Foods                   
109,559,Fast Dried Dates                                            ,97163805365,97163805365,3.78,3.402,Snack Foods                   
109,560,Fast Raisins                                                ,43693957924,43693957924,1.2,1.08,Snack Foods                   
109,561,Fast Golden Raisins                                         ,36367461085,36367461085,0.77,0.693,Snack Foods                   
109,562,Fast Dried Apricots                                         ,42135379910,42135379910,0.59,0.531,Snack Foods                   
84,563,Fast Frosted Donuts                                         ,58927478194,58927478194,1.68,1.512,Snack Foods                   
36,564,Atomic Tasty Candy Bar                                      ,10031033158,10031033158,0.66,0.594,Candy                         
36,565,Atomic Mint Chocolate Bar                                   ,55082198977,55082198977,0.9,0.81,Candy                         
36,566,Atomic Malted Milk Balls                                    ,65423520207,65423520207,1.78,1.602,Candy                         
36,567,Atomic Semi-Sweet Chocolate Bar                             ,55810322165,55810322165,2.35,2.115,Candy                         
37,568,Atomic Bubble Gum                                           ,59291539788,59291539788,3.33,2.997,Candy                         
38,569,Atomic Spicy Mints                                          ,18916108012,18916108012,3.16,2.844,Candy                         
38,570,Atomic Mints                                                ,57732961773,57732961773,2.16,1.944,Candy                         
36,571,Atomic White Chocolate Bar                                  ,65114583373,65114583373,1.25,1.125,Candy                         
5,572,Shady Lake Ravioli                                          ,73169203400,73169203400,2.51,2.259,Starchy Foods                 
5,573,Shady Lake Manicotti                                        ,61269304156,61269304156,3.39,3.051,Starchy Foods                 
5,574,Shady Lake Spaghetti                                        ,38561690449,38561690449,2.67,2.403,Starchy Foods                 
57,575,Shady Lake Thai Rice                                        ,85899557471,85899557471,2.81,2.529,Starchy Foods                 
57,576,Shady Lake Rice Medly                                       ,32429710030,32429710030,0.7,0.63,Starchy Foods                 
43,577,Walrus Imported Beer                                        ,25103213191,25103213191,2.62,2.358,Beer and Wine                 
44,578,Walrus Light Wine                                           ,30871132016,30871132016,2.29,2.061,Beer and Wine                 
44,579,Walrus Chardonnay Wine                                      ,82782401442,82782401442,0.83,0.747,Beer and Wine                 
44,580,Walrus Chablis Wine                                         ,21200867295,21200867295,2.41,2.169,Beer and Wine                 
44,581,Walrus Merlot Wine                                          ,42349902987,42349902987,2.84,2.556,Beer and Wine                 
44,582,Walrus Chardonnay                                           ,76593354344,76593354344,3.8,3.42,Beer and Wine                 
44,583,Walrus White Zinfandel Wine                                 ,66980156302,66980156302,1.61,1.449,Beer and Wine                 
43,584,Walrus Light Beer                                           ,70461373925,70461373925,2.59,2.331,Beer and Wine                 
27,585,Colony Pumpernickel Bread                                   ,30085942149,30085942149,2.18,1.962,Bread                         
27,586,Colony White Bread                                          ,68902795910,68902795910,1.42,1.278,Bread                         
27,587,Colony Rye Bread                                            ,87765130400,87765130400,3.27,2.943,Bread                         
26,588,Colony English Muffins                                      ,95819750428,95819750428,1.54,1.386,Bread                         
26,589,Colony Cranberry Muffins                                    ,72702810168,72702810168,2.65,2.385,Bread                         
26,590,Colony Muffins                                              ,49995196461,49995196461,1.93,1.737,Bread                         
25,591,Colony Bagels                                               ,97333063483,97333063483,1.17,1.053,Bread                         
26,592,Colony Blueberry Muffins                                    ,43863216042,43863216042,2.48,2.232,Bread                         
27,593,Colony Wheat Bread                                          ,36536719202,36536719202,1.87,1.683,Bread                         
49,594,Landslide Sesame Oil                                        ,42304638028,42304638028,0.58,0.522,Baking Goods                  
53,595,Landslide Chunky Peanut Butter                              ,94215907454,94215907454,1.42,1.278,Jams and Jellies              
51,596,Landslide Hot Chocolate                                     ,69221592545,69221592545,0.64,0.576,Hot Beverages                 
50,597,Landslide Brown Sugar                                       ,90370628237,90370628237,2.8,2.52,Baking Goods                  
50,598,Landslide White Sugar                                       ,65592778325,65592778325,1.52,1.368,Baking Goods                  
90,599,Landslide French Roast Coffee                               ,55979580283,55979580283,2.32,2.088,Hot Beverages                 
90,600,Landslide Decaf Coffee                                      ,59460797905,59460797905,2.31,2.079,Hot Beverages                 
90,601,Landslide Regular Coffee                                    ,85183236002,85183236002,2.13,1.917,Hot Beverages                 
49,602,Landslide Vegetable Oil                                     ,57902219891,57902219891,2.14,1.926,Baking Goods                  
49,603,Landslide Corn Oil                                          ,76764554381,76764554381,1.23,1.107,Baking Goods                  
48,604,Landslide Tomato Sauce                                      ,84819174408,84819174408,1.25,1.125,Baking Goods                  
49,605,Landslide Canola Oil                                        ,72919275164,72919275164,2.36,2.124,Baking Goods                  
33,606,Landslide Grape Preserves                                   ,50211661458,50211661458,2.65,2.385,Jams and Jellies              
90,607,Landslide Columbian Coffee                                  ,62430357336,62430357336,2.78,2.502,Hot Beverages                 
31,608,Landslide Strawberry Jelly                                  ,32862640023,32862640023,0.68,0.612,Jams and Jellies              
4,609,Landslide Pepper                                            ,25536143183,25536143183,2.59,2.331,Baking Goods                  
33,610,Landslide Low Fat Apple Butter                              ,31304062008,31304062008,2.27,2.043,Jams and Jellies              
4,611,Landslide Salt                                              ,83215331435,83215331435,0.82,0.738,Baking Goods                  
33,612,Landslide Apple Butter                                      ,58221016526,58221016526,2.38,2.142,Jams and Jellies              
4,613,Landslide Oregano                                           ,79370052218,79370052218,1.82,1.638,Baking Goods                  
31,614,Landslide Apple Jelly                                       ,23613503575,23613503575,3.78,3.402,Jams and Jellies              
32,615,Landslide Grape Jam                                         ,69672150015,69672150015,1.35,1.215,Jams and Jellies              
32,616,Landslide Apple Jam                                         ,73153367638,73153367638,1.33,1.197,Jams and Jellies              
32,617,Landslide Strawberry Jam                                    ,98875805735,98875805735,1.16,1.044,Jams and Jellies              
53,618,Landslide Creamy Peanut Butter                              ,71594789624,71594789624,1.4,1.26,Jams and Jellies              
33,619,Landslide Strawberry Preserves                              ,90457124114,90457124114,2.25,2.025,Jams and Jellies              
53,620,Landslide Extra Chunky Peanut Butter                        ,98511744141,98511744141,0.73,0.657,Jams and Jellies              
33,621,Landslide Apple Preserves                                   ,86611844897,86611844897,1.39,1.251,Jams and Jellies              
31,622,Landslide Grape Jelly                                       ,63904231190,63904231190,0.81,0.729,Jams and Jellies              
30,623,Token Berry Juice                                           ,87339968085,87339968085,1.8,1.62,Pure Juice Beverages          
52,624,Token Mango Drink                                           ,33870120644,33870120644,2.46,2.214,Drinks                        
52,625,Token Strawberry Drink                                      ,15326582789,15326582789,1.61,1.449,Drinks                        
19,626,Token Cream Soda                                            ,21094501614,21094501614,1.29,1.161,Carbonated Beverages          
19,627,Token Diet Soda                                             ,73005771040,73005771040,1.7,1.53,Carbonated Beverages          
19,628,Token Cola                                                  ,48011456131,48011456131,1.4,1.26,Carbonated Beverages          
19,629,Token Diet Cola                                             ,69160491824,69160491824,0.55,0.495,Carbonated Beverages          
30,630,Token Orange Juice                                          ,13403943181,13403943181,2.8,2.52,Pure Juice Beverages          
30,631,Token Cranberry Juice                                       ,93790745139,93790745139,0.78,0.702,Pure Juice Beverages          
30,632,Token Apple Juice                                           ,73369832634,73369832634,0.83,0.747,Pure Juice Beverages          
52,633,Token Apple Drink                                           ,32994400858,32994400858,0.74,0.666,Drinks                        
35,634,Radius Oatmeal                                              ,60594213604,60594213604,2.53,2.277,Breakfast Foods               
35,635,Radius Corn Puffs                                           ,55554417967,55554417967,1.38,1.242,Breakfast Foods               
35,636,Radius Wheat Puffs                                          ,87511168122,87511168122,2.64,2.376,Breakfast Foods               
35,637,Radius Grits                                                ,51709138751,51709138751,0.86,0.774,Breakfast Foods               
62,638,Bravo Canned Beets                                          ,52903655171,52903655171,3.15,2.835,Vegetables                    
62,639,Bravo Creamed Corn                                          ,76339392066,76339392066,3.28,2.952,Vegetables                    
62,640,Bravo Canned String Beans                                   ,22869544625,22869544625,2.59,2.331,Vegetables                    
58,641,Bravo Chicken Soup                                          ,39445177912,39445177912,3.98,3.582,Canned Soup                   
62,642,Bravo Canned Yams                                           ,45213096737,45213096737,1.66,1.494,Vegetables                    
58,643,Bravo Vegetable Soup                                        ,62005195021,62005195021,1.84,1.656,Canned Soup                   
62,644,Bravo Canned Tomatos                                        ,37010880112,37010880112,0.87,0.783,Vegetables                    
58,645,Bravo Noodle Soup                                           ,58159915804,58159915804,3.32,2.988,Canned Soup                   
58,646,Bravo Regular Ramen Soup                                    ,92403367161,92403367161,1.28,1.152,Canned Soup                   
58,647,Bravo Chicken Noodle Soup                                   ,82790169119,82790169119,2.74,2.466,Canned Soup                   
58,648,Bravo Turkey Noodle Soup                                    ,62369256615,62369256615,2.72,2.448,Canned Soup                   
58,649,Bravo Beef Soup                                             ,21993824839,21993824839,2.55,2.295,Canned Soup                   
62,650,Bravo Canned Peas                                           ,84712808728,84712808728,1.55,1.395,Vegetables                    
58,651,Bravo Chicken Ramen Soup                                    ,66987923979,66987923979,0.8,0.72,Canned Soup                   
93,652,Bravo Canned Tuna in Water                                  ,98944674134,98944674134,1.67,1.503,Canned Tuna                   
93,653,Bravo Canned Tuna in Oil                                    ,63142644762,63142644762,2.78,2.502,Canned Tuna                   
94,654,Bravo Large Canned Shrimp                                   ,64337161183,64337161183,2.17,1.953,Canned Shrimp                 
95,655,Bravo Fancy Canned Anchovies                                ,87772898077,87772898077,2.31,2.079,Canned Anchovies              
96,656,Bravo Fancy Canned Clams                                    ,34303050637,34303050637,3.85,3.465,Canned Clams                  
97,657,Bravo Fancy Canned Oysters                                  ,50878683924,50878683924,2.12,1.908,Canned Oysters                
98,658,Bravo Fancy Canned Sardines                                 ,56646602749,56646602749,2.68,2.412,Canned Sardines               
58,659,Bravo Rice Soup                                             ,18557872176,18557872176,3.21,2.889,Canned Soup                   
3,660,Applause Canned Mixed Fruit                                 ,48180714249,48180714249,2.8,2.52,Fruit                         
3,661,Applause Canned Peaches                                     ,69329749941,69329749941,2.34,2.106,Fruit                         
89,662,Prelude Rosy Sunglasses                                     ,13573201298,13573201298,2.3,2.07,Specialty                     
103,663,Akron Eyeglass Screwdriver                                  ,93960003256,93960003256,1.76,1.584,Hardware                      
102,664,Akron City Map                                              ,73539090752,73539090752,1.74,1.566,Miscellaneous                 
15,665,Gorilla Low Fat Cottage Cheese                              ,33163658976,33163658976,1.57,1.413,Dairy                         
14,666,Gorilla Low Fat Sour Cream                                  ,95882642865,95882642865,0.89,0.801,Dairy                         
14,667,Gorilla Sour Cream                                          ,90842847228,90842847228,2.66,2.394,Dairy                         
11,668,Gorilla Jack Cheese                                         ,32799597382,32799597382,3.93,3.537,Dairy                         
11,669,Gorilla Muenster Cheese                                     ,51878396868,51878396868,1.8,1.62,Dairy                         
11,670,Gorilla String Cheese                                       ,29170783162,29170783162,1.79,1.611,Dairy                         
11,671,Gorilla Low Fat String Cheese                               ,76508650183,76508650183,2.93,2.637,Dairy                         
11,672,Gorilla Havarti Cheese                                      ,23038802742,23038802742,3.34,3.006,Dairy                         
11,673,Gorilla Head Cheese                                         ,15712305903,15712305903,2.74,2.466,Dairy                         
11,674,Gorilla Cheese Spread                                       ,21480224728,21480224728,3.18,2.862,Dairy                         
11,675,Gorilla Sharp Cheddar Cheese                                ,97293624281,97293624281,3.59,3.231,Dairy                         
11,676,Gorilla Mild Cheddar Cheese                                 ,72299309372,72299309372,3.29,2.961,Dairy                         
15,677,Gorilla Large Curd Cottage Cheese                           ,93448345065,93448345065,2.96,2.664,Dairy                         
76,678,Gorilla 2% Milk                                             ,68670495152,68670495152,3.69,3.321,Dairy                         
76,679,Gorilla Buttermilk                                          ,59057297110,59057297110,1.49,1.341,Dairy                         
76,680,Gorilla Chocolate Milk                                      ,62538514733,62538514733,1.47,1.323,Dairy                         
76,681,Gorilla 1% Milk                                             ,22163082957,22163082957,2.3,2.07,Dairy                         
76,682,Gorilla Whole Milk                                          ,60979936718,60979936718,0.61,0.549,Dairy                         
6,683,Gorilla Strawberry Yogurt                                   ,79842271208,79842271208,2.16,1.944,Dairy                         
6,684,Gorilla Blueberry Yogurt                                    ,21799021363,21799021363,0.68,0.612,Dairy                         
81,685,Cutting Edge Chicken Hot Dogs                               ,75996991991,75996991991,1.53,1.377,Meat                          
91,686,Cutting Edge Pimento Loaf                                   ,53289378285,53289378285,1.82,1.638,Meat                          
91,687,Cutting Edge Beef Bologna                                   ,65508074164,65508074164,0.97,0.873,Meat                          
91,688,Cutting Edge Low Fat Bologna                                ,12038226723,12038226723,2.37,2.133,Meat                          
81,689,Cutting Edge Turkey Hot Dogs                                ,94711729884,94711729884,1.76,1.584,Meat                          
81,690,Cutting Edge Foot-Long Hot Dogs                             ,10479648709,10479648709,1.44,1.296,Meat                          
16,691,Cutting Edge Low Fat Cole Slaw                              ,86293048262,86293048262,2.85,2.565,Side Dishes                   
16,692,Cutting Edge Cole Slaw                                      ,37396603226,37396603226,1.55,1.395,Side Dishes                   
77,693,Cutting Edge Roasted Chicken                                ,82447769045,82447769045,1.99,1.791,Meat                          
